40.46463, -3.80893, Punto 1
40.43397, -3.71883, Moncloa
40.46463, -3.80893, 
40.46466, -3.80896, 
40.46469, -3.80901, 
40.46493, -3.80897, 
40.46504, -3.80895, 
40.46505, -3.80894, 
40.46506, -3.80894, 
40.46507, -3.80894, 
40.46508, -3.80893, 
40.46509, -3.80893, 
40.46510, -3.80893, 
40.46511, -3.80892, 
40.46512, -3.80892, 
40.46513, -3.80892, 
40.46514, -3.80893, 
40.46515, -3.80893, 
40.46516, -3.80894, 
40.46517, -3.80894, 
40.46517, -3.80895, 
40.46518, -3.80895, 
40.46519, -3.80896, 
40.46519, -3.80897, 
40.46520, -3.80898, 
40.46520, -3.80899, 
40.46521, -3.80899, 
40.46521, -3.80900, 
40.46522, -3.80901, 
40.46522, -3.80903, 
40.46527, -3.80903, 
40.46531, -3.80904, 
40.46536, -3.80906, 
40.46562, -3.80899, 
40.46564, -3.80898, 
40.46573, -3.80895, 
40.46582, -3.80893, 
40.46607, -3.80887, 
40.46610, -3.80887, 
40.46612, -3.80887, 
40.46613, -3.80887, 
40.46615, -3.80887, 
40.46617, -3.80888, 
40.46620, -3.80890, 
40.46622, -3.80892, 
40.46624, -3.80896, 
40.46625, -3.80901, 
40.46626, -3.80907, 
40.46629, -3.80922, 
40.46632, -3.80946, 
40.46636, -3.80974, 
40.46640, -3.81006, 
40.46646, -3.81038, 
40.46647, -3.81039, 
40.46652, -3.81061, 
40.46656, -3.81078, 
40.46657, -3.81083, 
40.46669, -3.81128, 
40.46672, -3.81140, 
40.46676, -3.81157, 
40.46680, -3.81182, 
40.46680, -3.81183, 
40.46682, -3.81206, 
40.46683, -3.81232, 
40.46696, -3.81242, 
40.46697, -3.81242, 
40.46698, -3.81242, 
40.46699, -3.81242, 
40.46700, -3.81242, 
40.46701, -3.81242, 
40.46702, -3.81242, 
40.46703, -3.81242, 
40.46703, -3.81243, 
40.46704, -3.81243, 
40.46705, -3.81243, 
40.46705, -3.81244, 
40.46706, -3.81244, 
40.46707, -3.81245, 
40.46708, -3.81246, 
40.46708, -3.81247, 
40.46709, -3.81247, 
40.46709, -3.81248, 
40.46709, -3.81249, 
40.46710, -3.81249, 
40.46710, -3.81250, 
40.46710, -3.81251, 
40.46711, -3.81252, 
40.46711, -3.81253, 
40.46711, -3.81254, 
40.46711, -3.81255, 
40.46711, -3.81257, 
40.46711, -3.81258, 
40.46711, -3.81259, 
40.46711, -3.81260, 
40.46711, -3.81261, 
40.46711, -3.81262, 
40.46711, -3.81263, 
40.46711, -3.81264, 
40.46711, -3.81265, 
40.46710, -3.81266, 
40.46710, -3.81267, 
40.46710, -3.81268, 
40.46709, -3.81269, 
40.46709, -3.81270, 
40.46708, -3.81271, 
40.46708, -3.81272, 
40.46707, -3.81273, 
40.46706, -3.81274, 
40.46706, -3.81275, 
40.46705, -3.81275, 
40.46704, -3.81276, 
40.46702, -3.81288, 
40.46700, -3.81296, 
40.46699, -3.81306, 
40.46699, -3.81319, 
40.46700, -3.81323, 
40.46702, -3.81346, 
40.46706, -3.81376, 
40.46709, -3.81399, 
40.46709, -3.81404, 
40.46715, -3.81446, 
40.46715, -3.81451, 
40.46721, -3.81492, 
40.46723, -3.81509, 
40.46724, -3.81516, 
40.46727, -3.81534, 
40.46728, -3.81539, 
40.46731, -3.81554, 
40.46732, -3.81562, 
40.46735, -3.81576, 
40.46737, -3.81585, 
40.46738, -3.81587, 
40.46739, -3.81594, 
40.46742, -3.81607, 
40.46747, -3.81630, 
40.46753, -3.81660, 
40.46756, -3.81670, 
40.46762, -3.81690, 
40.46769, -3.81715, 
40.46779, -3.81751, 
40.46787, -3.81773, 
40.46798, -3.81801, 
40.46804, -3.81815, 
40.46819, -3.81854, 
40.46822, -3.81862, 
40.46824, -3.81867, 
40.46840, -3.81896, 
40.46841, -3.81896, 
40.46842, -3.81896, 
40.46843, -3.81896, 
40.46844, -3.81896, 
40.46845, -3.81896, 
40.46846, -3.81896, 
40.46847, -3.81896, 
40.46848, -3.81897, 
40.46849, -3.81897, 
40.46849, -3.81898, 
40.46850, -3.81898, 
40.46851, -3.81899, 
40.46852, -3.81900, 
40.46869, -3.81903, 
40.46878, -3.81905, 
40.46882, -3.81908, 
40.46910, -3.81905, 
40.46929, -3.81903, 
