40.49538, -3.72552, Punto 1
40.46585, -3.68883, Punto 10
40.49538, -3.72552, 
40.49537, -3.72553, 
40.49534, -3.72556, 
40.49530, -3.72562, 
40.49516, -3.72577, 
40.49515, -3.72579, 
40.49513, -3.72580, 
40.49511, -3.72581, 
40.49509, -3.72581, 
40.49506, -3.72580, 
40.49504, -3.72579, 
40.49501, -3.72577, 
40.49499, -3.72574, 
40.49494, -3.72566, 
40.49467, -3.72597, 
40.49425, -3.72643, 
40.49419, -3.72649, 
40.49409, -3.72669, 
40.49410, -3.72670, 
40.49410, -3.72672, 
40.49410, -3.72673, 
40.49410, -3.72674, 
40.49410, -3.72675, 
40.49410, -3.72676, 
40.49410, -3.72678, 
40.49409, -3.72679, 
40.49409, -3.72680, 
40.49409, -3.72681, 
40.49408, -3.72682, 
40.49408, -3.72683, 
40.49408, -3.72684, 
40.49407, -3.72685, 
40.49406, -3.72686, 
40.49406, -3.72687, 
40.49405, -3.72688, 
40.49404, -3.72689, 
40.49403, -3.72690, 
40.49402, -3.72691, 
40.49401, -3.72691, 
40.49400, -3.72692, 
40.49399, -3.72692, 
40.49398, -3.72692, 
40.49397, -3.72693, 
40.49396, -3.72693, 
40.49395, -3.72693, 
40.49394, -3.72693, 
40.49393, -3.72692, 
40.49392, -3.72692, 
40.49391, -3.72692, 
40.49390, -3.72691, 
40.49389, -3.72690, 
40.49388, -3.72690, 
40.49387, -3.72689, 
40.49386, -3.72688, 
40.49386, -3.72687, 
40.49385, -3.72687, 
40.49384, -3.72686, 
40.49384, -3.72685, 
40.49383, -3.72684, 
40.49383, -3.72683, 
40.49382, -3.72682, 
40.49382, -3.72680, 
40.49382, -3.72678, 
40.49381, -3.72676, 
40.49381, -3.72675, 
40.49381, -3.72671, 
40.49381, -3.72670, 
40.49382, -3.72669, 
40.49382, -3.72667, 
40.49382, -3.72666, 
40.49383, -3.72665, 
40.49383, -3.72664, 
40.49384, -3.72663, 
40.49384, -3.72662, 
40.49382, -3.72658, 
40.49380, -3.72656, 
40.49379, -3.72653, 
40.49377, -3.72645, 
40.49320, -3.72557, 
40.49307, -3.72537, 
40.49295, -3.72519, 
40.49294, -3.72520, 
40.49292, -3.72522, 
40.49289, -3.72524, 
40.49286, -3.72526, 
40.49284, -3.72527, 
40.49281, -3.72527, 
40.49278, -3.72527, 
40.49275, -3.72527, 
40.49272, -3.72526, 
40.49269, -3.72525, 
40.49267, -3.72523, 
40.49264, -3.72521, 
40.49263, -3.72520, 
40.49261, -3.72518, 
40.49260, -3.72517, 
40.49259, -3.72515, 
40.49258, -3.72513, 
40.49257, -3.72511, 
40.49256, -3.72509, 
40.49255, -3.72507, 
40.49254, -3.72502, 
40.49253, -3.72498, 
40.49253, -3.72494, 
40.49253, -3.72492, 
40.49253, -3.72490, 
40.49254, -3.72486, 
40.49254, -3.72482, 
40.49256, -3.72479, 
40.49257, -3.72475, 
40.49259, -3.72472, 
40.49260, -3.72469, 
40.49262, -3.72467, 
40.49250, -3.72448, 
40.49219, -3.72401, 
40.49212, -3.72397, 
40.49197, -3.72383, 
40.49193, -3.72379, 
40.49190, -3.72380, 
40.49187, -3.72381, 
40.49184, -3.72381, 
40.49181, -3.72380, 
40.49176, -3.72379, 
40.49173, -3.72378, 
40.49171, -3.72376, 
40.49170, -3.72374, 
40.49168, -3.72372, 
40.49166, -3.72369, 
40.49165, -3.72367, 
40.49164, -3.72364, 
40.49163, -3.72361, 
40.49163, -3.72359, 
40.49162, -3.72358, 
40.49162, -3.72355, 
40.49161, -3.72352, 
40.49161, -3.72349, 
40.49161, -3.72346, 
40.49162, -3.72343, 
40.49162, -3.72340, 
40.49163, -3.72337, 
40.49164, -3.72335, 
40.49165, -3.72334, 
40.49166, -3.72332, 
40.49167, -3.72330, 
40.49169, -3.72328, 
40.49171, -3.72325, 
40.49173, -3.72323, 
40.49174, -3.72323, 
40.49175, -3.72322, 
40.49177, -3.72321, 
40.49179, -3.72320, 
40.49182, -3.72320, 
40.49184, -3.72320, 
40.49186, -3.72320, 
40.49188, -3.72320, 
40.49191, -3.72321, 
40.49193, -3.72322, 
40.49195, -3.72323, 
40.49211, -3.72306, 
40.49214, -3.72303, 
40.49236, -3.72279, 
40.49271, -3.72240, 
40.49290, -3.72218, 
40.49309, -3.72198, 
40.49312, -3.72194, 
40.49365, -3.72136, 
40.49380, -3.72119, 
40.49392, -3.72106, 
40.49407, -3.72091, 
40.49422, -3.72077, 
40.49435, -3.72066, 
40.49454, -3.72050, 
40.49465, -3.72041, 
40.49466, -3.72040, 
40.49489, -3.72022, 
40.49501, -3.72012, 
40.49502, -3.72012, 
40.49528, -3.71990, 
40.49537, -3.71983, 
40.49542, -3.71979, 
40.49550, -3.71972, 
40.49557, -3.71964, 
40.49557, -3.71962, 
40.49556, -3.71958, 
40.49556, -3.71954, 
40.49556, -3.71951, 
40.49557, -3.71947, 
40.49558, -3.71944, 
40.49559, -3.71940, 
40.49560, -3.71937, 
40.49558, -3.71934, 
40.49555, -3.71929, 
40.49552, -3.71922, 
40.49550, -3.71917, 
40.49550, -3.71913, 
40.49544, -3.71906, 
40.49534, -3.71895, 
40.49523, -3.71881, 
40.49500, -3.71854, 
40.49472, -3.71821, 
40.49459, -3.71806, 
40.49443, -3.71787, 
40.49438, -3.71781, 
40.49432, -3.71775, 
40.49428, -3.71770, 
40.49423, -3.71765, 
40.49411, -3.71753, 
40.49406, -3.71748, 
40.49395, -3.71737, 
40.49385, -3.71728, 
40.49378, -3.71722, 
40.49370, -3.71715, 
40.49364, -3.71710, 
40.49347, -3.71698, 
40.49343, -3.71694, 
40.49326, -3.71683, 
40.49303, -3.71669, 
40.49300, -3.71667, 
40.49286, -3.71660, 
40.49275, -3.71654, 
40.49263, -3.71648, 
40.49241, -3.71640, 
40.49231, -3.71636, 
40.49227, -3.71634, 
40.49215, -3.71630, 
40.49188, -3.71622, 
40.49174, -3.71619, 
40.49166, -3.71618, 
40.49147, -3.71615, 
40.49134, -3.71613, 
40.49128, -3.71613, 
