40.40499, -3.70202, Punto 1
40.46585, -3.68883, Punto 5
40.40499, -3.70202, 
40.40503, -3.70200, 
40.40520, -3.70197, 
40.40524, -3.70183, 
40.40527, -3.70169, 
40.40548, -3.70096, 
40.40549, -3.70093, 
40.40555, -3.70070, 
40.40570, -3.70017, 
40.40573, -3.70006, 
40.40581, -3.69975, 
40.40585, -3.69959, 
40.40586, -3.69957, 
40.40591, -3.69938, 
40.40595, -3.69923, 
40.40619, -3.69839, 
40.40628, -3.69804, 
40.40633, -3.69788, 
40.40621, -3.69780, 
40.40617, -3.69777, 
40.40600, -3.69767, 
40.40584, -3.69757, 
40.40552, -3.69736, 
40.40551, -3.69736, 
40.40540, -3.69729, 
40.40535, -3.69726, 
40.40524, -3.69718, 
40.40511, -3.69710, 
40.40462, -3.69680, 
40.40430, -3.69659, 
40.40424, -3.69653, 
40.40421, -3.69647, 
40.40418, -3.69639, 
40.40429, -3.69628, 
40.40427, -3.69615, 
40.40425, -3.69583, 
40.40424, -3.69579, 
40.40424, -3.69573, 
40.40424, -3.69564, 
40.40421, -3.69514, 
40.40420, -3.69477, 
40.40419, -3.69453, 
40.40417, -3.69429, 
40.40415, -3.69381, 
40.40414, -3.69357, 
40.40427, -3.69356, 
40.40468, -3.69353, 
40.40508, -3.69348, 
40.40527, -3.69346, 
40.40540, -3.69344, 
40.40564, -3.69341, 
40.40567, -3.69341, 
40.40621, -3.69335, 
40.40661, -3.69330, 
40.40694, -3.69326, 
40.40704, -3.69324, 
40.40711, -3.69322, 
40.40718, -3.69322, 
40.40721, -3.69321, 
40.40723, -3.69320, 
40.40726, -3.69319, 
40.40729, -3.69317, 
40.40737, -3.69311, 
40.40744, -3.69306, 
40.40757, -3.69296, 
40.40762, -3.69291, 
40.40771, -3.69284, 
40.40776, -3.69279, 
40.40794, -3.69263, 
40.40800, -3.69257, 
40.40814, -3.69245, 
40.40818, -3.69241, 
40.40822, -3.69236, 
40.40826, -3.69231, 
40.40829, -3.69226, 
40.40831, -3.69220, 
40.40839, -3.69199, 
40.40839, -3.69196, 
40.40840, -3.69192, 
40.40840, -3.69189, 
40.40841, -3.69186, 
40.40843, -3.69182, 
40.40844, -3.69179, 
40.40846, -3.69177, 
40.40847, -3.69174, 
40.40854, -3.69167, 
40.40858, -3.69164, 
40.40862, -3.69162, 
40.40865, -3.69161, 
40.40866, -3.69161, 
40.40870, -3.69161, 
40.40875, -3.69161, 
40.40879, -3.69163, 
40.40883, -3.69164, 
40.40885, -3.69166, 
40.40887, -3.69168, 
40.40890, -3.69171, 
40.40894, -3.69176, 
40.40911, -3.69187, 
40.40917, -3.69191, 
40.40938, -3.69203, 
40.40957, -3.69213, 
40.40963, -3.69216, 
40.40979, -3.69223, 
40.40990, -3.69228, 
40.41001, -3.69232, 
40.41011, -3.69234, 
40.41025, -3.69237, 
40.41038, -3.69240, 
40.41048, -3.69242, 
40.41063, -3.69245, 
40.41091, -3.69252, 
40.41119, -3.69259, 
40.41149, -3.69264, 
40.41155, -3.69266, 
40.41220, -3.69280, 
40.41230, -3.69282, 
40.41254, -3.69287, 
40.41282, -3.69292, 
40.41320, -3.69301, 
40.41340, -3.69306, 
40.41364, -3.69311, 
40.41367, -3.69312, 
40.41376, -3.69314, 
40.41416, -3.69323, 
40.41469, -3.69336, 
40.41513, -3.69348, 
40.41531, -3.69353, 
40.41535, -3.69354, 
40.41579, -3.69363, 
40.41582, -3.69365, 
40.41583, -3.69366, 
40.41584, -3.69366, 
40.41588, -3.69366, 
