40.42441, -3.67577, Felipe II
40.39348, -3.67775, Punto 7
40.42441, -3.67577, 
40.42415, -3.67580, 
40.42414, -3.67599, 
40.42415, -3.67618, 
40.42416, -3.67643, 
40.42417, -3.67648, 
40.42417, -3.67649, 
40.42417, -3.67653, 
40.42418, -3.67656, 
40.42419, -3.67661, 
40.42420, -3.67666, 
40.42421, -3.67669, 
40.42422, -3.67671, 
40.42423, -3.67673, 
40.42425, -3.67675, 
40.42429, -3.67678, 
40.42427, -3.67681, 
40.42426, -3.67683, 
40.42424, -3.67688, 
40.42420, -3.67697, 
40.42415, -3.67710, 
40.42410, -3.67724, 
40.42405, -3.67734, 
40.42403, -3.67740, 
40.42400, -3.67749, 
40.42391, -3.67768, 
40.42378, -3.67797, 
40.42360, -3.67837, 
40.42352, -3.67859, 
40.42351, -3.67861, 
40.42346, -3.67871, 
40.42343, -3.67878, 
40.42334, -3.67895, 
40.42325, -3.67915, 
40.42306, -3.67958, 
40.42295, -3.67981, 
40.42288, -3.67999, 
40.42274, -3.68031, 
40.42271, -3.68039, 
40.42253, -3.68078, 
40.42241, -3.68107, 
40.42232, -3.68125, 
40.42218, -3.68158, 
40.42212, -3.68171, 
40.42220, -3.68175, 
40.42226, -3.68175, 
40.42228, -3.68175, 
40.42232, -3.68174, 
40.42235, -3.68174, 
40.42289, -3.68170, 
40.42366, -3.68164, 
40.42361, -3.68054, 
40.42360, -3.68032, 
40.42306, -3.68036, 
40.42271, -3.68039, 
40.42183, -3.68010, 
40.42170, -3.68005, 
40.42168, -3.68005, 
40.42164, -3.68005, 
40.42159, -3.68002, 
40.42132, -3.67993, 
40.42110, -3.67985, 
40.42078, -3.67973, 
40.42055, -3.67965, 
40.42029, -3.67955, 
40.41981, -3.67937, 
40.41953, -3.67927, 
40.41843, -3.67887, 
40.41829, -3.67882, 
40.41761, -3.67858, 
40.41757, -3.67857, 
40.41752, -3.67855, 
40.41746, -3.67853, 
40.41732, -3.67848, 
40.41724, -3.67845, 
40.41721, -3.67844, 
40.41718, -3.67844, 
40.41710, -3.67841, 
40.41698, -3.67837, 
40.41687, -3.67833, 
40.41670, -3.67827, 
40.41575, -3.67792, 
40.41568, -3.67790, 
40.41561, -3.67787, 
40.41554, -3.67785, 
40.41535, -3.67778, 
40.41526, -3.67775, 
