Server,Tasks Executed,Energy Consumed,Average Energy Consumed,Average Time
iot-0-763,2000,101967512.136900,50983.8,509.837
iot-0-764,2000,101966939.696899,50983.5,509.835
iot-0-765,2000,101968604.976899,50984.3,509.843
iot-0-766,2000,101969645.776899,50984.8,509.848
iot-0-767,2000,101967980.496899,50984,509.84
iot-0-768,2000,101966887.656900,50983.4,509.834
iot-0-769,2000,101969229.456899,50984.6,509.846
iot-0-770,2000,101968552.936900,50984.3,509.843
iot-0-771,2000,101966315.216899,50983.2,509.831
iot-0-772,2000,101967460.096899,50983.7,509.837
iot-0-773,2000,101969021.296899,50984.5,509.845
iot-0-774,2000,101968292.736899,50984.1,509.841
iot-0-775,2000,101967147.856899,50983.6,509.836
iot-0-776,2000,101967668.256899,50983.8,509.838
iot-0-777,2000,101967564.176899,50983.8,509.838
iot-0-778,2000,101968188.656899,50984.1,509.841
iot-0-779,2000,101967356.016899,50983.7,509.837
iot-0-780,2000,101969697.816900,50984.8,509.848
iot-0-781,2000,101968761.198076,50984.4,509.844
iot-0-782,2000,101968084.576899,50984,509.84
iot-0-783,2000,101966627.456899,50983.3,509.833
iot-0-784,2000,101968136.616900,50984.1,509.841
iot-0-785,2000,101968917.216899,50984.5,509.844
iot-0-786,2000,101968865.176900,50984.4,509.844
iot-0-787,2000,101968396.816899,50984.2,509.842
iot-0-788,2000,101968500.896899,50984.3,509.842
iot-0-789,2000,101968032.536900,50984,509.84
iot-0-790,2000,101970114.136900,50985.1,509.85
iot-0-791,2000,101968657.016900,50984.3,509.843
iot-0-792,2000,101967772.336899,50983.9,509.839
iot-0-793,2000,101968448.856900,50984.2,509.842
iot-0-794,2000,101967928.456900,50984,509.84
iot-0-795,2000,101968344.878076,50984.2,509.842
iot-0-796,2000,101968813.136899,50984.4,509.844
iot-0-797,2000,101971467.176900,50985.7,509.857
iot-0-798,2000,101968969.256900,50984.5,509.845
iot-0-799,2000,101969177.416900,50984.6,509.846
iot-0-800,2000,101970010.056900,50985,509.85
iot-0-801,2000,101970166.176899,50985.1,509.851
iot-0-802,2000,101969385.576900,50984.7,509.847
iot-0-803,2000,101970582.496899,50985.3,509.853
iot-0-804,2000,101970062.096899,50985,509.85
iot-0-805,2000,101969489.656900,50984.7,509.847
iot-0-806,2000,101969125.376899,50984.6,509.845
iot-0-807,2000,101969333.536899,50984.7,509.847
iot-0-808,2000,101969749.856899,50984.9,509.849
iot-0-809,2000,101970270.256899,50985.1,509.851
iot-0-810,2000,101969073.336900,50984.5,509.845
iot-0-811,2000,101969958.016899,50985,509.85
iot-0-812,2000,101970322.296900,50985.2,509.851
iot-0-813,2000,101969437.616899,50984.7,509.847
iot-0-814,2000,101970426.376900,50985.2,509.852
iot-0-815,2000,101969281.496900,50984.6,509.846
iot-0-816,2000,101972247.776899,50986.1,509.861
iot-0-817,2000,101971623.296899,50985.8,509.858
iot-0-818,2000,101970530.456900,50985.3,509.853
iot-0-819,2000,101971102.896899,50985.6,509.855
iot-0-820,2000,101969801.896900,50984.9,509.849
iot-0-821,2000,101969593.736900,50984.8,509.848
iot-0-822,2000,101969541.696899,50984.8,509.848
iot-0-823,2000,101971727.376899,50985.9,509.859
iot-0-824,2000,101970218.216900,50985.1,509.851
iot-0-825,2000,101971571.256900,50985.8,509.858
iot-0-826,2000,101970946.776900,50985.5,509.855
iot-0-827,2000,101971206.976899,50985.6,509.856
iot-0-828,2000,101971883.496900,50985.9,509.859
iot-0-829,2000,101969905.976900,50985,509.849
iot-0-830,2000,101970894.736899,50985.4,509.854
iot-0-831,2000,101971050.856900,50985.5,509.855
iot-0-832,2000,101972195.736900,50986.1,509.861
iot-0-833,2000,101971987.576900,50986,509.86
iot-0-834,2000,101971363.096900,50985.7,509.857
iot-0-835,2000,101969853.936899,50984.9,509.849
iot-0-836,2000,101970478.416899,50985.2,509.852
iot-0-837,2000,101970374.336899,50985.2,509.852
iot-0-838,2000,101972768.176899,50986.4,509.864
iot-0-839,2000,101971311.056899,50985.7,509.856
iot-0-840,2000,101972664.096899,50986.3,509.863
iot-0-841,2000,101972976.336899,50986.5,509.865
iot-0-842,2000,101970998.816899,50985.5,509.855
iot-0-843,2000,101970842.696900,50985.4,509.854
iot-0-844,2000,101970738.616900,50985.4,509.854
iot-0-845,2000,101971675.336900,50985.8,509.858
iot-0-846,2000,101972820.216900,50986.4,509.864
iot-0-847,2000,101971519.216899,50985.8,509.857
iot-0-848,2000,101970634.638076,50985.3,509.853
iot-0-849,2000,101971154.936900,50985.6,509.856
iot-0-850,2000,101972560.016899,50986.3,509.863
iot-0-851,2000,101970790.656899,50985.4,509.854
iot-0-852,2000,101973392.656899,50986.7,509.867
iot-0-853,2000,101970686.576899,50985.3,509.853
iot-0-854,2000,101972455.936899,50986.2,509.862
iot-0-855,2000,101972612.056900,50986.3,509.863
iot-0-856,2000,101971259.016900,50985.6,509.856
iot-0-857,2000,101973288.576899,50986.6,509.866
iot-0-858,2000,101971779.416900,50985.9,509.859
iot-0-859,2000,101972299.816900,50986.1,509.861
iot-0-860,2000,101972143.696899,50986.1,509.861
iot-0-861,2000,101972039.616899,50986,509.86
iot-0-862,2000,101973080.416899,50986.5,509.865
iot-0-863,2000,101973132.456900,50986.6,509.866
iot-0-864,2000,101972403.896900,50986.2,509.862
iot-0-865,2000,101972091.656900,50986,509.86
iot-0-866,2000,101972924.296900,50986.5,509.864
iot-0-867,2000,101971831.456899,50985.9,509.859
iot-0-868,2000,101973861.016900,50986.9,509.869
iot-0-869,2000,101973965.096900,50987,509.87
iot-0-870,2000,101971935.536899,50986,509.86
iot-0-871,2000,101973548.776901,50986.8,509.868
iot-0-872,2000,101974173.358077,50987.1,509.871
iot-0-873,2000,101972507.976900,50986.3,509.862
iot-0-874,2000,101973756.936900,50986.9,509.869
iot-0-875,2000,101973236.536900,50986.6,509.866
iot-0-876,2000,101973444.798077,50986.7,509.867
iot-0-877,2000,101973704.896899,50986.9,509.868
iot-0-878,2000,101971415.136899,50985.7,509.857
iot-0-879,2000,101973600.816899,50986.8,509.868
iot-0-880,2000,101974069.176900,50987,509.87
iot-0-881,2000,101973652.856901,50986.8,509.868
iot-0-882,2000,101973496.736899,50986.7,509.867
iot-0-883,2000,101973340.616900,50986.7,509.867
iot-0-884,2000,101972351.856899,50986.2,509.862
iot-0-885,2000,101973184.496899,50986.6,509.866
iot-0-886,2000,101974017.136899,50987,509.87
iot-0-887,2000,101973913.056899,50987,509.869
iot-0-888,2000,101974901.816901,50987.5,509.874
iot-0-889,2000,101974537.536899,50987.3,509.873
iot-0-890,2000,101972716.136900,50986.4,509.863
iot-0-891,2000,101974121.216899,50987.1,509.87
iot-0-892,2000,101974433.456899,50987.2,509.872
iot-0-893,2000,101972872.256899,50986.4,509.864
iot-0-894,2000,101974953.856899,50987.5,509.875
iot-0-895,2000,101975370.176899,50987.7,509.877
iot-0-896,2000,101974225.296899,50987.1,509.871
iot-0-897,2000,101975214.056901,50987.6,509.876
iot-0-898,2000,101976619.136899,50988.3,509.883
iot-0-899,2000,101975057.936899,50987.5,509.875
iot-0-900,2000,101973808.976899,50986.9,509.869
iot-0-901,2000,101974329.376899,50987.2,509.872
iot-0-902,2000,101974745.696899,50987.4,509.874
iot-0-903,2000,101975109.976900,50987.6,509.875
iot-0-904,2000,101974589.576901,50987.3,509.873
iot-0-905,2000,101974641.616899,50987.3,509.873
iot-0-906,2000,101976046.696901,50988,509.88
iot-0-907,2000,101975734.456901,50987.9,509.879
iot-0-908,2000,101974485.496901,50987.2,509.872
iot-0-909,2000,101975318.136900,50987.7,509.876
iot-0-910,2000,101976254.856900,50988.1,509.881
iot-0-911,2000,101974381.416900,50987.2,509.872
iot-0-912,2000,101974693.656901,50987.3,509.873
iot-0-913,2000,101975474.256899,50987.7,509.877
iot-0-914,2000,101975005.896900,50987.5,509.875
iot-0-915,2000,101973028.376900,50986.5,509.865
iot-0-916,2000,101974277.336901,50987.1,509.871
iot-0-917,2000,101975578.336899,50987.8,509.878
iot-0-918,2000,101975422.318077,50987.7,509.877
iot-0-919,2000,101975682.518075,50987.8,509.878
iot-0-920,2000,101976879.336901,50988.4,509.884
iot-0-921,2000,101974797.736901,50987.4,509.874
iot-0-922,2000,101975630.376900,50987.8,509.878
iot-0-923,2000,101975266.096899,50987.6,509.876
iot-0-924,2000,101975162.016899,50987.6,509.876
iot-0-925,2000,101976306.896899,50988.2,509.881
iot-0-926,2000,101975526.296900,50987.8,509.878
iot-0-927,2000,101975942.616901,50988,509.88
iot-0-928,2000,101976150.776900,50988.1,509.881
iot-0-929,2000,101976515.056899,50988.3,509.882
iot-0-930,2000,101975422.216900,50987.7,509.877
iot-0-931,2000,101977035.456899,50988.5,509.885
iot-0-932,2000,101977347.696899,50988.7,509.887
iot-0-933,2000,101976410.976899,50988.2,509.882
iot-0-934,2000,101975838.536900,50987.9,509.879
iot-0-935,2000,101975682.416899,50987.8,509.878
iot-0-936,2000,101974849.776899,50987.4,509.874
iot-0-937,2000,101976098.736899,50988,509.88
iot-0-938,2000,101976931.376899,50988.5,509.885
iot-0-939,2000,101976567.096900,50988.3,509.883
iot-0-940,2000,101975890.576899,50987.9,509.879
iot-0-941,2000,101977243.616899,50988.6,509.886
iot-0-942,2000,101978700.736899,50989.4,509.893
iot-0-943,2000,101976358.936900,50988.2,509.882
iot-0-944,2000,101975994.656899,50988,509.88
iot-0-945,2000,101977295.656901,50988.6,509.886
iot-0-946,2000,101976775.256901,50988.4,509.884
iot-0-947,2000,101976463.016900,50988.2,509.882
iot-0-948,2000,101977868.096899,50988.9,509.889
iot-0-949,2000,101978284.416899,50989.1,509.891
iot-0-950,2000,101976202.816899,50988.1,509.881
iot-0-951,2000,101978492.576899,50989.2,509.892
iot-0-952,2000,101977399.736901,50988.7,509.887
iot-0-953,2000,101976723.216899,50988.4,509.883
iot-0-954,2000,101977920.136901,50989,509.889
iot-0-955,2000,101977087.496901,50988.5,509.885
iot-0-956,2000,101977503.816901,50988.8,509.887
iot-0-957,2000,101977607.896900,50988.8,509.888
iot-0-958,2000,101976671.278077,50988.3,509.883
iot-0-959,2000,101977764.016899,50988.9,509.889
iot-0-960,2000,101975786.496899,50987.9,509.879
iot-0-961,2000,101978232.376901,50989.1,509.891
iot-0-962,2000,101977555.958075,50988.8,509.888
iot-0-963,2000,101976983.416901,50988.5,509.885
iot-0-964,2000,101978128.296901,50989.1,509.891
iot-0-965,2000,101978440.536900,50989.2,509.892
iot-0-966,2000,101977191.576901,50988.6,509.886
iot-0-967,2000,101978076.256899,50989,509.89
iot-0-968,2000,101979117.056899,50989.6,509.895
iot-0-969,2000,101978388.496899,50989.2,509.892
iot-0-970,2000,101977139.536899,50988.6,509.886
iot-0-971,2000,101977972.176899,50989,509.89
iot-0-972,2000,101979377.256900,50989.7,509.897
iot-0-973,2000,101977451.776899,50988.7,509.887
iot-0-974,2000,101976827.296899,50988.4,509.884
iot-0-975,2000,101977711.976901,50988.9,509.888
iot-0-976,2000,101979012.976899,50989.5,509.895
iot-0-977,2000,101979533.478077,50989.8,509.898
iot-0-978,2000,101977659.936899,50988.8,509.888
iot-0-979,2000,101978180.336899,50989.1,509.891
iot-0-980,2000,101978752.776901,50989.4,509.894
iot-0-981,2000,101978648.696901,50989.3,509.893
iot-0-982,2000,101978024.216901,50989,509.89
iot-0-983,2000,101979325.318075,50989.7,509.896
iot-0-984,2000,101977816.056901,50988.9,509.889
iot-0-985,2000,101978596.656899,50989.3,509.893
iot-0-986,2000,101979065.016901,50989.5,509.895
iot-0-987,2000,101977555.856899,50988.8,509.888
iot-0-988,2000,101979221.136899,50989.6,509.896
iot-0-989,2000,101979481.336900,50989.7,509.897
iot-0-990,2000,101979429.296901,50989.7,509.897
iot-0-991,2000,101979533.376901,50989.8,509.898
iot-0-992,2000,101978960.936901,50989.5,509.895
iot-0-993,2000,101979169.096901,50989.6,509.896
iot-0-994,2000,101978908.896899,50989.5,509.894
iot-0-995,2000,101978544.616900,50989.3,509.893
iot-0-996,2000,101978336.456901,50989.2,509.892
iot-0-997,2000,101978856.856900,50989.4,509.894
iot-0-998,2000,101979273.176901,50989.6,509.896
iot-0-999,2000,101978804.816899,50989.4,509.894



Simulation time,11 days,19 hours,17 min,1022 s

Execution time,0 days,0 hours,1 min,53 s

