Server,Tasks Executed,Energy Consumed,Average Energy Consumed,Average Time
iot-0-37,2000,84248817.769202,42124.4,468.048
iot-0-38,2000,84244649.363489,42122.3,468.025
iot-0-39,2000,84280338.416391,42140.2,468.223
iot-0-40,2000,84281181.464819,42140.6,468.228
iot-0-41,2000,84268676.241327,42134.3,468.158
iot-0-42,2000,84257341.924649,42128.7,468.095
iot-0-43,2000,84278277.627105,42139.1,468.211
iot-0-44,2000,84272048.436645,42136,468.177
iot-0-45,2000,84241979.711437,42121,468.01
iot-0-46,2000,84263664.786030,42131.8,468.13
iot-0-47,2000,84262774.902682,42131.4,468.125
iot-0-48,2000,84245445.575438,42122.7,468.029
iot-0-49,2000,84250222.848524,42125.1,468.056
iot-0-50,2000,84265678.735984,42132.8,468.141
iot-0-51,2000,84244321.597609,42122.2,468.023
iot-0-52,2000,84275280.122770,42137.6,468.195
iot-0-53,2000,84255468.482509,42127.7,468.085
iot-0-54,2000,84283054.918670,42141.5,468.238
iot-0-55,2000,84275186.454792,42137.6,468.194
iot-0-56,2000,84274624.416298,42137.3,468.191
iot-0-57,2000,84251440.670878,42125.7,468.062
iot-0-58,2000,84255890.092423,42127.9,468.087
iot-0-59,2000,84265491.393271,42132.7,468.14
iot-0-60,2000,84273640.861163,42136.8,468.186
iot-0-61,2000,84264648.343621,42132.3,468.136
iot-0-62,2000,84263617.951861,42131.8,468.13
iot-0-63,2000,84253033.010349,42126.5,468.071
iot-0-64,2000,84263290.184194,42131.6,468.128
iot-0-65,2000,84258372.317053,42129.2,468.101
iot-0-66,2000,84258184.972266,42129.1,468.1
iot-0-67,2000,84246288.710540,42123.1,468.034
iot-0-68,2000,84281415.648312,42140.7,468.229
iot-0-69,2000,84251955.867816,42126,468.065
iot-0-70,2000,84276732.036795,42138.4,468.203
iot-0-71,2000,84259074.857612,42129.5,468.105
iot-0-72,2000,84273594.025361,42136.8,468.185
iot-0-73,2000,84255608.991056,42127.8,468.086
iot-0-74,2000,84251768.437917,42125.9,468.064
iot-0-75,2000,84271252.224496,42135.6,468.172
iot-0-76,2000,84244836.707844,42122.4,468.026
iot-0-77,2000,84265631.898837,42132.8,468.141
iot-0-78,2000,84267083.985548,42133.5,468.149
iot-0-79,2000,84253173.604309,42126.6,468.072
iot-0-80,2000,84247787.376279,42123.9,468.042
iot-0-81,2000,84263196.426488,42131.6,468.128
iot-0-82,2000,84280432.099292,42140.2,468.223
iot-0-83,2000,84243338.040734,42121.7,468.017
iot-0-84,2000,84249426.808711,42124.7,468.051
iot-0-85,2000,84270596.517394,42135.3,468.169
iot-0-86,2000,84249052.035520,42124.5,468.049
iot-0-87,2000,84257014.070936,42128.5,468.093
iot-0-88,2000,84260245.756602,42130.1,468.111
iot-0-89,2000,84272282.618572,42136.1,468.178
iot-0-90,2000,84274390.239558,42137.2,468.19
iot-0-91,2000,84249660.817650,42124.8,468.052
iot-0-92,2000,84250410.365188,42125.2,468.057
iot-0-93,2000,84253969.730529,42127,468.076
iot-0-94,2000,84257295.088080,42128.6,468.095
iot-0-95,2000,84278371.302965,42139.2,468.212
iot-0-96,2000,84282024.518325,42141,468.232
iot-0-97,2000,84249098.783629,42124.5,468.049
iot-0-98,2000,84248208.901069,42124.1,468.044
iot-0-99,2000,84261791.344829,42130.9,468.12
iot-0-100,2000,84244181.004312,42122.1,468.022
iot-0-101,2000,84283242.253788,42141.6,468.239
iot-0-102,2000,84264835.687179,42132.4,468.137
iot-0-103,2000,84257950.793264,42129,468.099
iot-0-104,2000,84264414.248728,42132.2,468.134
iot-0-105,2000,84250176.013734,42125.1,468.055
iot-0-106,2000,84264976.368312,42132.5,468.138
iot-0-107,2000,84249005.112356,42124.5,468.049
iot-0-108,2000,84249988.755484,42125,468.054
iot-0-109,2000,84250410.193502,42125.2,468.057
iot-0-110,2000,84250082.342239,42125,468.055
iot-0-111,2000,84272797.814105,42136.4,468.181
iot-0-112,2000,84279167.516649,42139.6,468.216
iot-0-113,2000,84248396.415885,42124.2,468.045
iot-0-114,2000,84268254.719800,42134.1,468.156
iot-0-115,2000,84244227.840050,42122.1,468.022
iot-0-116,2000,84272142.106806,42136.1,468.177
iot-0-117,2000,84272516.886378,42136.3,468.179
iot-0-118,2000,84275045.945628,42137.5,468.193
iot-0-119,2000,84257061.079037,42128.5,468.094
iot-0-120,2000,84266802.800836,42133.4,468.148
iot-0-121,2000,84272610.638080,42136.3,468.18
iot-0-122,2000,84276591.533417,42138.3,468.202
iot-0-123,2000,84246569.811225,42123.3,468.035
iot-0-124,2000,84269191.439360,42134.6,468.161
iot-0-125,2000,84261369.822761,42130.7,468.117
iot-0-126,2000,84250176.098768,42125.1,468.055
iot-0-127,2000,84246616.476114,42123.3,468.036
iot-0-128,2000,84251628.186747,42125.8,468.063
iot-0-129,2000,84277294.074966,42138.6,468.206
iot-0-130,2000,84264179.981784,42132.1,468.133
iot-0-131,2000,84283382.781881,42141.7,468.24
iot-0-132,2000,84261229.313511,42130.6,468.117
iot-0-133,2000,84278043.451889,42139,468.21
iot-0-134,2000,84242120.218714,42121.1,468.011
iot-0-135,2000,84243150.611600,42121.6,468.016
iot-0-136,2000,84269097.766873,42134.5,468.16
iot-0-137,2000,84259496.465242,42129.7,468.107
iot-0-138,2000,84243993.659808,42122,468.021
iot-0-139,2000,84246148.116106,42123.1,468.033
iot-0-140,2000,84264320.492060,42132.2,468.134
iot-0-141,2000,84257154.578748,42128.6,468.094
iot-0-142,2000,84244883.544612,42122.4,468.026
iot-0-143,2000,84249567.145369,42124.8,468.052
iot-0-144,2000,84254016.566990,42127,468.077
iot-0-145,2000,84264742.271975,42132.4,468.136
iot-0-146,2000,84251627.930786,42125.8,468.063
iot-0-147,2000,84261276.236272,42130.6,468.117
iot-0-148,2000,84276123.174082,42138.1,468.2
iot-0-149,2000,84273406.767841,42136.7,468.184
iot-0-150,2000,84272376.288865,42136.2,468.179
iot-0-151,2000,84280057.405170,42140,468.221
iot-0-152,2000,84254625.520336,42127.3,468.08
iot-0-153,2000,84277153.566802,42138.6,468.205
iot-0-154,2000,84265819.244040,42132.9,468.142
iot-0-155,2000,84256077.436664,42128,468.088
iot-0-156,2000,84277013.057406,42138.5,468.204
iot-0-157,2000,84250878.554401,42125.4,468.059
iot-0-158,2000,84253782.470997,42126.9,468.075
iot-0-159,2000,84252798.830071,42126.4,468.07
iot-0-160,2000,84284366.421919,42142.2,468.245
iot-0-161,2000,84247459.525688,42123.7,468.04
iot-0-162,2000,84260339.430022,42130.2,468.112
iot-0-163,2000,84269659.800277,42134.8,468.164
iot-0-164,2000,84264648.514856,42132.3,468.136
iot-0-165,2000,84243010.104261,42121.5,468.016
iot-0-166,2000,84272095.273543,42136,468.177
iot-0-167,2000,84258138.136959,42129.1,468.1
iot-0-168,2000,84272423.122859,42136.2,468.179
iot-0-169,2000,84269285.108067,42134.6,468.161
iot-0-170,2000,84251300.077209,42125.7,468.062
iot-0-171,2000,84251815.274780,42125.9,468.064
iot-0-172,2000,84246335.460930,42123.2,468.034
iot-0-173,2000,84244743.035376,42122.4,468.025
iot-0-174,2000,84259309.037097,42129.7,468.106
iot-0-175,2000,84277621.929402,42138.8,468.208
iot-0-176,2000,84282727.052108,42141.4,468.236
iot-0-177,2000,84255515.406031,42127.8,468.085
iot-0-178,2000,84250784.882598,42125.4,468.059
iot-0-179,2000,84258325.479913,42129.2,468.101
iot-0-180,2000,84263852.132635,42131.9,468.131
iot-0-181,2000,84272938.319125,42136.5,468.182
iot-0-182,2000,84274109.219544,42137.1,468.188
iot-0-183,2000,84257669.946785,42128.8,468.097
iot-0-184,2000,84257857.462350,42128.9,468.098
iot-0-185,2000,84247927.885007,42124,468.043
iot-0-186,2000,84250035.592063,42125,468.055
iot-0-187,2000,84275233.372044,42137.6,468.195
iot-0-188,2000,84259777.395908,42129.9,468.109
iot-0-189,2000,84282258.700465,42141.1,468.234
iot-0-190,2000,84266100.261581,42133.1,468.144
iot-0-191,2000,84251112.734823,42125.6,468.061
iot-0-192,2000,84258700.168119,42129.4,468.103
iot-0-193,2000,84267645.849667,42133.8,468.152
iot-0-194,2000,84268582.570028,42134.3,468.158
iot-0-195,2000,84261416.657227,42130.7,468.118
iot-0-196,2000,84270783.862565,42135.4,468.17
iot-0-197,2000,84247272.180466,42123.6,468.039
iot-0-198,2000,84264039.476443,42132,468.132
iot-0-199,2000,84278699.245088,42139.3,468.214
iot-0-200,2000,84247600.033098,42123.8,468.041
iot-0-201,2000,84278652.321336,42139.3,468.214
iot-0-202,2000,84269566.128867,42134.8,468.163
iot-0-203,2000,84272188.945471,42136.1,468.178
iot-0-204,2000,84256264.694741,42128.1,468.089
iot-0-205,2000,84253314.112144,42126.7,468.073
iot-0-206,2000,84247412.688310,42123.7,468.04
iot-0-207,2000,84246101.451472,42123.1,468.033
iot-0-208,2000,84261744.509095,42130.9,468.12
iot-0-209,2000,84251159.654439,42125.6,468.061
iot-0-210,2000,84276778.878404,42138.4,468.203
iot-0-211,2000,84254859.614990,42127.4,468.081
iot-0-212,2000,84283148.600101,42141.6,468.239
iot-0-213,2000,84281134.651392,42140.6,468.227
iot-0-214,2000,84247693.704113,42123.8,468.042
iot-0-215,2000,84251674.766699,42125.8,468.064
iot-0-216,2000,84275092.781815,42137.5,468.194
iot-0-217,2000,84253735.550771,42126.9,468.075
iot-0-218,2000,84259215.452856,42129.6,468.106
iot-0-219,2000,84254578.599096,42127.3,468.08
iot-0-220,2000,84284553.671007,42142.3,468.246
iot-0-221,2000,84275467.464945,42137.7,468.196
iot-0-222,2000,84260760.954172,42130.4,468.114
iot-0-223,2000,84261885.018051,42130.9,468.12
iot-0-224,2000,84250738.046495,42125.4,468.058
iot-0-225,2000,84273640.948129,42136.8,468.186
iot-0-226,2000,84283476.434828,42141.7,468.24
iot-0-227,2000,84251534.428769,42125.8,468.063
iot-0-228,2000,84247084.836681,42123.5,468.038
iot-0-229,2000,84244977.215676,42122.5,468.026
iot-0-230,2000,84282680.229409,42141.3,468.236
iot-0-231,2000,84254250.746421,42127.1,468.078
iot-0-232,2000,84256826.726990,42128.4,468.092
iot-0-233,2000,84268535.733858,42134.3,468.157
iot-0-234,2000,84270924.371298,42135.5,468.171
iot-0-235,2000,84271205.388333,42135.6,468.172
iot-0-236,2000,84282867.566052,42141.4,468.237
iot-0-237,2000,84278980.173603,42139.5,468.215
iot-0-238,2000,84278605.483758,42139.3,468.213
iot-0-239,2000,84283195.418408,42141.6,468.239
iot-0-240,2000,84243525.299271,42121.8,468.018
iot-0-241,2000,84251440.586052,42125.7,468.062
iot-0-242,2000,84262587.558572,42131.3,468.124
iot-0-243,2000,84241511.352302,42120.8,468.007
iot-0-244,2000,84248068.391817,42124,468.044
iot-0-245,2000,84258044.464882,42129,468.099
iot-0-246,2000,84274202.894025,42137.1,468.189
iot-0-247,2000,84277200.402771,42138.6,468.205
iot-0-248,2000,84272516.796668,42136.3,468.179
iot-0-249,2000,84245960.772649,42123,468.032
iot-0-250,2000,84264460.999512,42132.2,468.135
iot-0-251,2000,84281368.825573,42140.7,468.229
iot-0-252,2000,84283101.828714,42141.6,468.238
iot-0-253,2000,84280151.076701,42140.1,468.222
iot-0-254,2000,84282118.186011,42141.1,468.233
iot-0-255,2000,84269331.947028,42134.7,468.162
iot-0-256,2000,84246897.492334,42123.4,468.037
iot-0-257,2000,84246101.366223,42123.1,468.033
iot-0-258,2000,84277715.598797,42138.9,468.208
iot-0-259,2000,84242682.251113,42121.3,468.014
iot-0-260,2000,84267364.834588,42133.7,468.151
iot-0-261,2000,84260386.265122,42130.2,468.112
iot-0-262,2000,84257576.189522,42128.8,468.096
iot-0-263,2000,84244040.495449,42122,468.021
iot-0-264,2000,84243712.644586,42121.9,468.019
iot-0-265,2000,84280900.449255,42140.5,468.226
iot-0-266,2000,84247506.360546,42123.8,468.041
iot-0-267,2000,84251393.750889,42125.7,468.062
iot-0-268,2000,84276638.368428,42138.3,468.202
iot-0-269,2000,84253079.846422,42126.5,468.071
iot-0-270,2000,84252189.961770,42126.1,468.067
iot-0-271,2000,84262728.066624,42131.4,468.125
iot-0-272,2000,84282961.244935,42141.5,468.237
iot-0-273,2000,84264133.146474,42132.1,468.133
iot-0-274,2000,84265866.080585,42132.9,468.143
iot-0-275,2000,84253220.354666,42126.6,468.072
iot-0-276,2000,84262915.413219,42131.5,468.126
iot-0-277,2000,84250316.522156,42125.2,468.056
iot-0-278,2000,84259683.725258,42129.8,468.108
iot-0-279,2000,84266943.308380,42133.5,468.148
iot-0-280,2000,84273921.877656,42137,468.187
iot-0-281,2000,84278980.261439,42139.5,468.215
iot-0-282,2000,84245070.887637,42122.5,468.027
iot-0-283,2000,84256077.352367,42128,468.088
iot-0-284,2000,84273875.044329,42136.9,468.187
iot-0-285,2000,84255515.318801,42127.8,468.085
iot-0-286,2000,84252470.978419,42126.2,468.068
iot-0-287,2000,84278137.120828,42139.1,468.211
iot-0-288,2000,84257388.758621,42128.7,468.095
iot-0-289,2000,84281509.321958,42140.8,468.229
iot-0-290,2000,84276216.929209,42138.1,468.2
iot-0-291,2000,84271673.746648,42135.8,468.175
iot-0-292,2000,84267271.160713,42133.6,468.15
iot-0-293,2000,84261088.807104,42130.5,468.116
iot-0-294,2000,84250972.225918,42125.5,468.06
iot-0-295,2000,84244508.941609,42122.3,468.024
iot-0-296,2000,84254110.323998,42127.1,468.077
iot-0-297,2000,84275748.483228,42137.9,468.197
iot-0-298,2000,84266006.589633,42133,468.143
iot-0-299,2000,84283195.498848,42141.6,468.239
iot-0-300,2000,84279448.530748,42139.7,468.218
iot-0-301,2000,84242260.727808,42121.1,468.011
iot-0-302,2000,84284459.990169,42142.2,468.246
iot-0-303,2000,84253922.896503,42127,468.076
iot-0-304,2000,84244134.253247,42122.1,468.022
iot-0-305,2000,84274249.731835,42137.1,468.189
iot-0-306,2000,84270081.410120,42135,468.166
iot-0-307,2000,84280760.030744,42140.4,468.225
iot-0-308,2000,84258419.151346,42129.2,468.101
iot-0-309,2000,84283757.465082,42141.9,468.242
iot-0-310,2000,84273687.698369,42136.8,468.186
iot-0-311,2000,84279682.799379,42139.8,468.219
iot-0-312,2000,84251534.258383,42125.8,468.063
iot-0-313,2000,84273828.209048,42136.9,468.187
iot-0-314,2000,84279776.561842,42139.9,468.22
iot-0-315,2000,84254953.287738,42127.5,468.082
iot-0-316,2000,84279027.003876,42139.5,468.216
iot-0-317,2000,84271720.583275,42135.9,468.175
iot-0-318,2000,84279589.038893,42139.8,468.219
iot-0-319,2000,84243806.315367,42121.9,468.02
iot-0-320,2000,84277434.586258,42138.7,468.207
iot-0-321,2000,84242729.088148,42121.4,468.014
iot-0-322,2000,84279354.857886,42139.7,468.217
iot-0-323,2000,84269613.046960,42134.8,468.163
iot-0-324,2000,84248302.657074,42124.2,468.045
iot-0-325,2000,84257716.696237,42128.9,468.097
iot-0-326,2000,84271018.042121,42135.5,468.171
iot-0-327,2000,84245351.904475,42122.7,468.029
iot-0-328,2000,84255983.678102,42128,468.088
iot-0-329,2000,84244789.957955,42122.4,468.025
iot-0-330,2000,84278886.498659,42139.4,468.215
iot-0-331,2000,84251253.241778,42125.6,468.061
iot-0-332,2000,84254438.090819,42127.2,468.079
iot-0-333,2000,84260386.351264,42130.2,468.112
iot-0-334,2000,84251206.406413,42125.6,468.061
iot-0-335,2000,84263477.444663,42131.7,468.129
iot-0-336,2000,84247553.196789,42123.8,468.041
iot-0-337,2000,84247319.017575,42123.7,468.039
iot-0-338,2000,84246803.820877,42123.4,468.037
iot-0-339,2000,84283429.601212,42141.7,468.24
iot-0-340,2000,84282914.425739,42141.5,468.237
iot-0-341,2000,84273734.536162,42136.9,468.186
iot-0-342,2000,84257810.283301,42128.9,468.098
iot-0-343,2000,84271392.733631,42135.7,468.173
iot-0-344,2000,84279308.021716,42139.7,468.217
iot-0-345,2000,84284272.670787,42142.1,468.245
iot-0-346,2000,84256124.189392,42128.1,468.088
iot-0-347,2000,84280994.118151,42140.5,468.227
iot-0-348,2000,84267973.700023,42134,468.154
iot-0-349,2000,84282352.372062,42141.2,468.234
iot-0-350,2000,84281930.845973,42141,468.232
iot-0-351,2000,84250269.685016,42125.1,468.056
iot-0-352,2000,84265959.751012,42133,468.143
iot-0-353,2000,84266240.769667,42133.1,468.145
iot-0-354,2000,84255046.961292,42127.5,468.082
iot-0-355,2000,84271111.714791,42135.6,468.172
iot-0-356,2000,84246569.641317,42123.3,468.035
iot-0-357,2000,84280572.605548,42140.3,468.224
iot-0-358,2000,84262634.395202,42131.3,468.125
iot-0-359,2000,84261510.416349,42130.8,468.118
iot-0-360,2000,84265023.031866,42132.5,468.138
iot-0-361,2000,84281040.964474,42140.5,468.227
iot-0-362,2000,84263805.295808,42131.9,468.131
iot-0-363,2000,84264226.820319,42132.1,468.133
iot-0-364,2000,84270174.994659,42135.1,468.166
iot-0-365,2000,84272891.485872,42136.4,468.181
iot-0-366,2000,84268582.656841,42134.3,468.158
iot-0-367,2000,84256779.889824,42128.4,468.092
iot-0-368,2000,84264086.312996,42132,468.133
iot-0-369,2000,84255843.341192,42127.9,468.087
iot-0-370,2000,84259871.066863,42129.9,468.109
iot-0-371,2000,84268114.211853,42134.1,468.155
iot-0-372,2000,84246382.295813,42123.2,468.034
iot-0-373,2000,84258840.676967,42129.4,468.104
iot-0-374,2000,84249192.456466,42124.6,468.05
iot-0-375,2000,84249379.886840,42124.7,468.051
iot-0-376,2000,84248677.261017,42124.3,468.047
iot-0-377,2000,84266147.097544,42133.1,468.144
iot-0-378,2000,84275888.990154,42137.9,468.198
iot-0-379,2000,84280853.611162,42140.4,468.226
iot-0-380,2000,84283335.931505,42141.7,468.24
iot-0-381,2000,84254297.582019,42127.1,468.078
iot-0-382,2000,84261041.968377,42130.5,468.116
iot-0-383,2000,84273781.372975,42136.9,468.186
iot-0-384,2000,84242822.759311,42121.4,468.014
iot-0-385,2000,84266521.783818,42133.3,468.146
iot-0-386,2000,84250691.210051,42125.3,468.058
iot-0-387,2000,84275982.664850,42138,468.199
iot-0-388,2000,84267224.325096,42133.6,468.15
iot-0-389,2000,84281602.992919,42140.8,468.23
iot-0-390,2000,84277809.268611,42138.9,468.209
iot-0-391,2000,84270596.607169,42135.3,468.169
iot-0-392,2000,84274999.109869,42137.5,468.193
iot-0-393,2000,84262353.378204,42131.2,468.123
iot-0-394,2000,84253360.947220,42126.7,468.073
iot-0-395,2000,84247225.344137,42123.6,468.039
iot-0-396,2000,84253501.457436,42126.8,468.074
iot-0-397,2000,84242541.743327,42121.3,468.013
iot-0-398,2000,84260105.248745,42130.1,468.111
iot-0-399,2000,84250644.373822,42125.3,468.058
iot-0-400,2000,84256920.486086,42128.5,468.093
iot-0-401,2000,84252751.993887,42126.4,468.07
iot-0-402,2000,84262353.548158,42131.2,468.123
iot-0-403,2000,84266428.196456,42133.2,468.146
iot-0-404,2000,84266428.370651,42133.2,468.146
iot-0-405,2000,84271767.506260,42135.9,468.175
iot-0-406,2000,84267833.192742,42133.9,468.153
iot-0-407,2000,84273547.189608,42136.8,468.185
iot-0-408,2000,84273313.178411,42136.7,468.184
iot-0-409,2000,84241605.023690,42120.8,468.008
iot-0-410,2000,84255655.912423,42127.8,468.086
iot-0-411,2000,84260854.626220,42130.4,468.115
iot-0-412,2000,84269987.649668,42135,468.165
iot-0-413,2000,84256311.530194,42128.2,468.089
iot-0-414,2000,84270690.189808,42135.3,468.169
iot-0-415,2000,84274437.073834,42137.2,468.19
iot-0-416,2000,84281977.678844,42141,468.232
iot-0-417,2000,84261322.984543,42130.7,468.117
iot-0-418,2000,84274858.600519,42137.4,468.192
iot-0-419,2000,84268863.587684,42134.4,468.159
iot-0-420,2000,84267037.067534,42133.5,468.149
iot-0-421,2000,84260480.107181,42130.2,468.113
iot-0-422,2000,84283804.295631,42141.9,468.242
iot-0-423,2000,84275326.960717,42137.7,468.195
iot-0-424,2000,84261838.182971,42130.9,468.12
iot-0-425,2000,84239731.583755,42119.9,467.997
iot-0-426,2000,84255281.139994,42127.6,468.084
iot-0-427,2000,84281884.005274,42140.9,468.231
iot-0-428,2000,84271814.254723,42135.9,468.176
iot-0-429,2000,84284132.148044,42142.1,468.244
iot-0-430,2000,84283851.150145,42141.9,468.242
iot-0-431,2000,84274577.580306,42137.3,468.191
iot-0-432,2000,84278418.139687,42139.2,468.212
iot-0-433,2000,84248021.556341,42124,468.043
iot-0-434,2000,84250550.787673,42125.3,468.057
iot-0-435,2000,84257435.597303,42128.7,468.096
iot-0-436,2000,84245726.592662,42122.9,468.031
iot-0-437,2000,84255421.646678,42127.7,468.084
iot-0-438,2000,84241370.843430,42120.7,468.006
iot-0-439,2000,84254906.450951,42127.5,468.082
iot-0-440,2000,84265772.408314,42132.9,468.142
iot-0-441,2000,84259917.903539,42130,468.109
iot-0-442,2000,84266990.144306,42133.5,468.149
iot-0-443,2000,84259590.051918,42129.8,468.108
iot-0-444,2000,84249333.050901,42124.7,468.051
iot-0-445,2000,84277575.089479,42138.8,468.208
iot-0-446,2000,84283008.072725,42141.5,468.238
iot-0-447,2000,84277668.760342,42138.8,468.208
iot-0-448,2000,84262400.214434,42131.2,468.123
iot-0-449,2000,84260667.280969,42130.3,468.114
iot-0-450,2000,84270690.362785,42135.3,468.169
iot-0-451,2000,84258934.347439,42129.5,468.104
iot-0-452,2000,84267599.097643,42133.8,468.152
iot-0-453,2000,84262681.231374,42131.3,468.125
iot-0-454,2000,84245164.560309,42122.6,468.028
iot-0-455,2000,84282633.502583,42141.3,468.236
iot-0-456,2000,84249473.473194,42124.7,468.051
iot-0-457,2000,84274483.910085,42137.2,468.19
iot-0-458,2000,84276872.544135,42138.4,468.204
iot-0-459,2000,84254953.372464,42127.5,468.082
iot-0-460,2000,84255140.631896,42127.6,468.083
iot-0-461,2000,84247834.383920,42123.9,468.042
iot-0-462,2000,84256358.367161,42128.2,468.09
iot-0-463,2000,84263383.941102,42131.7,468.129
iot-0-464,2000,84248958.276155,42124.5,468.049
iot-0-465,2000,84260901.463077,42130.5,468.115
iot-0-466,2000,84250503.866446,42125.3,468.057
iot-0-467,2000,84253829.222567,42126.9,468.076
iot-0-468,2000,84248115.228872,42124.1,468.044
iot-0-469,2000,84276779.048512,42138.4,468.203
iot-0-470,2000,84280104.240824,42140.1,468.222
iot-0-471,2000,84276497.860546,42138.2,468.202
iot-0-472,2000,84278745.990070,42139.4,468.214
iot-0-473,2000,84266849.637537,42133.4,468.148
iot-0-474,2000,84250925.388873,42125.5,468.059
iot-0-475,2000,84264507.835663,42132.3,468.135
iot-0-476,2000,84253688.714473,42126.8,468.075
iot-0-477,2000,84266334.611920,42133.2,468.145
iot-0-478,2000,84268723.078828,42134.4,468.158
iot-0-479,2000,84252143.126132,42126.1,468.066
iot-0-480,2000,84254203.910047,42127.1,468.078
iot-0-481,2000,84246429.218680,42123.2,468.034
iot-0-482,2000,84259824.232478,42129.9,468.109
iot-0-483,2000,84267552.178856,42133.8,468.152
iot-0-484,2000,84284506.848950,42142.3,468.246
iot-0-485,2000,84280151.164283,42140.1,468.222
iot-0-486,2000,84266521.956978,42133.3,468.146
iot-0-487,2000,84263898.966842,42131.9,468.132
iot-0-488,2000,84282165.038675,42141.1,468.233
iot-0-489,2000,84280478.922228,42140.2,468.224
iot-0-490,2000,84260620.531835,42130.3,468.113
iot-0-491,2000,84247740.625817,42123.9,468.042
iot-0-492,2000,84259075.112683,42129.5,468.105
iot-0-493,2000,84268816.750637,42134.4,468.159
iot-0-494,2000,84280525.758495,42140.3,468.224
iot-0-495,2000,84283570.114331,42141.8,468.241
iot-0-496,2000,84269144.604184,42134.6,468.161
iot-0-497,2000,84252517.984153,42126.3,468.068
iot-0-498,2000,84265350.885136,42132.7,468.14
iot-0-499,2000,84280244.746023,42140.1,468.222
iot-0-500,2000,84274952.274999,42137.5,468.193
iot-0-501,2000,84276357.351446,42138.2,468.201
iot-0-502,2000,84266193.933805,42133.1,468.144
iot-0-503,2000,84263711.623077,42131.9,468.131
iot-0-504,2000,84248911.440467,42124.5,468.048
iot-0-505,2000,84254063.402683,42127,468.077
iot-0-506,2000,84267411.668856,42133.7,468.151
iot-0-507,2000,84279823.396176,42139.9,468.22
iot-0-508,2000,84274905.436571,42137.5,468.193
iot-0-509,2000,84252283.719553,42126.1,468.067
iot-0-510,2000,84261135.641251,42130.6,468.116
iot-0-511,2000,84246195.122369,42123.1,468.033
iot-0-512,2000,84249239.291723,42124.6,468.05
iot-0-513,2000,84254063.489561,42127,468.077
iot-0-514,2000,84277059.895519,42138.5,468.205
iot-0-515,2000,84282305.619240,42141.2,468.234
iot-0-516,2000,84244087.332158,42122,468.022
iot-0-517,2000,84256217.859421,42128.1,468.089
iot-0-518,2000,84276263.682790,42138.1,468.2
iot-0-519,2000,84249894.997888,42124.9,468.054
iot-0-520,2000,84259964.740438,42130,468.11
iot-0-521,2000,84249520.308897,42124.8,468.052
iot-0-522,2000,84282071.352350,42141,468.233
iot-0-523,2000,84253267.190714,42126.6,468.072
iot-0-524,2000,84268488.899297,42134.2,468.157
iot-0-525,2000,84263992.638139,42132,468.132
