Server,Tasks Executed,Energy Consumed,Average Energy Consumed,Average Time Execution, Waiting Time
iot-0-117,10,2415.84,241.58,345.04
iot-0-118,10,2394.73,239.47,342.03
iot-0-119,10,2375.20,237.52,339.24
iot-0-120,10,2385.54,238.55,340.71
iot-0-121,10,2429.92,242.99,347.05
iot-0-122,10,2351.36,235.14,335.83
iot-0-123,10,2348.49,234.85,335.42
iot-0-124,10,2397.46,239.75,342.42
iot-0-125,10,2419.15,241.91,345.51
iot-0-126,10,2459.50,245.95,351.28
iot-0-127,10,2421.01,242.10,345.78
iot-0-128,10,2341.56,234.16,334.43
iot-0-129,10,2447.15,244.72,349.52
iot-0-130,10,2321.90,232.19,331.62
iot-0-131,10,2377.07,237.71,339.50
iot-0-132,10,2450.17,245.02,349.95
iot-0-133,10,2444.42,244.44,349.13
iot-0-134,10,2370.75,237.07,338.60
iot-0-135,10,2398.61,239.86,342.58
iot-0-136,10,2457.21,245.72,350.95
iot-0-137,10,2371.04,237.10,338.64
iot-0-138,10,2447.58,244.76,349.58
iot-0-139,10,2377.64,237.76,339.59
iot-0-140,10,2340.63,234.06,334.30
iot-0-141,10,2370.60,237.06,338.58
iot-0-142,10,2368.31,236.83,338.25
iot-0-143,10,2393.01,239.30,341.78
iot-0-144,10,2438.39,243.84,348.26
iot-0-145,10,2463.24,246.32,351.81
iot-0-146,10,2462.09,246.21,351.65
iot-0-147,10,2334.32,233.43,333.40
iot-0-148,10,2338.31,233.83,333.97
iot-0-149,10,2400.33,240.03,342.83
iot-0-150,10,2318.96,231.90,331.20
iot-0-151,10,2375.77,237.58,339.32
iot-0-152,10,2328.49,232.85,332.56
iot-0-153,10,2424.75,242.47,346.31
iot-0-154,10,2404.07,240.41,343.36
iot-0-155,10,2358.25,235.83,336.82
iot-0-156,10,2317.50,231.75,330.99
iot-0-157,10,2321.52,232.15,331.57
iot-0-158,10,2402.77,240.28,343.18
iot-0-159,10,2454.19,245.42,350.52
iot-0-160,10,2405.65,240.56,343.59
iot-0-161,10,2390.14,239.01,341.37
iot-0-162,10,2396.46,239.65,342.27
iot-0-163,10,2397.32,239.73,342.40
iot-0-164,10,2445.29,244.53,349.25
iot-0-165,10,2429.34,242.93,346.97
iot-0-166,10,2393.44,239.34,341.84
iot-0-167,10,2438.54,243.85,348.28
iot-0-168,10,2437.24,243.72,348.10
iot-0-169,10,2410.67,241.07,344.30
iot-0-170,10,2369.17,236.92,338.38
iot-0-171,10,2386.69,238.67,340.88
iot-0-172,10,2433.94,243.39,347.63
iot-0-173,10,2437.53,243.75,348.14
iot-0-174,10,2327.55,232.76,332.43
iot-0-175,10,2392.15,239.21,341.66
iot-0-176,10,2409.09,240.91,344.08
iot-0-177,10,2343.97,234.40,334.78
iot-0-178,10,2340.17,234.02,334.23
iot-0-179,10,2401.34,240.13,342.97
iot-0-180,10,2443.56,244.36,349.00
iot-0-181,10,2422.88,242.29,346.05
iot-0-182,10,2443.71,244.37,349.02
iot-0-183,10,2430.92,243.09,347.20
iot-0-184,10,2420.44,242.04,345.70
iot-0-185,10,2439.40,243.94,348.41
iot-0-186,10,2343.54,234.35,334.71
iot-0-187,10,2395.31,239.53,342.11
iot-0-188,10,2453.90,245.39,350.48
iot-0-189,10,2429.63,242.96,347.01
iot-0-190,10,2377.79,237.78,339.61
iot-0-191,10,2332.32,233.23,333.11
iot-0-192,10,2413.69,241.37,344.74
iot-0-193,10,2348.14,234.81,335.37
iot-0-194,10,2323.63,232.36,331.87
iot-0-195,10,2436.96,243.70,348.06
iot-0-196,10,2356.67,235.67,336.59
iot-0-197,10,2324.20,232.42,331.95
iot-0-198,10,2414.69,241.47,344.88
iot-0-199,10,2381.95,238.20,340.20
iot-0-200,10,2409.81,240.98,344.18
iot-0-201,10,2367.30,236.73,338.11
iot-0-202,10,2374.77,237.48,339.18
iot-0-203,10,2333.07,233.31,333.22
iot-0-204,10,2383.24,238.32,340.39
iot-0-205,10,2439.97,244.00,348.49
iot-0-206,10,2428.19,242.82,346.81
iot-0-207,10,2353.23,235.32,336.10
iot-0-208,10,2406.80,240.68,343.75
iot-0-209,10,2440.26,244.03,348.53
iot-0-210,10,2346.70,234.67,335.16
iot-0-211,10,2387.69,238.77,341.02
iot-0-212,10,2426.33,242.63,346.54
iot-0-213,10,2462.38,246.24,351.69
iot-0-214,10,2384.82,238.48,340.61
iot-0-215,10,2388.56,238.86,341.15
iot-0-216,10,2425.32,242.53,346.40
iot-0-217,10,2387.55,238.76,341.00
iot-0-218,10,2445.00,244.50,349.21
iot-0-219,10,2330.72,233.07,332.88
iot-0-220,10,2418.72,241.87,345.45
iot-0-221,10,2437.82,243.78,348.18
iot-0-222,10,2315.72,231.57,330.74
iot-0-223,10,2396.17,239.62,342.23
iot-0-224,10,2344.11,234.41,334.80
iot-0-225,10,2414.55,241.46,344.86
iot-0-226,10,2401.48,240.15,342.99
iot-0-227,10,2449.61,244.96,349.87
iot-0-228,10,2359.26,235.93,336.96
iot-0-229,10,2442.99,244.30,348.92
iot-0-230,10,2412.25,241.23,344.53
iot-0-231,10,2354.66,235.47,336.30
iot-0-232,10,2445.86,244.59,349.33
iot-0-233,10,2429.06,242.91,346.93
iot-0-234,10,2412.11,241.21,344.51
iot-0-235,10,2456.20,245.62,350.81
iot-0-236,10,2418.57,241.86,345.43
iot-0-237,10,2418.29,241.83,345.39
iot-0-238,10,2332.14,233.21,333.08
iot-0-239,10,2413.12,241.31,344.65
iot-0-240,10,2367.88,236.79,338.19
iot-0-241,10,2347.70,234.77,335.31
iot-0-242,10,2415.13,241.51,344.94
iot-0-243,10,2401.19,240.12,342.95
iot-0-244,10,2394.44,239.44,341.99
iot-0-245,10,2443.27,244.33,348.96
iot-0-246,10,2344.98,234.50,334.92
iot-0-247,10,2401.91,240.19,343.05
iot-0-248,10,2390.57,239.06,341.43
iot-0-249,10,2463.52,246.35,351.85
iot-0-250,10,2347.99,234.80,335.35
iot-0-251,10,2391.14,239.11,341.51
iot-0-252,10,2349.92,234.99,335.63
iot-0-253,10,2422.31,242.23,345.97
iot-0-254,10,2384.54,238.45,340.57
iot-0-255,10,2456.77,245.68,350.89
iot-0-256,10,2383.10,238.31,340.37
iot-0-257,10,2412.83,241.28,344.61
iot-0-258,10,2443.99,244.40,349.06
iot-0-259,10,2418.00,241.80,345.35
iot-0-260,10,2423.02,242.30,346.07
iot-0-261,10,2387.12,238.71,340.94
iot-0-262,10,2389.27,238.93,341.25
iot-0-263,10,2324.95,232.50,332.06
iot-0-264,10,2323.06,232.31,331.79
iot-0-265,10,2394.88,239.49,342.05
iot-0-266,10,2364.29,236.43,337.68
iot-0-267,10,2431.79,243.18,347.32
iot-0-268,10,2318.16,231.82,331.09
iot-0-269,10,2364.43,236.44,337.70
iot-0-270,10,2354.23,235.42,336.24
iot-0-271,10,2328.68,232.87,332.59
iot-0-272,10,2389.56,238.96,341.29
iot-0-273,10,2328.11,232.81,332.51
iot-0-274,10,2413.98,241.40,344.78
iot-0-275,10,2315.92,231.59,330.77
iot-0-276,10,2365.15,236.51,337.80
iot-0-277,10,2368.45,236.85,338.27
iot-0-278,10,2451.75,245.17,350.17
iot-0-279,10,2346.12,234.61,335.08
iot-0-280,10,2359.83,235.98,337.04
iot-0-281,10,2339.31,233.93,334.11
iot-0-282,10,2355.09,235.51,336.36
iot-0-283,10,2375.06,237.51,339.22
iot-0-284,10,2447.73,244.77,349.60
iot-0-285,10,2429.77,242.98,347.03
iot-0-286,10,2433.51,243.35,347.57
iot-0-287,10,2379.51,237.95,339.85
iot-0-288,10,2453.20,245.32,350.38
iot-0-289,10,2395.88,239.59,342.19
iot-0-290,10,2331.01,233.10,332.92
iot-0-291,10,2326.63,232.66,332.30
iot-0-292,10,2374.21,237.42,339.10
iot-0-293,10,2452.75,245.28,350.32
iot-0-294,10,2355.38,235.54,336.41
iot-0-295,10,2416.85,241.68,345.19
iot-0-296,10,2376.35,237.63,339.40
iot-0-297,10,2396.89,239.69,342.33
iot-0-298,10,2458.35,245.84,351.12
iot-0-299,10,2426.04,242.60,346.50
iot-0-300,10,2370.46,237.05,338.56
iot-0-301,10,2362.13,236.21,337.37
iot-0-302,10,2366.58,236.66,338.01
iot-0-303,10,2370.03,237.00,338.50
iot-0-304,10,2406.51,240.65,343.71
iot-0-305,10,2446.59,244.66,349.44
iot-0-306,10,2358.40,235.84,336.84
iot-0-307,10,2349.78,234.98,335.61
iot-0-308,10,2358.54,235.85,336.86
iot-0-309,10,2463.81,246.38,351.90
iot-0-310,10,2379.94,237.99,339.91
iot-0-311,10,2425.18,242.52,346.38
iot-0-312,10,2349.49,234.95,335.56
iot-0-313,10,2351.93,235.19,335.91
iot-0-314,10,2322.87,232.29,331.76
iot-0-315,10,2417.28,241.73,345.25
iot-0-316,10,2369.02,236.90,338.35
iot-0-317,10,2361.84,236.18,337.33
iot-0-318,10,2421.30,242.13,345.82
iot-0-319,10,2388.84,238.88,341.19
iot-0-320,10,2386.26,238.63,340.82
iot-0-321,10,2338.45,233.84,333.99
iot-0-322,10,2423.46,242.35,346.13
iot-0-323,10,2361.13,236.11,337.23
iot-0-324,10,2444.71,244.47,349.17
iot-0-325,10,2448.16,244.82,349.66
iot-0-326,10,2438.68,243.87,348.31
iot-0-327,10,2453.33,245.33,350.40
iot-0-328,10,2327.19,232.72,332.38
iot-0-329,10,2390.71,239.07,341.45
iot-0-330,10,2384.97,238.50,340.63
iot-0-331,10,2448.73,244.87,349.74
iot-0-332,10,2383.96,238.40,340.49
iot-0-333,10,2438.82,243.88,348.32
iot-0-334,10,2338.74,233.87,334.03
iot-0-335,10,2362.99,236.30,337.49
iot-0-336,10,2434.66,243.47,347.73
iot-0-337,10,2324.39,232.44,331.98
iot-0-338,10,2344.40,234.44,334.84
iot-0-339,10,2319.16,231.92,331.23
iot-0-340,10,2345.84,234.58,335.04
iot-0-341,10,2434.51,243.45,347.71
iot-0-342,10,2395.02,239.50,342.07
iot-0-343,10,2348.92,234.89,335.48
iot-0-344,10,2392.87,239.29,341.76
iot-0-345,10,2399.47,239.95,342.70
iot-0-346,10,2452.32,245.23,350.25
iot-0-347,10,2405.79,240.58,343.61
iot-0-348,10,2415.56,241.56,345.00
iot-0-349,10,2404.79,240.48,343.46
iot-0-350,10,2396.74,239.67,342.31
iot-0-351,10,2387.26,238.73,340.96
iot-0-352,10,2439.83,243.98,348.47
iot-0-353,10,2453.76,245.38,350.46
iot-0-354,10,2345.98,234.60,335.06
iot-0-355,10,2353.94,235.39,336.20
iot-0-356,10,2441.57,244.16,348.72
iot-0-357,10,2379.65,237.97,339.87
iot-0-358,10,2322.49,232.25,331.71
iot-0-359,10,2408.38,240.84,343.98
iot-0-360,10,2459.22,245.92,351.24
iot-0-361,10,2381.38,238.14,340.12
iot-0-362,10,2435.66,243.57,347.87
iot-0-363,10,2316.33,231.63,330.83
iot-0-364,10,2334.60,233.46,333.44
iot-0-365,10,2334.46,233.45,333.42
iot-0-366,10,2347.85,234.78,335.33
iot-0-367,10,2360.12,236.01,337.08
iot-0-368,10,2321.32,232.13,331.54
iot-0-369,10,2360.85,236.09,337.19
iot-0-370,10,2455.91,245.59,350.77
iot-0-371,10,2358.68,235.87,336.88
iot-0-372,10,2434.94,243.49,347.77
iot-0-373,10,2349.64,234.96,335.58
iot-0-374,10,2392.58,239.26,341.72
iot-0-375,10,2323.82,232.38,331.90
iot-0-376,10,2391.72,239.17,341.60
iot-0-377,10,2316.74,231.67,330.89
iot-0-378,10,2376.49,237.65,339.42
iot-0-379,10,2324.77,232.48,332.03
iot-0-380,10,2377.50,237.75,339.57
iot-0-381,10,2346.27,234.63,335.10
iot-0-382,10,2359.55,235.95,337.00
iot-0-383,10,2462.66,246.27,351.73
iot-0-384,10,2387.41,238.74,340.98
iot-0-385,10,2371.75,237.18,338.74
iot-0-386,10,2437.39,243.74,348.12
iot-0-387,10,2447.01,244.70,349.49
iot-0-388,10,2344.26,234.43,334.82
iot-0-389,10,2396.60,239.66,342.29
iot-0-390,10,2347.56,234.76,335.29
iot-0-391,10,2456.63,245.66,350.87
iot-0-392,10,2384.39,238.44,340.55
iot-0-393,10,2462.52,246.25,351.71
iot-0-394,10,2319.95,232.00,331.34
iot-0-395,10,2376.06,237.61,339.36
iot-0-396,10,2450.02,245.00,349.93
iot-0-397,10,2348.34,234.83,335.40
iot-0-398,10,2434.23,243.42,347.67
iot-0-399,10,2448.30,244.83,349.68
iot-0-400,10,2373.19,237.32,338.95
iot-0-401,10,2408.23,240.82,343.96
iot-0-402,10,2433.80,243.38,347.61
iot-0-403,10,2342.63,234.26,334.58
iot-0-404,10,2355.24,235.52,336.38
iot-0-405,10,2359.27,235.93,336.96
iot-0-406,10,2458.50,245.85,351.14
iot-0-407,10,2403.49,240.35,343.28
iot-0-408,10,2332.00,233.20,333.07
iot-0-409,10,2389.85,238.98,341.33
iot-0-410,10,2431.21,243.12,347.24
iot-0-411,10,2456.34,245.63,350.83
iot-0-412,10,2413.40,241.34,344.69
iot-0-413,10,2402.20,240.22,343.09
iot-0-414,10,2436.24,243.62,347.96
iot-0-415,10,2348.63,234.86,335.44
iot-0-416,10,2449.88,244.99,349.91
iot-0-417,10,2430.64,243.06,347.16
iot-0-418,10,2419.43,241.94,345.56
iot-0-419,10,2337.44,233.74,333.84
iot-0-420,10,2346.56,234.66,335.14
iot-0-421,10,2458.07,245.81,351.07
iot-0-422,10,2320.15,232.02,331.37
iot-0-423,10,2356.39,235.64,336.55
iot-0-424,10,2395.45,239.55,342.13
iot-0-425,10,2405.22,240.52,343.52
iot-0-426,10,2454.05,245.40,350.50
iot-0-427,10,2408.95,240.90,344.06
iot-0-428,10,2350.50,235.05,335.71
iot-0-429,10,2349.35,234.93,335.54
iot-0-430,10,2339.45,233.95,334.13
iot-0-431,10,2456.49,245.65,350.85
iot-0-432,10,2363.14,236.31,337.51
iot-0-433,10,2391.86,239.19,341.62
iot-0-434,10,2389.42,238.94,341.27
iot-0-435,10,2377.93,237.79,339.63
iot-0-436,10,2387.84,238.78,341.04
iot-0-437,10,2407.66,240.77,343.87
iot-0-438,10,2400.76,240.08,342.89
iot-0-439,10,2321.71,232.17,331.60
iot-0-440,10,2435.09,243.51,347.79
iot-0-441,10,2458.64,245.86,351.16
iot-0-442,10,2376.92,237.69,339.48
iot-0-443,10,2452.18,245.22,350.23
iot-0-444,10,2333.60,233.36,333.29
iot-0-445,10,2421.44,242.14,345.84
iot-0-446,10,2431.64,243.16,347.30
iot-0-447,10,2429.49,242.95,346.99
iot-0-448,10,2361.41,236.14,337.27
iot-0-449,10,2420.87,242.09,345.76
iot-0-450,10,2456.06,245.61,350.79
iot-0-451,10,2446.00,244.60,349.35
iot-0-452,10,2422.16,242.22,345.95
iot-0-453,10,2333.25,233.32,333.24
iot-0-454,10,2434.37,243.44,347.69
iot-0-455,10,2432.50,243.25,347.42
iot-0-456,10,2397.03,239.70,342.36
iot-0-457,10,2328.86,232.89,332.62
iot-0-458,10,2385.68,238.57,340.73
iot-0-459,10,2328.30,232.83,332.54
iot-0-460,10,2453.18,245.32,350.38
iot-0-461,10,2388.13,238.81,341.08
iot-0-462,10,2356.53,235.65,336.57
iot-0-463,10,2428.48,242.85,346.85
iot-0-464,10,2454.91,245.49,350.62
iot-0-465,10,2461.08,246.11,351.50
iot-0-466,10,2363.57,236.36,337.58
iot-0-467,10,2348.77,234.88,335.46
iot-0-468,10,2408.09,240.81,343.94
iot-0-469,10,2385.11,238.51,340.65
iot-0-470,10,2401.05,240.11,342.93
iot-0-471,10,2399.76,239.98,342.75
iot-0-472,10,2460.22,246.02,351.38
iot-0-473,10,2380.23,238.02,339.95
iot-0-474,10,2404.35,240.44,343.40
iot-0-475,10,2327.00,232.70,332.35
iot-0-476,10,2355.96,235.60,336.49
iot-0-477,10,2361.56,236.16,337.29
iot-0-478,10,2383.82,238.38,340.47
iot-0-479,10,2346.41,234.64,335.12
iot-0-480,10,2455.19,245.52,350.66
iot-0-481,10,2349.06,234.91,335.50
iot-0-482,10,2416.56,241.66,345.15
iot-0-483,10,2455.34,245.53,350.68
iot-0-484,10,2408.66,240.87,344.02
iot-0-485,10,2406.22,240.62,343.67
iot-0-486,10,2441.41,244.14,348.69
iot-0-487,10,2362.42,236.24,337.41
iot-0-488,10,2412.40,241.24,344.55
iot-0-489,10,2385.83,238.58,340.75
iot-0-490,10,2389.71,238.97,341.31
iot-0-491,10,2391.29,239.13,341.53
iot-0-492,10,2461.66,246.17,351.59
iot-0-493,10,2439.11,243.91,348.37
iot-0-494,10,2368.16,236.82,338.23
iot-0-495,10,2372.47,237.25,338.85
iot-0-496,10,2347.27,234.73,335.25
iot-0-497,10,2352.80,235.28,336.04
iot-0-498,10,2341.87,234.19,334.48
iot-0-499,10,2385.40,238.54,340.69
iot-0-500,10,2331.33,233.13,332.97
iot-0-501,10,2375.49,237.55,339.28
iot-0-502,10,2463.67,246.37,351.87
iot-0-503,10,2363.85,236.39,337.62
iot-0-504,10,2394.01,239.40,341.92
iot-0-505,10,2364.00,236.40,337.64
iot-0-506,10,2411.10,241.11,344.37
iot-0-507,10,2436.09,243.61,347.94
iot-0-508,10,2446.29,244.63,349.39
iot-0-509,10,2410.82,241.08,344.32
iot-0-510,10,2396.02,239.60,342.21
iot-0-511,10,2364.72,236.47,337.74
iot-0-512,10,2386.55,238.65,340.86
iot-0-513,10,2393.87,239.39,341.90
iot-0-514,10,2398.47,239.85,342.56
iot-0-515,10,2417.14,241.71,345.23
iot-0-516,10,2421.88,242.19,345.90
iot-0-517,10,2425.47,242.55,346.42
iot-0-518,10,2315.52,231.55,330.71
iot-0-519,10,2335.32,233.53,333.54
iot-0-520,10,2385.25,238.53,340.67
iot-0-521,10,2345.26,234.53,334.96
iot-0-522,10,2351.79,235.18,335.89
iot-0-523,10,2452.47,245.25,350.27
iot-0-524,10,2329.58,232.96,332.72
iot-0-525,10,2444.85,244.49,349.19
iot-0-526,10,2435.38,243.54,347.83
iot-0-527,10,2352.65,235.27,336.02
iot-0-528,10,2354.95,235.50,336.34
iot-0-529,10,2367.59,236.76,338.15
iot-0-530,10,2345.55,234.55,335.00
iot-0-531,10,2460.37,246.04,351.40
iot-0-532,10,2380.80,238.08,340.04
iot-0-533,10,2375.92,237.59,339.34
iot-0-534,10,2340.32,234.03,334.25
iot-0-535,10,2353.80,235.38,336.18
iot-0-536,10,2315.11,231.51,330.65
iot-0-537,10,2397.60,239.76,342.44
iot-0-538,10,2325.14,232.51,332.09
iot-0-539,10,2325.81,232.58,332.18
iot-0-540,10,2341.41,234.14,334.41
iot-0-541,10,2366.30,236.63,337.96
iot-0-542,10,2457.92,245.79,351.05
iot-0-543,10,2360.84,236.08,337.19
iot-0-544,10,2365.58,236.56,337.86
iot-0-545,10,2418.86,241.89,345.47
iot-0-546,10,2457.78,245.78,351.03
iot-0-547,10,2391.43,239.14,341.56
iot-0-548,10,2339.60,233.96,334.15
iot-0-549,10,2463.96,246.40,351.92
iot-0-550,10,2454.76,245.48,350.60
iot-0-551,10,2408.81,240.88,344.04
iot-0-552,10,2438.25,243.82,348.24
iot-0-553,10,2459.65,245.96,351.30
iot-0-554,10,2326.09,232.61,332.22
iot-0-555,10,2351.65,235.16,335.87
iot-0-556,10,2410.10,241.01,344.22
iot-0-557,10,2381.23,238.12,340.10
iot-0-558,10,2319.76,231.98,331.32
iot-0-559,10,2415.27,241.53,344.96
iot-0-560,10,2462.81,246.28,351.75
iot-0-561,10,2437.67,243.77,348.16
iot-0-562,10,2399.90,239.99,342.76
iot-0-563,10,2433.37,243.34,347.55
iot-0-564,10,2362.85,236.28,337.47
iot-0-565,10,2350.21,235.02,335.67
iot-0-566,10,2355.52,235.55,336.43
iot-0-567,10,2336.78,233.68,333.75
iot-0-568,10,2398.18,239.82,342.52
iot-0-569,10,2330.86,233.09,332.90
iot-0-570,10,2403.64,240.36,343.30
iot-0-571,10,2336.95,233.69,333.77
iot-0-572,10,2427.62,242.76,346.73
iot-0-573,10,2314.90,231.49,330.62
iot-0-574,10,2411.54,241.15,344.43
iot-0-575,10,2335.47,233.55,333.56
iot-0-576,10,2450.46,245.05,349.99
iot-0-577,10,2356.10,235.61,336.51
iot-0-578,10,2449.59,244.96,349.86
iot-0-579,10,2369.60,236.96,338.44
iot-0-580,10,2461.37,246.14,351.55
iot-0-581,10,2342.33,234.23,334.54
iot-0-582,10,2426.76,242.68,346.60
iot-0-583,10,2406.08,240.61,343.65
iot-0-584,10,2451.60,245.16,350.15
iot-0-585,10,2419.87,241.99,345.62
iot-0-586,10,2334.17,233.42,333.38
iot-0-587,10,2415.99,241.60,345.06
iot-0-588,10,2367.01,236.70,338.07
iot-0-589,10,2410.53,241.05,344.28
iot-0-590,10,2427.19,242.72,346.66
iot-0-591,10,2402.92,240.29,343.20
iot-0-592,10,2366.44,236.64,337.98
iot-0-593,10,2413.83,241.38,344.76
iot-0-594,10,2401.63,240.16,343.01
iot-0-595,10,2437.96,243.80,348.20
iot-0-596,10,2342.48,234.25,334.56
iot-0-597,10,2341.71,234.17,334.45
iot-0-598,10,2405.93,240.59,343.63
iot-0-599,10,2419.58,241.96,345.58
iot-0-600,10,2440.55,244.05,348.57
iot-0-601,10,2417.71,241.77,345.31
iot-0-602,10,2395.16,239.52,342.09
iot-0-603,10,2446.87,244.69,349.47
iot-0-604,10,2431.35,243.14,347.26
iot-0-605,10,2357.97,235.80,336.77
iot-0-606,10,2343.40,234.34,334.69
iot-0-607,10,2408.52,240.85,344.00
iot-0-608,10,2322.09,232.21,331.65
iot-0-609,10,2360.55,236.06,337.14
iot-0-610,10,2433.65,243.37,347.59
iot-0-611,10,2389.99,239.00,341.35
iot-0-612,10,2409.52,240.95,344.14
iot-0-613,10,2378.50,237.85,339.71
iot-0-614,10,2431.50,243.15,347.28
iot-0-615,10,2335.03,233.50,333.50
iot-0-616,10,2333.42,233.34,333.27
iot-0-617,10,2394.59,239.46,342.01
iot-0-618,10,2401.77,240.18,343.03
iot-0-619,10,2394.16,239.42,341.94
iot-0-620,10,2363.71,236.37,337.60
iot-0-621,10,2427.05,242.70,346.64
iot-0-622,10,2458.21,245.82,351.10
iot-0-623,10,2391.57,239.16,341.58
iot-0-624,10,2371.18,237.12,338.66
iot-0-625,10,2380.51,238.05,340.00
iot-0-626,10,2334.89,233.49,333.48
iot-0-627,10,2462.95,246.30,351.77
iot-0-628,10,2422.02,242.20,345.93
iot-0-629,10,2406.37,240.64,343.69
iot-0-630,10,2442.56,244.26,348.86
iot-0-631,10,2450.31,245.03,349.97
iot-0-632,10,2318.56,231.86,331.15
iot-0-633,10,2339.02,233.90,334.07
iot-0-634,10,2385.97,238.60,340.78
iot-0-635,10,2384.10,238.41,340.51
iot-0-636,10,2456.92,245.69,350.91
iot-0-637,10,2345.12,234.51,334.94
iot-0-638,10,2395.59,239.56,342.15
iot-0-639,10,2335.80,233.58,333.61
iot-0-640,10,2359.98,236.00,337.06
iot-0-641,10,2403.78,240.38,343.32
iot-0-642,10,2399.33,239.93,342.68
iot-0-643,10,2380.94,238.09,340.06
iot-0-644,10,2359.69,235.97,337.02
iot-0-645,10,2419.29,241.93,345.54
iot-0-646,10,2378.79,237.88,339.75
iot-0-647,10,2419.72,241.97,345.60
iot-0-648,10,2372.18,237.22,338.81
iot-0-649,10,2371.61,237.16,338.72
iot-0-650,10,2363.28,236.33,337.53
iot-0-651,10,2345.69,234.57,335.02
iot-0-652,10,2451.32,245.13,350.11
iot-0-653,10,2379.36,237.94,339.83
iot-0-654,10,2424.89,242.49,346.34
iot-0-655,10,2333.89,233.39,333.33
iot-0-656,10,2327.74,232.77,332.46
iot-0-657,10,2370.17,237.02,338.52
iot-0-658,10,2376.78,237.68,339.46
iot-0-659,10,2412.54,241.25,344.57
iot-0-660,10,2393.15,239.32,341.80
iot-0-661,10,2386.98,238.70,340.92
iot-0-662,10,2378.65,237.86,339.73
iot-0-663,10,2342.18,234.22,334.52
iot-0-664,10,2331.50,233.15,332.99
iot-0-665,10,2444.28,244.43,349.11
iot-0-666,10,2367.73,236.77,338.17
iot-0-667,10,2400.62,240.06,342.87
iot-0-668,10,2347.13,234.71,335.23
iot-0-669,10,2430.06,243.01,347.07
iot-0-670,10,2424.32,242.43,346.25
iot-0-671,10,2388.41,238.84,341.12
iot-0-672,10,2430.78,243.08,347.18
iot-0-673,10,2450.89,245.09,350.05
iot-0-674,10,2318.77,231.88,331.17
iot-0-675,10,2457.35,245.73,350.97
iot-0-676,10,2341.25,234.13,334.39
iot-0-677,10,2340.03,234.00,334.21
iot-0-678,10,2382.38,238.24,340.26
iot-0-679,10,2361.99,236.20,337.35
iot-0-680,10,2390.42,239.04,341.41
iot-0-681,10,2360.41,236.04,337.12
iot-0-682,10,2432.93,243.29,347.48
iot-0-683,10,2442.27,244.23,348.82
iot-0-684,10,2369.31,236.93,338.40
iot-0-685,10,2432.22,243.22,347.38
iot-0-686,10,2440.98,244.10,348.63
iot-0-687,10,2320.35,232.03,331.40
iot-0-688,10,2378.93,237.89,339.77
iot-0-689,10,2461.80,246.18,351.61
iot-0-690,10,2352.22,235.22,335.95
iot-0-691,10,2420.58,242.06,345.72
iot-0-692,10,2453.04,245.30,350.36
iot-0-693,10,2438.10,243.81,348.22
iot-0-694,10,2382.09,238.21,340.22
iot-0-695,10,2317.14,231.71,330.94
iot-0-696,10,2418.43,241.84,345.41
iot-0-697,10,2461.23,246.12,351.53
iot-0-698,10,2390.28,239.03,341.39
iot-0-699,10,2371.47,237.15,338.70
iot-0-700,10,2418.14,241.81,345.37
iot-0-701,10,2403.92,240.39,343.34
iot-0-702,10,2392.00,239.20,341.64
iot-0-703,10,2404.93,240.49,343.48
iot-0-704,10,2372.33,237.23,338.83
iot-0-705,10,2452.61,245.26,350.30
iot-0-706,10,2375.34,237.53,339.26
iot-0-707,10,2409.67,240.97,344.16
iot-0-708,10,2335.18,233.52,333.52
iot-0-709,10,2402.34,240.23,343.11
iot-0-710,10,2455.48,245.55,350.70
iot-0-711,10,2441.84,244.18,348.76
iot-0-712,10,2319.36,231.94,331.26
iot-0-713,10,2337.27,233.73,333.82
iot-0-714,10,2460.08,246.01,351.36
iot-0-715,10,2430.49,243.05,347.14
iot-0-716,10,2431.93,243.19,347.34
iot-0-717,10,2414.26,241.43,344.82
iot-0-718,10,2417.85,241.79,345.33
iot-0-719,10,2458.93,245.89,351.20
iot-0-720,10,2325.33,232.53,332.11
iot-0-721,10,2346.99,234.70,335.21
iot-0-722,10,2442.84,244.28,348.90
iot-0-723,10,2335.64,233.56,333.58
iot-0-724,10,2424.03,242.40,346.21
iot-0-725,10,2381.66,238.17,340.16
iot-0-726,10,2425.90,242.59,346.48
iot-0-727,10,2461.94,246.19,351.63
iot-0-728,10,2450.60,245.06,350.01
iot-0-729,10,2367.44,236.74,338.13
iot-0-730,10,2330.58,233.06,332.86
iot-0-731,10,2437.10,243.71,348.08
iot-0-732,10,2439.25,243.93,348.39
iot-0-733,10,2357.39,235.74,336.69
iot-0-734,10,2388.99,238.90,341.21
iot-0-735,10,2327.93,232.79,332.48
iot-0-736,10,2316.94,231.69,330.91
iot-0-737,10,2446.43,244.64,349.41
iot-0-738,10,2378.36,237.84,339.69
iot-0-739,10,2457.49,245.75,350.99
iot-0-740,10,2367.16,236.72,338.09
iot-0-741,10,2386.40,238.64,340.84
iot-0-742,10,2451.89,245.19,350.19
iot-0-743,10,2413.55,241.35,344.71
iot-0-744,10,2350.79,235.08,335.75
iot-0-745,10,2432.79,243.28,347.46
iot-0-746,10,2381.81,238.18,340.18
iot-0-747,10,2337.93,233.79,333.91
iot-0-748,10,2361.70,236.17,337.31
iot-0-749,10,2339.89,233.99,334.19
iot-0-750,10,2460.51,246.05,351.42
