Server,Tasks Executed,Energy Consumed,Average Energy Consumed,Average Time Execution, Waiting Time
iot-0-751,10,2407.51,240.75,343.85
iot-0-752,10,2382.67,238.27,340.30
iot-0-753,10,2344.83,234.48,334.90
iot-0-754,10,2354.52,235.45,336.28
iot-0-755,10,2416.13,241.61,345.08
iot-0-756,10,2403.35,240.33,343.26
iot-0-757,10,2383.67,238.37,340.45
iot-0-758,10,2425.75,242.58,346.46
iot-0-759,10,2338.59,233.86,334.01
iot-0-760,10,2335.97,233.60,333.63
iot-0-761,10,2428.91,242.89,346.91
iot-0-762,10,2379.80,237.98,339.89
iot-0-763,10,2376.64,237.66,339.44
iot-0-764,10,2455.63,245.56,350.73
iot-0-765,10,2426.90,242.69,346.62
iot-0-766,10,2405.36,240.54,343.54
iot-0-767,10,2399.04,239.90,342.64
iot-0-768,10,2436.38,243.64,347.98
iot-0-769,10,2441.28,244.13,348.68
iot-0-770,10,2369.46,236.95,338.42
iot-0-771,10,2449.31,244.93,349.82
iot-0-772,10,2450.74,245.07,350.03
iot-0-773,10,2446.72,244.67,349.45
iot-0-774,10,2445.43,244.54,349.27
iot-0-775,10,2371.90,237.19,338.77
iot-0-776,10,2405.07,240.51,343.50
iot-0-777,10,2360.26,236.03,337.10
iot-0-778,10,2330.01,233.00,332.78
iot-0-779,10,2447.30,244.73,349.54
iot-0-780,10,2415.41,241.54,344.98
iot-0-781,10,2361.27,236.13,337.25
iot-0-782,10,2398.32,239.83,342.54
iot-0-783,10,2350.35,235.04,335.69
iot-0-784,10,2387.98,238.80,341.06
iot-0-785,10,2382.24,238.22,340.24
iot-0-786,10,2332.89,233.29,333.19
iot-0-787,10,2422.59,242.26,346.01
iot-0-788,10,2366.87,236.69,338.05
iot-0-789,10,2444.57,244.46,349.15
iot-0-790,10,2374.48,237.45,339.13
iot-0-791,10,2440.83,244.08,348.61
iot-0-792,10,2364.14,236.41,337.66
iot-0-793,10,2423.60,242.36,346.15
iot-0-794,10,2432.36,243.24,347.40
iot-0-795,10,2347.42,234.74,335.27
iot-0-796,10,2421.16,242.12,345.80
iot-0-797,10,2375.63,237.56,339.30
iot-0-798,10,2364.86,236.49,337.76
iot-0-799,10,2365.43,236.54,337.84
iot-0-800,10,2438.26,243.83,348.25
iot-0-801,10,2436.52,243.65,348.00
iot-0-802,10,2357.68,235.77,336.73
iot-0-803,10,2448.44,244.84,349.70
iot-0-804,10,2402.49,240.25,343.13
iot-0-805,10,2369.74,236.97,338.46
iot-0-806,10,2449.16,244.92,349.80
iot-0-807,10,2435.52,243.55,347.85
iot-0-808,10,2420.15,242.02,345.66
iot-0-809,10,2316.13,231.61,330.80
iot-0-810,10,2343.68,234.37,334.73
iot-0-811,10,2326.26,232.63,332.25
iot-0-812,10,2459.93,245.99,351.34
iot-0-813,10,2329.86,232.99,332.76
iot-0-814,10,2407.08,240.71,343.79
iot-0-815,10,2407.94,240.79,343.91
iot-0-816,10,2449.74,244.97,349.89
iot-0-817,10,2323.44,232.34,331.84
iot-0-818,10,2377.21,237.72,339.52
iot-0-819,10,2447.87,244.79,349.62
iot-0-820,10,2314.70,231.47,330.59
iot-0-821,10,2458.79,245.88,351.18
iot-0-822,10,2391.00,239.10,341.49
iot-0-823,10,2453.62,245.36,350.44
iot-0-824,10,2344.54,234.45,334.86
iot-0-825,10,2443.13,244.31,348.94
iot-0-826,10,2400.91,240.09,342.91
iot-0-827,10,2462.23,246.22,351.67
iot-0-828,10,2451.17,245.12,350.09
iot-0-829,10,2374.19,237.42,339.09
iot-0-830,10,2427.91,242.79,346.77
iot-0-831,10,2398.04,239.80,342.50
iot-0-832,10,2314.55,231.46,330.57
iot-0-833,10,2339.17,233.92,334.09
iot-0-834,10,2382.52,238.25,340.28
iot-0-835,10,2463.09,246.31,351.79
iot-0-836,10,2362.56,236.26,337.43
iot-0-837,10,2395.74,239.57,342.17
iot-0-838,10,2322.29,232.23,331.68
iot-0-839,10,2424.60,242.46,346.29
iot-0-840,10,2432.07,243.21,347.36
iot-0-841,10,2412.97,241.30,344.63
iot-0-842,10,2460.94,246.09,351.48
iot-0-843,10,2356.96,235.70,336.63
iot-0-844,10,2359.40,235.94,336.98
iot-0-845,10,2346.84,234.68,335.19
iot-0-846,10,2392.29,239.23,341.68
iot-0-847,10,2406.94,240.69,343.77
iot-0-848,10,2448.88,244.89,349.76
iot-0-849,10,2442.13,244.21,348.80
iot-0-850,10,2350.64,235.06,335.73
iot-0-851,10,2353.08,235.31,336.08
iot-0-852,10,2392.72,239.27,341.74
iot-0-853,10,2351.07,235.11,335.79
iot-0-854,10,2441.98,244.20,348.78
iot-0-855,10,2457.06,245.71,350.93
iot-0-856,10,2374.63,237.46,339.15
iot-0-857,10,2434.08,243.41,347.65
iot-0-858,10,2324.58,232.46,332.01
iot-0-859,10,2413.26,241.33,344.67
iot-0-860,10,2457.64,245.76,351.01
iot-0-861,10,2433.08,243.31,347.51
iot-0-862,10,2376.21,237.62,339.38
iot-0-863,10,2325.52,232.55,332.14
iot-0-864,10,2439.68,243.97,348.45
iot-0-865,10,2384.68,238.47,340.59
iot-0-866,10,2411.82,241.18,344.47
iot-0-867,10,2336.46,233.65,333.70
iot-0-868,10,2392.43,239.24,341.70
iot-0-869,10,2329.14,232.91,332.66
iot-0-870,10,2464.10,246.41,351.94
iot-0-871,10,2422.45,242.25,345.99
iot-0-872,10,2326.44,232.64,332.27
iot-0-873,10,2411.39,241.14,344.41
iot-0-874,10,2404.50,240.45,343.42
iot-0-875,10,2451.03,245.10,350.07
iot-0-876,10,2368.02,236.80,338.21
iot-0-877,10,2411.68,241.17,344.45
iot-0-878,10,2402.63,240.26,343.16
iot-0-879,10,2416.99,241.70,345.21
iot-0-880,10,2370.32,237.03,338.54
iot-0-881,10,2423.74,242.37,346.17
iot-0-882,10,2446.58,244.66,349.43
iot-0-883,10,2420.73,242.07,345.74
iot-0-884,10,2427.48,242.75,346.70
iot-0-885,10,2381.52,238.15,340.14
iot-0-886,10,2353.66,235.37,336.16
iot-0-887,10,2373.33,237.33,338.97
iot-0-888,10,2317.78,231.78,331.03
iot-0-889,10,2396.31,239.63,342.25
iot-0-890,10,2334.75,233.47,333.46
iot-0-891,10,2365.72,236.57,337.88
iot-0-892,10,2430.35,243.03,347.12
iot-0-893,10,2424.17,242.42,346.23
iot-0-894,10,2370.89,237.09,338.62
iot-0-895,10,2425.61,242.56,346.44
iot-0-896,10,2442.41,244.24,348.84
iot-0-897,10,2349.21,234.92,335.52
iot-0-898,10,2353.37,235.34,336.12
iot-0-899,10,2356.24,235.62,336.53
iot-0-900,10,2362.71,236.27,337.45
iot-0-901,10,2422.74,242.27,346.03
iot-0-902,10,2409.24,240.92,344.10
iot-0-903,10,2432.65,243.26,347.44
iot-0-904,10,2398.90,239.89,342.62
iot-0-905,10,2452.04,245.20,350.21
iot-0-906,10,2352.08,235.21,335.93
iot-0-907,10,2454.33,245.43,350.54
iot-0-908,10,2435.81,243.58,347.89
iot-0-909,10,2320.54,232.05,331.43
iot-0-910,10,2345.41,234.54,334.98
iot-0-911,10,2423.31,242.33,346.11
iot-0-912,10,2411.25,241.12,344.39
iot-0-913,10,2386.11,238.61,340.80
iot-0-914,10,2321.13,232.11,331.51
iot-0-915,10,2445.57,244.56,349.29
iot-0-916,10,2377.35,237.74,339.54
iot-0-917,10,2409.38,240.94,344.12
iot-0-918,10,2425.04,242.50,346.36
iot-0-919,10,2319.56,231.96,331.29
iot-0-920,10,2424.46,242.45,346.27
iot-0-921,10,2365.00,236.50,337.78
iot-0-922,10,2407.37,240.74,343.83
iot-0-923,10,2410.96,241.10,344.35
iot-0-924,10,2426.62,242.66,346.58
iot-0-925,10,2404.21,240.42,343.38
iot-0-926,10,2414.12,241.41,344.80
iot-0-927,10,2431.07,243.11,347.22
iot-0-928,10,2351.22,235.12,335.81
iot-0-929,10,2380.08,238.01,339.93
iot-0-930,10,2350.93,235.09,335.77
iot-0-931,10,2428.77,242.88,346.89
iot-0-932,10,2331.85,233.19,333.04
iot-0-933,10,2374.05,237.41,339.07
iot-0-934,10,2358.97,235.90,336.92
iot-0-935,10,2362.27,236.23,337.39
iot-0-936,10,2378.07,237.81,339.65
iot-0-937,10,2372.04,237.20,338.78
iot-0-938,10,2355.81,235.58,336.47
iot-0-939,10,2440.12,244.01,348.51
iot-0-940,10,2329.29,232.93,332.68
iot-0-941,10,2407.23,240.72,343.81
iot-0-942,10,2352.94,235.29,336.06
iot-0-943,10,2442.70,244.27,348.88
iot-0-944,10,2372.61,237.26,338.87
iot-0-945,10,2332.37,233.24,333.12
iot-0-946,10,2366.01,236.60,337.92
iot-0-947,10,2382.96,238.30,340.34
iot-0-948,10,2356.82,235.68,336.61
iot-0-949,10,2340.48,234.05,334.28
iot-0-950,10,2317.35,231.73,330.97
iot-0-951,10,2389.14,238.91,341.23
iot-0-952,10,2414.98,241.50,344.92
iot-0-953,10,2435.23,243.52,347.81
iot-0-954,10,2426.47,242.65,346.56
iot-0-955,10,2325.66,232.57,332.16
iot-0-956,10,2374.91,237.49,339.20
iot-0-957,10,2340.94,234.09,334.34
iot-0-958,10,2405.50,240.55,343.57
iot-0-959,10,2373.48,237.35,338.99
iot-0-960,10,2365.29,236.53,337.82
iot-0-961,10,2343.83,234.38,334.75
iot-0-962,10,2336.13,233.61,333.66
iot-0-963,10,2339.74,233.97,334.17
iot-0-964,10,2436.81,243.68,348.04
iot-0-965,10,2404.64,240.46,343.44
iot-0-966,10,2386.83,238.68,340.90
iot-0-967,10,2342.02,234.20,334.50
iot-0-968,10,2461.51,246.15,351.57
iot-0-969,10,2455.77,245.58,350.75
iot-0-970,10,2400.19,240.02,342.81
iot-0-971,10,2445.14,244.51,349.23
iot-0-972,10,2459.79,245.98,351.32
iot-0-973,10,2393.73,239.37,341.88
iot-0-974,10,2416.27,241.63,345.10
iot-0-975,10,2357.10,235.71,336.65
iot-0-976,10,2357.54,235.75,336.71
iot-0-977,10,2444.14,244.41,349.08
iot-0-978,10,2371.32,237.13,338.68
iot-0-979,10,2397.89,239.79,342.48
iot-0-980,10,2364.57,236.46,337.72
iot-0-981,10,2414.41,241.44,344.84
iot-0-982,10,2427.33,242.73,346.68
iot-0-983,10,2337.11,233.71,333.80
iot-0-984,10,2449.02,244.90,349.78
iot-0-985,10,2363.42,236.34,337.55
iot-0-986,10,2459.36,245.94,351.26
iot-0-987,10,2463.38,246.34,351.83
iot-0-988,10,2427.76,242.78,346.75
iot-0-989,10,2403.21,240.32,343.24
iot-0-990,10,2320.93,232.09,331.48
iot-0-991,10,2365.86,236.59,337.90
iot-0-992,10,2383.39,238.34,340.41
iot-0-993,10,2360.98,236.10,337.21
iot-0-994,10,2433.22,243.32,347.53
iot-0-995,10,2398.75,239.88,342.60
iot-0-996,10,2448.01,244.80,349.64
iot-0-997,10,2426.18,242.62,346.52
iot-0-998,10,2357.82,235.78,336.75
iot-0-999,10,2443.85,244.38,349.04



Network Bandwidth usage:, 3.0245 %
Simulation time:, 0 days, 1 hours, 2 min, 5 seconds
Execution time:, 0 days, 0 hours, 0 min, 23 seconds
