Server,Tasks Executed,Energy Consumed,Average Energy Consumed,Average Time Execution, Waiting Time
s-0-977,964,34569070.13,35860.03,344.87,343383.36
s-0-978,960,34569300.64,36009.69,344.88,343334.31
s-0-979,1000,34567221.16,34567.22,345.15,342775.66
s-0-980,1012,34566611.68,34156.73,344.99,342699.48
s-0-981,994,34567577.19,34776.23,344.77,343232.15
s-0-982,990,34567807.71,34916.98,345.05,342984.37
s-0-983,999,34567355.73,34601.96,345.13,342848.42
s-0-984,1014,34566588.74,34089.34,344.97,343278.12
s-0-985,971,34568866.76,35601.30,344.99,343257.75
s-0-986,989,34567942.28,34952.42,344.79,343185.51
s-0-987,991,34567857.79,34881.79,345.09,343272.98
s-0-988,974,34568770.81,35491.55,344.88,342066.21
s-0-989,1019,34566428.83,33921.91,345.31,343265.20
s-0-990,1010,34566921.84,34224.68,344.71,342450.84
s-0-991,1018,34566522.36,33955.33,345.19,343142.76
s-0-992,1012,34566857.88,34156.97,344.93,343161.09
s-0-993,1070,34563833.39,32302.65,345.21,342731.00
s-0-994,996,34567738.91,34706.57,345.05,343331.66
s-0-995,1000,34567549.43,34567.55,345.07,343103.52
s-0-996,1049,34564997.44,32950.43,344.85,343188.89
s-0-997,978,34568745.46,35346.37,344.86,342353.00
s-0-998,988,34568240.98,34988.10,344.99,343281.80
s-0-999,962,34569626.49,35935.16,345.12,343381.29

DATACENTER,TamañoMediocola,TareasMediasEnElSistema,tareas
0,0.0613063,1000.06,1000000





IoT Device,Tasks Executed,Energy Consumed,Average Energy Consumed,Average Time
iot-0-0,1000,242097.91,242.10,345.85
iot-0-1,1000,242117.65,242.12,345.88
iot-0-2,1000,242113.05,242.11,345.87
iot-0-3,1000,242082.85,242.08,345.83
iot-0-4,1000,242111.18,242.11,345.87
iot-0-5,1000,242130.00,242.13,345.90
iot-0-6,1000,242066.57,242.07,345.81
iot-0-7,1000,242043.08,242.04,345.77
iot-0-8,1000,242119.08,242.12,345.88
iot-0-9,1000,242095.67,242.10,345.85
iot-0-10,1000,242138.90,242.14,345.91
iot-0-11,1000,242101.61,242.10,345.86
iot-0-12,1000,242162.89,242.16,345.95
iot-0-13,1000,242190.61,242.19,345.98
iot-0-14,1000,242158.87,242.16,345.94
iot-0-15,1000,242124.25,242.12,345.89
iot-0-16,1000,242107.31,242.11,345.87
iot-0-17,1000,242181.70,242.18,345.97
iot-0-18,1000,242098.92,242.10,345.85
iot-0-19,1000,242190.75,242.19,345.99
iot-0-20,1000,242089.53,242.09,345.84
iot-0-21,1000,242142.06,242.14,345.92
iot-0-22,1000,242157.14,242.16,345.94
iot-0-23,1000,242044.09,242.04,345.78
iot-0-24,1000,242084.50,242.08,345.83
iot-0-25,1000,242115.22,242.12,345.88
iot-0-26,1000,242088.31,242.09,345.84
iot-0-27,1000,242177.25,242.18,345.97
iot-0-28,1000,242096.24,242.10,345.85
iot-0-29,1000,242065.87,242.07,345.81
iot-0-30,1000,242191.04,242.19,345.99
iot-0-31,1000,242149.53,242.15,345.93
iot-0-32,1000,242091.73,242.09,345.84
iot-0-33,1000,242053.57,242.05,345.79
iot-0-34,1000,242044.63,242.04,345.78
iot-0-35,1000,242143.07,242.14,345.92
iot-0-36,1000,242186.58,242.19,345.98
iot-0-37,1000,242099.06,242.10,345.85
iot-0-38,1000,242071.37,242.07,345.81
iot-0-39,1000,242057.03,242.06,345.79
iot-0-40,1000,242085.67,242.09,345.83
iot-0-41,1000,242124.54,242.12,345.89
iot-0-42,1000,242186.15,242.19,345.98
iot-0-43,1000,242106.30,242.11,345.86
iot-0-44,1000,242083.80,242.08,345.83
iot-0-45,1000,242103.14,242.10,345.86
iot-0-46,1000,242171.22,242.17,345.96
iot-0-47,1000,242176.39,242.18,345.96
iot-0-48,1000,242058.00,242.06,345.80
iot-0-49,1000,242098.06,242.10,345.85
iot-0-50,1000,242142.21,242.14,345.92
iot-0-51,1000,242153.84,242.15,345.93
iot-0-52,1000,242151.25,242.15,345.93
iot-0-53,1000,242080.04,242.08,345.83
iot-0-54,1000,242085.23,242.09,345.83
iot-0-55,1000,242191.75,242.19,345.99
iot-0-56,1000,242037.15,242.04,345.77
iot-0-57,1000,242116.50,242.12,345.88
iot-0-58,1000,242092.78,242.09,345.85
iot-0-59,1000,242105.44,242.11,345.86
iot-0-60,1000,242098.78,242.10,345.85
iot-0-61,1000,242050.74,242.05,345.78
iot-0-62,1000,242121.24,242.12,345.89
iot-0-63,1000,242072.01,242.07,345.82
iot-0-64,1000,242125.98,242.13,345.89
iot-0-65,1000,242146.37,242.15,345.92
iot-0-66,1000,242107.16,242.11,345.87
iot-0-67,1000,242133.59,242.13,345.90
iot-0-68,1000,242072.89,242.07,345.82
iot-0-69,1000,242041.81,242.04,345.77
iot-0-70,1000,242178.68,242.18,345.97
iot-0-71,1000,242112.91,242.11,345.87
iot-0-72,1000,242043.37,242.04,345.77
iot-0-73,1000,242081.31,242.08,345.83
iot-0-74,1000,242074.63,242.07,345.82
iot-0-75,1000,242086.71,242.09,345.84
iot-0-76,1000,242155.56,242.16,345.93
iot-0-77,1000,242109.32,242.11,345.87
iot-0-78,1000,242045.90,242.05,345.78
iot-0-79,1000,242133.88,242.13,345.90
iot-0-80,1000,242165.90,242.17,345.95
iot-0-81,1000,242102.65,242.10,345.86
iot-0-82,1000,242033.69,242.03,345.76
iot-0-83,1000,242170.93,242.17,345.96
iot-0-84,1000,242132.73,242.13,345.90
iot-0-85,1000,242138.76,242.14,345.91
iot-0-86,1000,242171.79,242.17,345.96
iot-0-87,1000,242144.93,242.14,345.92
iot-0-88,1000,242153.26,242.15,345.93
iot-0-89,1000,242197.21,242.20,345.99
iot-0-90,1000,242167.05,242.17,345.95
iot-0-91,1000,242127.99,242.13,345.90
iot-0-92,1000,242105.30,242.11,345.86
iot-0-93,1000,242127.70,242.13,345.89
iot-0-94,1000,242173.80,242.17,345.96
iot-0-95,1000,242126.70,242.13,345.89
iot-0-96,1000,242140.34,242.14,345.91
iot-0-97,1000,242071.72,242.07,345.81
iot-0-98,1000,242067.80,242.07,345.81
iot-0-99,1000,242153.12,242.15,345.93
iot-0-100,1000,242067.51,242.07,345.81
iot-0-101,1000,242041.24,242.04,345.77
iot-0-102,1000,242175.09,242.18,345.96
iot-0-103,1000,242061.57,242.06,345.80
iot-0-104,1000,242169.78,242.17,345.96
iot-0-105,1000,242104.72,242.10,345.86
iot-0-106,1000,242145.65,242.15,345.92
iot-0-107,1000,242116.35,242.12,345.88
iot-0-108,1000,242144.36,242.14,345.92
iot-0-109,1000,242124.97,242.12,345.89
iot-0-110,1000,242189.17,242.19,345.98
iot-0-111,1000,242135.03,242.14,345.91
iot-0-112,1000,242099.35,242.10,345.85
iot-0-113,1000,242128.56,242.13,345.90
iot-0-114,1000,242056.09,242.06,345.79
iot-0-115,1000,242158.00,242.16,345.94
iot-0-116,1000,242099.21,242.10,345.85
iot-0-117,1000,242192.63,242.19,345.99
iot-0-118,1000,242188.75,242.19,345.98
iot-0-119,1000,242126.84,242.13,345.89
iot-0-120,1000,242075.35,242.08,345.82
iot-0-121,1000,242100.88,242.10,345.86
iot-0-122,1000,242142.35,242.14,345.92
iot-0-123,1000,242084.36,242.08,345.83
iot-0-124,1000,242184.86,242.18,345.98
iot-0-125,1000,242142.49,242.14,345.92
iot-0-126,1000,242079.18,242.08,345.83
iot-0-127,1000,242139.76,242.14,345.91
iot-0-128,1000,242087.00,242.09,345.84
iot-0-129,1000,242128.13,242.13,345.90
iot-0-130,1000,242141.78,242.14,345.92
iot-0-131,1000,242055.75,242.06,345.79
iot-0-132,1000,242172.94,242.17,345.96
iot-0-133,1000,242169.21,242.17,345.95
iot-0-134,1000,242091.34,242.09,345.84
iot-0-135,1000,242050.88,242.05,345.79
iot-0-136,1000,242127.41,242.13,345.89
iot-0-137,1000,242190.46,242.19,345.98
iot-0-138,1000,242161.74,242.16,345.94
iot-0-139,1000,242054.54,242.05,345.79
iot-0-140,1000,242139.62,242.14,345.91
iot-0-141,1000,242097.63,242.10,345.85
iot-0-142,1000,242181.41,242.18,345.97
iot-0-143,1000,242140.20,242.14,345.91
iot-0-144,1000,242096.77,242.10,345.85
iot-0-145,1000,242083.51,242.08,345.83
iot-0-146,1000,242107.74,242.11,345.87
iot-0-147,1000,242112.62,242.11,345.87
iot-0-148,1000,242102.51,242.10,345.86
iot-0-149,1000,242100.30,242.10,345.86
iot-0-150,1000,242153.70,242.15,345.93
iot-0-151,1000,242065.73,242.07,345.81
iot-0-152,1000,242171.36,242.17,345.96
iot-0-153,1000,242156.57,242.16,345.94
iot-0-154,1000,242167.63,242.17,345.95
iot-0-155,1000,242081.85,242.08,345.83
iot-0-156,1000,242075.64,242.08,345.82
iot-0-157,1000,242058.14,242.06,345.80
iot-0-158,1000,242141.06,242.14,345.91
iot-0-159,1000,242140.48,242.14,345.91
iot-0-160,1000,242070.55,242.07,345.81
iot-0-161,1000,242130.29,242.13,345.90
iot-0-162,1000,242183.42,242.18,345.97
iot-0-163,1000,242051.72,242.05,345.79
iot-0-164,1000,242196.64,242.20,345.99
iot-0-165,1000,242147.38,242.15,345.92
iot-0-166,1000,242066.02,242.07,345.81
iot-0-167,1000,242063.29,242.06,345.80
iot-0-168,1000,242056.59,242.06,345.79
iot-0-169,1000,242123.97,242.12,345.89
iot-0-170,1000,242188.59,242.19,345.98
iot-0-171,1000,242074.49,242.07,345.82
iot-0-172,1000,242117.36,242.12,345.88
iot-0-173,1000,242187.16,242.19,345.98
iot-0-174,1000,242042.79,242.04,345.77
iot-0-175,1000,242175.38,242.18,345.96
iot-0-176,1000,242186.73,242.19,345.98
iot-0-177,1000,242144.79,242.14,345.92
iot-0-178,1000,242141.20,242.14,345.91
iot-0-179,1000,242047.90,242.05,345.78
iot-0-180,1000,242150.82,242.15,345.93
iot-0-181,1000,242179.98,242.18,345.97
iot-0-182,1000,242106.73,242.11,345.87
iot-0-183,1000,242060.15,242.06,345.80
iot-0-184,1000,242163.61,242.16,345.95
iot-0-185,1000,242092.20,242.09,345.84
iot-0-186,1000,242168.06,242.17,345.95
iot-0-187,1000,242087.14,242.09,345.84
iot-0-188,1000,242141.34,242.14,345.91
iot-0-189,1000,242178.97,242.18,345.97
iot-0-190,1000,242176.67,242.18,345.96
iot-0-191,1000,242037.77,242.04,345.77
iot-0-192,1000,242049.05,242.05,345.78
iot-0-193,1000,242111.47,242.11,345.87
iot-0-194,1000,242135.31,242.14,345.91
iot-0-195,1000,242168.92,242.17,345.95
iot-0-196,1000,242072.40,242.07,345.82
iot-0-197,1000,242163.46,242.16,345.95
iot-0-198,1000,242086.29,242.09,345.84
iot-0-199,1000,242113.77,242.11,345.88
iot-0-200,1000,242081.99,242.08,345.83
iot-0-201,1000,242115.35,242.12,345.88
iot-0-202,1000,242168.78,242.17,345.95
iot-0-203,1000,242110.32,242.11,345.87
iot-0-204,1000,242089.09,242.09,345.84
iot-0-205,1000,242057.86,242.06,345.80
iot-0-206,1000,242093.64,242.09,345.85
iot-0-207,1000,242180.26,242.18,345.97
iot-0-208,1000,242085.52,242.09,345.83
iot-0-209,1000,242185.72,242.19,345.98
iot-0-210,1000,242098.49,242.10,345.85
iot-0-211,1000,242165.62,242.17,345.95
iot-0-212,1000,242171.07,242.17,345.96
iot-0-213,1000,242068.33,242.07,345.81
iot-0-214,1000,242174.81,242.17,345.96
iot-0-215,1000,242129.57,242.13,345.90
iot-0-216,1000,242061.71,242.06,345.80
iot-0-217,1000,242061.28,242.06,345.80
iot-0-218,1000,242078.57,242.08,345.82
iot-0-219,1000,242173.66,242.17,345.96
iot-0-220,1000,242190.89,242.19,345.99
iot-0-221,1000,242149.82,242.15,345.93
iot-0-222,1000,242115.49,242.12,345.88
iot-0-223,1000,242182.71,242.18,345.97
iot-0-224,1000,242148.67,242.15,345.92
iot-0-225,1000,242185.15,242.19,345.98
iot-0-226,1000,242130.72,242.13,345.90
iot-0-227,1000,242147.95,242.15,345.92
iot-0-228,1000,242132.87,242.13,345.90
iot-0-229,1000,242089.96,242.09,345.84
iot-0-230,1000,242181.27,242.18,345.97
iot-0-231,1000,242073.20,242.07,345.82
iot-0-232,1000,242051.43,242.05,345.79
iot-0-233,1000,242095.90,242.10,345.85
iot-0-234,1000,242193.05,242.19,345.99
iot-0-235,1000,242137.75,242.14,345.91
iot-0-236,1000,242101.03,242.10,345.86
iot-0-237,1000,242142.64,242.14,345.92
iot-0-238,1000,242153.55,242.15,345.93
iot-0-239,1000,242162.31,242.16,345.94
iot-0-240,1000,242164.90,242.16,345.95
iot-0-241,1000,242143.93,242.14,345.92
iot-0-242,1000,242043.22,242.04,345.77
iot-0-243,1000,242113.20,242.11,345.87
iot-0-244,1000,242077.37,242.08,345.82
iot-0-245,1000,242077.66,242.08,345.82
iot-0-246,1000,242075.07,242.08,345.82
iot-0-247,1000,242118.94,242.12,345.88
iot-0-248,1000,242113.48,242.11,345.87
iot-0-249,1000,242095.52,242.10,345.85
iot-0-250,1000,242087.62,242.09,345.84
iot-0-251,1000,242154.70,242.15,345.93
iot-0-252,1000,242051.89,242.05,345.79
iot-0-253,1000,242150.97,242.15,345.93
iot-0-254,1000,242151.97,242.15,345.93
iot-0-255,1000,242135.89,242.14,345.91
iot-0-256,1000,242048.19,242.05,345.78
iot-0-257,1000,242128.71,242.13,345.90
iot-0-258,1000,242039.37,242.04,345.77
iot-0-259,1000,242046.36,242.05,345.78
iot-0-260,1000,242178.40,242.18,345.97
iot-0-261,1000,242190.03,242.19,345.98
iot-0-262,1000,242173.08,242.17,345.96
iot-0-263,1000,242166.76,242.17,345.95
iot-0-264,1000,242148.09,242.15,345.92
iot-0-265,1000,242070.26,242.07,345.81
iot-0-266,1000,242117.22,242.12,345.88
iot-0-267,1000,242136.89,242.14,345.91
iot-0-268,1000,242072.15,242.07,345.82
iot-0-269,1000,242140.77,242.14,345.91
iot-0-270,1000,242114.78,242.11,345.88
iot-0-271,1000,242088.17,242.09,345.84
iot-0-272,1000,242119.37,242.12,345.88
iot-0-273,1000,242193.91,242.19,345.99
iot-0-274,1000,242112.76,242.11,345.87
iot-0-275,1000,242105.87,242.11,345.86
iot-0-276,1000,242040.07,242.04,345.77
iot-0-277,1000,242112.33,242.11,345.87
iot-0-278,1000,242130.57,242.13,345.90
iot-0-279,1000,242062.26,242.06,345.80
iot-0-280,1000,242101.75,242.10,345.86
iot-0-281,1000,242065.17,242.07,345.81
iot-0-282,1000,242177.68,242.18,345.97
iot-0-283,1000,242144.65,242.14,345.92
iot-0-284,1000,242185.43,242.19,345.98
iot-0-285,1000,242108.46,242.11,345.87
iot-0-286,1000,242131.43,242.13,345.90
iot-0-287,1000,242169.64,242.17,345.95
iot-0-288,1000,242079.04,242.08,345.83
iot-0-289,1000,242050.93,242.05,345.79
iot-0-290,1000,242161.59,242.16,345.94
iot-0-291,1000,242188.02,242.19,345.98
iot-0-292,1000,242099.78,242.10,345.86
iot-0-293,1000,242172.38,242.17,345.96
iot-0-294,1000,242059.33,242.06,345.80
iot-0-295,1000,242101.32,242.10,345.86
iot-0-296,1000,242136.48,242.14,345.91
iot-0-297,1000,242109.17,242.11,345.87
iot-0-298,1000,242074.92,242.07,345.82
iot-0-299,1000,242104.87,242.10,345.86
iot-0-300,1000,242078.42,242.08,345.82
iot-0-301,1000,242075.21,242.08,345.82
iot-0-302,1000,242118.37,242.12,345.88
iot-0-303,1000,242129.14,242.13,345.90
iot-0-304,1000,242142.78,242.14,345.92
iot-0-305,1000,242116.64,242.12,345.88
iot-0-306,1000,242096.62,242.10,345.85
iot-0-307,1000,242040.81,242.04,345.77
iot-0-308,1000,242127.27,242.13,345.89
iot-0-309,1000,242155.85,242.16,345.94
iot-0-310,1000,242072.55,242.07,345.82
iot-0-311,1000,242051.16,242.05,345.79
iot-0-312,1000,242043.65,242.04,345.77
iot-0-313,1000,242149.10,242.15,345.93
iot-0-314,1000,242114.49,242.11,345.88
iot-0-315,1000,242055.13,242.06,345.79
iot-0-316,1000,242119.66,242.12,345.88
iot-0-317,1000,242178.83,242.18,345.97
iot-0-318,1000,242153.41,242.15,345.93
iot-0-319,1000,242163.32,242.16,345.95
iot-0-320,1000,242110.04,242.11,345.87
iot-0-321,1000,242141.49,242.14,345.91
iot-0-322,1000,242112.19,242.11,345.87
iot-0-323,1000,242188.16,242.19,345.98
iot-0-324,1000,242178.11,242.18,345.97
iot-0-325,1000,242167.91,242.17,345.95
iot-0-326,1000,242107.59,242.11,345.87
iot-0-327,1000,242131.72,242.13,345.90
iot-0-328,1000,242134.31,242.13,345.90
iot-0-329,1000,242055.93,242.06,345.79
iot-0-330,1000,242174.38,242.17,345.96
iot-0-331,1000,242093.78,242.09,345.85
iot-0-332,1000,242171.65,242.17,345.96
iot-0-333,1000,242122.96,242.12,345.89
iot-0-334,1000,242136.75,242.14,345.91
iot-0-335,1000,242145.51,242.15,345.92
iot-0-336,1000,242109.60,242.11,345.87
iot-0-337,1000,242034.13,242.03,345.76
iot-0-338,1000,242114.63,242.11,345.88
iot-0-339,1000,242134.02,242.13,345.90
iot-0-340,1000,242090.73,242.09,345.84
iot-0-341,1000,242149.67,242.15,345.93
iot-0-342,1000,242115.64,242.12,345.88
iot-0-343,1000,242195.20,242.20,345.99
iot-0-344,1000,242157.00,242.16,345.94
iot-0-345,1000,242122.82,242.12,345.89
iot-0-346,1000,242077.52,242.08,345.82
iot-0-347,1000,242152.40,242.15,345.93
iot-0-348,1000,242092.49,242.09,345.84
iot-0-349,1000,242076.67,242.08,345.82
iot-0-350,1000,242106.59,242.11,345.86
iot-0-351,1000,242167.20,242.17,345.95
iot-0-352,1000,242181.99,242.18,345.97
iot-0-353,1000,242141.92,242.14,345.92
iot-0-354,1000,242164.18,242.16,345.95
iot-0-355,1000,242160.30,242.16,345.94
iot-0-356,1000,242089.38,242.09,345.84
iot-0-357,1000,242140.05,242.14,345.91
iot-0-358,1000,242063.87,242.06,345.80
iot-0-359,1000,242127.56,242.13,345.89
iot-0-360,1000,242116.21,242.12,345.88
iot-0-361,1000,242081.45,242.08,345.83
iot-0-362,1000,242148.96,242.15,345.93
iot-0-363,1000,242076.20,242.08,345.82
iot-0-364,1000,242135.46,242.14,345.91
iot-0-365,1000,242137.32,242.14,345.91
iot-0-366,1000,242160.16,242.16,345.94
iot-0-367,1000,242150.54,242.15,345.93
iot-0-368,1000,242046.05,242.05,345.78
iot-0-369,1000,242191.18,242.19,345.99
iot-0-370,1000,242136.03,242.14,345.91
iot-0-371,1000,242085.93,242.09,345.84
iot-0-372,1000,242106.16,242.11,345.86
iot-0-373,1000,242057.71,242.06,345.79
iot-0-374,1000,242193.62,242.19,345.99
iot-0-375,1000,242124.40,242.12,345.89
iot-0-376,1000,242116.93,242.12,345.88
iot-0-377,1000,242116.51,242.12,345.88
iot-0-378,1000,242094.07,242.09,345.85
iot-0-379,1000,242167.34,242.17,345.95
iot-0-380,1000,242131.29,242.13,345.90
iot-0-381,1000,242170.21,242.17,345.96
iot-0-382,1000,242144.50,242.14,345.92
iot-0-383,1000,242144.07,242.14,345.92
iot-0-384,1000,242162.74,242.16,345.95
iot-0-385,1000,242159.30,242.16,345.94
iot-0-386,1000,242165.18,242.17,345.95
iot-0-387,1000,242048.48,242.05,345.78
iot-0-388,1000,242160.01,242.16,345.94
iot-0-389,1000,242047.41,242.05,345.78
iot-0-390,1000,242157.86,242.16,345.94
iot-0-391,1000,242146.80,242.15,345.92
iot-0-392,1000,242036.72,242.04,345.76
iot-0-393,1000,242096.48,242.10,345.85
iot-0-394,1000,242066.71,242.07,345.81
iot-0-395,1000,242165.76,242.17,345.95
iot-0-396,1000,242115.92,242.12,345.88
iot-0-397,1000,242120.66,242.12,345.88
iot-0-398,1000,242152.26,242.15,345.93
iot-0-399,1000,242101.46,242.10,345.86
iot-0-400,1000,242192.90,242.19,345.99
iot-0-401,1000,242163.75,242.16,345.95
iot-0-402,1000,242183.14,242.18,345.97
iot-0-403,1000,242154.41,242.15,345.93
iot-0-404,1000,242132.58,242.13,345.90
iot-0-405,1000,242166.62,242.17,345.95
iot-0-406,1000,242054.11,242.05,345.79
iot-0-407,1000,242114.34,242.11,345.88
iot-0-408,1000,242120.52,242.12,345.88
iot-0-409,1000,242049.63,242.05,345.78
iot-0-410,1000,242147.23,242.15,345.92
iot-0-411,1000,242124.11,242.12,345.89
iot-0-412,1000,242091.91,242.09,345.84
iot-0-413,1000,242186.44,242.19,345.98
iot-0-414,1000,242094.52,242.09,345.85
iot-0-415,1000,242138.33,242.14,345.91
iot-0-416,1000,242117.93,242.12,345.88
iot-0-417,1000,242118.22,242.12,345.88
iot-0-418,1000,242184.14,242.18,345.98
iot-0-419,1000,242094.95,242.09,345.85
iot-0-420,1000,242117.07,242.12,345.88
iot-0-421,1000,242160.59,242.16,345.94
iot-0-422,1000,242130.86,242.13,345.90
iot-0-423,1000,242192.04,242.19,345.99
iot-0-424,1000,242084.09,242.08,345.83
iot-0-425,1000,242167.77,242.17,345.95
iot-0-426,1000,242179.12,242.18,345.97
iot-0-427,1000,242187.45,242.19,345.98
iot-0-428,1000,242070.41,242.07,345.81
iot-0-429,1000,242079.76,242.08,345.83
iot-0-430,1000,242050.60,242.05,345.78
iot-0-431,1000,242123.54,242.12,345.89
iot-0-432,1000,242079.90,242.08,345.83
iot-0-433,1000,242034.42,242.03,345.76
iot-0-434,1000,242071.56,242.07,345.81
iot-0-435,1000,242103.86,242.10,345.86
iot-0-436,1000,242129.71,242.13,345.90
iot-0-437,1000,242126.12,242.13,345.89
iot-0-438,1000,242093.93,242.09,345.85
iot-0-439,1000,242165.04,242.17,345.95
iot-0-440,1000,242160.45,242.16,345.94
iot-0-441,1000,242104.00,242.10,345.86
iot-0-442,1000,242049.19,242.05,345.78
iot-0-443,1000,242128.99,242.13,345.90
iot-0-444,1000,242082.71,242.08,345.83
iot-0-445,1000,242171.50,242.17,345.96
iot-0-446,1000,242155.13,242.16,345.93
iot-0-447,1000,242083.65,242.08,345.83
iot-0-448,1000,242150.11,242.15,345.93
iot-0-449,1000,242182.42,242.18,345.97
iot-0-450,1000,242078.71,242.08,345.82
iot-0-451,1000,242137.04,242.14,345.91
iot-0-452,1000,242100.45,242.10,345.86
iot-0-453,1000,242194.91,242.19,345.99
iot-0-454,1000,242103.72,242.10,345.86
iot-0-455,1000,242100.02,242.10,345.86
iot-0-456,1000,242072.69,242.07,345.82
iot-0-457,1000,242172.80,242.17,345.96
iot-0-458,1000,242105.15,242.11,345.86
iot-0-459,1000,242191.47,242.19,345.99
iot-0-460,1000,242071.23,242.07,345.81
iot-0-461,1000,242172.65,242.17,345.96
iot-0-462,1000,242126.26,242.13,345.89
iot-0-463,1000,242089.67,242.09,345.84
iot-0-464,1000,242065.44,242.07,345.81
iot-0-465,1000,242137.18,242.14,345.91
iot-0-466,1000,242110.18,242.11,345.87
iot-0-467,1000,242157.72,242.16,345.94
iot-0-468,1000,242094.23,242.09,345.85
iot-0-469,1000,242179.69,242.18,345.97
iot-0-470,1000,242174.95,242.17,345.96
iot-0-471,1000,242074.16,242.07,345.82
iot-0-472,1000,242183.28,242.18,345.97
iot-0-473,1000,242166.48,242.17,345.95
iot-0-474,1000,242175.81,242.18,345.96
iot-0-475,1000,242134.45,242.13,345.90
iot-0-476,1000,242168.49,242.17,345.95
iot-0-477,1000,242170.64,242.17,345.96
iot-0-478,1000,242174.09,242.17,345.96
iot-0-479,1000,242093.06,242.09,345.85
iot-0-480,1000,242165.47,242.17,345.95
iot-0-481,1000,242100.59,242.10,345.86
iot-0-482,1000,242145.22,242.15,345.92
iot-0-483,1000,242102.36,242.10,345.86
iot-0-484,1000,242096.05,242.10,345.85
iot-0-485,1000,242081.02,242.08,345.83
iot-0-486,1000,242190.17,242.19,345.98
iot-0-487,1000,242121.09,242.12,345.89
iot-0-488,1000,242181.56,242.18,345.97
iot-0-489,1000,242168.63,242.17,345.95
iot-0-490,1000,242117.79,242.12,345.88
iot-0-491,1000,242192.47,242.19,345.99
iot-0-492,1000,242196.78,242.20,345.99
iot-0-493,1000,242158.43,242.16,345.94
iot-0-494,1000,242103.00,242.10,345.86
iot-0-495,1000,242194.63,242.19,345.99
iot-0-496,1000,242069.72,242.07,345.81
iot-0-497,1000,242166.05,242.17,345.95
iot-0-498,1000,242133.01,242.13,345.90
iot-0-499,1000,242114.20,242.11,345.88
iot-0-500,1000,242106.01,242.11,345.86
iot-0-501,1000,242153.98,242.15,345.93
iot-0-502,1000,242095.09,242.10,345.85
iot-0-503,1000,242179.55,242.18,345.97
iot-0-504,1000,242170.07,242.17,345.96
iot-0-505,1000,242111.76,242.11,345.87
iot-0-506,1000,242147.81,242.15,345.92
iot-0-507,1000,242110.75,242.11,345.87
iot-0-508,1000,242182.28,242.18,345.97
iot-0-509,1000,242193.33,242.19,345.99
iot-0-510,1000,242189.60,242.19,345.98
iot-0-511,1000,242149.96,242.15,345.93
iot-0-512,1000,242143.64,242.14,345.92
iot-0-513,1000,242091.01,242.09,345.84
iot-0-514,1000,242107.02,242.11,345.87
iot-0-515,1000,242056.89,242.06,345.79
iot-0-516,1000,242164.61,242.16,345.95
iot-0-517,1000,242034.27,242.03,345.76
iot-0-518,1000,242108.03,242.11,345.87
iot-0-519,1000,242184.57,242.18,345.98
iot-0-520,1000,242163.03,242.16,345.95
iot-0-521,1000,242136.32,242.14,345.91
iot-0-522,1000,242164.75,242.16,345.95
iot-0-523,1000,242195.34,242.20,345.99
iot-0-524,1000,242105.73,242.11,345.86
iot-0-525,1000,242089.81,242.09,345.84
iot-0-526,1000,242103.57,242.10,345.86
iot-0-527,1000,242196.92,242.20,345.99
iot-0-528,1000,242171.93,242.17,345.96
iot-0-529,1000,242061.42,242.06,345.80
iot-0-530,1000,242096.19,242.10,345.85
iot-0-531,1000,242126.41,242.13,345.89
iot-0-532,1000,242114.92,242.11,345.88
iot-0-533,1000,242128.85,242.13,345.90
iot-0-534,1000,242085.09,242.09,345.83
iot-0-535,1000,242113.91,242.11,345.88
iot-0-536,1000,242173.23,242.17,345.96
iot-0-537,1000,242126.98,242.13,345.89
iot-0-538,1000,242123.25,242.12,345.89
iot-0-539,1000,242069.89,242.07,345.81
iot-0-540,1000,242192.18,242.19,345.99
iot-0-541,1000,242109.89,242.11,345.87
iot-0-542,1000,242180.98,242.18,345.97
iot-0-543,1000,242186.30,242.19,345.98
iot-0-544,1000,242046.97,242.05,345.78
iot-0-545,1000,242053.02,242.05,345.79
iot-0-546,1000,242162.17,242.16,345.94
iot-0-547,1000,242164.04,242.16,345.95
iot-0-548,1000,242159.87,242.16,345.94
iot-0-549,1000,242146.66,242.15,345.92
iot-0-550,1000,242052.45,242.05,345.79
iot-0-551,1000,242108.31,242.11,345.87
iot-0-552,1000,242054.40,242.05,345.79
iot-0-553,1000,242170.79,242.17,345.96
iot-0-554,1000,242111.90,242.11,345.87
iot-0-555,1000,242160.73,242.16,345.94
iot-0-556,1000,242189.89,242.19,345.98
iot-0-557,1000,242151.68,242.15,345.93
iot-0-558,1000,242046.66,242.05,345.78
iot-0-559,1000,242160.88,242.16,345.94
iot-0-560,1000,242076.38,242.08,345.82
iot-0-561,1000,242073.35,242.07,345.82
iot-0-562,1000,242055.28,242.06,345.79
iot-0-563,1000,242111.33,242.11,345.87
iot-0-564,1000,242188.88,242.19,345.98
iot-0-565,1000,242176.96,242.18,345.97
iot-0-566,1000,242065.59,242.07,345.81
iot-0-567,1000,242081.16,242.08,345.83
iot-0-568,1000,242175.24,242.18,345.96
iot-0-569,1000,242077.09,242.08,345.82
iot-0-570,1000,242060.56,242.06,345.80
iot-0-571,1000,242177.54,242.18,345.97
iot-0-572,1000,242164.32,242.16,345.95
iot-0-573,1000,242054.69,242.05,345.79
