Server,Tasks Executed,Energy Consumed,Average Energy Consumed,Average Time
iot-0-92,2000,88945344.978061,44472.7,494.141
iot-0-93,2000,88943190.436628,44471.6,494.129
iot-0-94,2000,88946749.972628,44473.4,494.148
iot-0-95,2000,88945813.252628,44472.9,494.143
iot-0-96,2000,88946656.386061,44473.3,494.148
iot-0-97,2000,88943892.976628,44471.9,494.133
iot-0-98,2000,88946562.628628,44473.3,494.147
iot-0-99,2000,88946937.316628,44473.5,494.149
iot-0-100,2000,88945766.416628,44472.9,494.143
iot-0-101,2000,88944314.500628,44472.2,494.135
iot-0-102,2000,88946328.534062,44473.2,494.146
iot-0-103,2000,88945344.892627,44472.7,494.141
iot-0-104,2000,88945485.486062,44472.7,494.141
iot-0-105,2000,88943143.600628,44471.6,494.128
iot-0-106,2000,88944970.204628,44472.5,494.139
iot-0-107,2000,88947499.348628,44473.7,494.153
iot-0-108,2000,88946000.596628,44473,494.144
iot-0-109,2000,88946375.284628,44473.2,494.146
iot-0-110,2000,88946094.268628,44473,494.145
iot-0-111,2000,88945719.580628,44472.9,494.143
iot-0-112,2000,88945485.400628,44472.7,494.141
iot-0-113,2000,88945298.056628,44472.6,494.14
iot-0-114,2000,88945953.760628,44473,494.144
iot-0-115,2000,88946141.104628,44473.1,494.145
iot-0-116,2000,88946047.518062,44473,494.145
iot-0-117,2000,88947405.676628,44473.7,494.152
iot-0-118,2000,88947452.598062,44473.7,494.152
iot-0-119,2000,88944080.320628,44472,494.134
iot-0-120,2000,88945532.236628,44472.8,494.142
iot-0-121,2000,88944876.532628,44472.4,494.138
iot-0-122,2000,88947686.692628,44473.8,494.154
iot-0-123,2000,88947686.778062,44473.8,494.154
iot-0-124,2000,88946187.940628,44473.1,494.145
iot-0-125,2000,88947967.708628,44474,494.155
iot-0-126,2000,88947077.824628,44473.5,494.15
iot-0-127,2000,88945625.908628,44472.8,494.142
iot-0-128,2000,88948342.396628,44474.2,494.157
iot-0-129,2000,88946422.120628,44473.2,494.147
iot-0-130,2000,88947124.660628,44473.6,494.15
iot-0-131,2000,88944782.860628,44472.4,494.137
iot-0-132,2000,88946047.432628,44473,494.145
iot-0-133,2000,88947639.856628,44473.8,494.153
iot-0-134,2000,88946796.808628,44473.4,494.149
iot-0-135,2000,88944829.696628,44472.4,494.138
iot-0-136,2000,88947312.004628,44473.7,494.152
iot-0-137,2000,88947874.036629,44473.9,494.155
iot-0-138,2000,88945672.744628,44472.8,494.142
iot-0-139,2000,88947171.496628,44473.6,494.151
iot-0-140,2000,88946984.152628,44473.5,494.15
iot-0-141,2000,88946515.792628,44473.3,494.147
iot-0-142,2000,88948155.223496,44474.1,494.156
iot-0-143,2000,88948014.544628,44474,494.155
iot-0-144,2000,88948061.466062,44474,494.156
iot-0-145,2000,88945906.924628,44473,494.144
iot-0-146,2000,88946703.136628,44473.4,494.148
iot-0-147,2000,88947593.020628,44473.8,494.153
iot-0-148,2000,88949606.968628,44474.8,494.164
iot-0-149,2000,88946890.566062,44473.4,494.149
iot-0-150,2000,88949981.656628,44475,494.166
iot-0-151,2000,88947030.988628,44473.5,494.15
iot-0-152,2000,88947546.355495,44473.8,494.153
iot-0-153,2000,88947358.840628,44473.7,494.152
iot-0-154,2000,88948998.100628,44474.5,494.161
iot-0-155,2000,88946609.550062,44473.3,494.148
iot-0-156,2000,88946234.776628,44473.1,494.146
iot-0-157,2000,88945438.564628,44472.7,494.141
iot-0-158,2000,88947920.872628,44474,494.155
iot-0-159,2000,88949044.936628,44474.5,494.161
iot-0-160,2000,88949232.280628,44474.6,494.162
iot-0-161,2000,88947218.332628,44473.6,494.151
iot-0-162,2000,88948951.264628,44474.5,494.161
iot-0-163,2000,88948717.084628,44474.4,494.159
iot-0-164,2000,88948482.904628,44474.2,494.158
iot-0-165,2000,88948108.216628,44474.1,494.156
iot-0-166,2000,88950169.000628,44475.1,494.167
iot-0-167,2000,88952557.636629,44476.3,494.181
iot-0-168,2000,88950122.164628,44475.1,494.167
iot-0-169,2000,88947265.168628,44473.6,494.151
iot-0-170,2000,88947827.200628,44473.9,494.154
iot-0-171,2000,88949513.296628,44474.8,494.164
iot-0-172,2000,88949747.476628,44474.9,494.165
iot-0-173,2000,88949279.116628,44474.6,494.162
iot-0-174,2000,88948529.740628,44474.3,494.158
iot-0-175,2000,88948389.232628,44474.2,494.158
iot-0-176,2000,88949560.132628,44474.8,494.164
iot-0-177,2000,88950356.344628,44475.2,494.168
iot-0-178,2000,88950262.672628,44475.1,494.168
iot-0-179,2000,88948904.428628,44474.5,494.16
iot-0-180,2000,88948436.068629,44474.2,494.158
iot-0-181,2000,88949934.820628,44475,494.166
iot-0-182,2000,88948623.412628,44474.3,494.159
iot-0-183,2000,88949325.952628,44474.7,494.163
iot-0-184,2000,88948670.248628,44474.3,494.159
iot-0-185,2000,88950309.508628,44475.2,494.168
iot-0-186,2000,88948201.888628,44474.1,494.156
iot-0-187,2000,88949419.624628,44474.7,494.163
iot-0-188,2000,88949185.444628,44474.6,494.162
iot-0-189,2000,88950965.212628,44475.5,494.172
iot-0-190,2000,88948576.576628,44474.3,494.159
iot-0-191,2000,88949841.148628,44474.9,494.166
iot-0-192,2000,88952651.394062,44476.3,494.181
iot-0-193,2000,88951293.064629,44475.6,494.174
iot-0-194,2000,88951012.048628,44475.5,494.172
iot-0-195,2000,88947733.528629,44473.9,494.154
iot-0-196,2000,88950684.196628,44475.3,494.17
iot-0-197,2000,88950824.790062,44475.4,494.171
iot-0-198,2000,88949653.804628,44474.8,494.165
iot-0-199,2000,88951948.768629,44476,494.177
iot-0-200,2000,88949091.772628,44474.5,494.161
iot-0-201,2000,88950028.492628,44475,494.167
iot-0-202,2000,88949887.984628,44474.9,494.166
iot-0-203,2000,88949372.788628,44474.7,494.163
iot-0-204,2000,88947780.535496,44473.9,494.154
iot-0-205,2000,88948857.592628,44474.4,494.16
iot-0-206,2000,88950777.868629,44475.4,494.171
iot-0-207,2000,88948763.920628,44474.4,494.16
iot-0-208,2000,88950450.016628,44475.2,494.169
iot-0-209,2000,88950918.376629,44475.5,494.172
iot-0-210,2000,88952276.620628,44476.1,494.179
iot-0-211,2000,88950637.360628,44475.3,494.17
iot-0-212,2000,88951386.736629,44475.7,494.174
iot-0-213,2000,88950403.180628,44475.2,494.169
iot-0-214,2000,88949700.640629,44474.9,494.165
iot-0-215,2000,88949794.312628,44474.9,494.165
iot-0-216,2000,88950871.540628,44475.4,494.171
iot-0-217,2000,88949138.608629,44474.6,494.162
iot-0-218,2000,88951808.260629,44475.9,494.177
iot-0-219,2000,88948810.756628,44474.4,494.16
iot-0-220,2000,88952136.112628,44476.1,494.178
iot-0-221,2000,88952182.948629,44476.1,494.179
iot-0-222,2000,88952042.526062,44476,494.178
iot-0-223,2000,88951246.399496,44475.6,494.173
iot-0-224,2000,88950075.328628,44475,494.167
iot-0-225,2000,88948295.560628,44474.1,494.157
iot-0-226,2000,88950496.938062,44475.2,494.169
iot-0-227,2000,88952042.440629,44476,494.178
iot-0-228,2000,88952932.324629,44476.5,494.183
iot-0-229,2000,88951714.588629,44475.9,494.176
iot-0-230,2000,88951152.556629,44475.6,494.173
iot-0-231,2000,88953681.700629,44476.8,494.187
iot-0-232,2000,88951527.244629,44475.8,494.175
iot-0-233,2000,88949466.460628,44474.7,494.164
iot-0-234,2000,88950215.836628,44475.1,494.168
iot-0-235,2000,88952370.292629,44476.2,494.18
iot-0-236,2000,88951620.916629,44475.8,494.175
iot-0-237,2000,88951105.806062,44475.6,494.173
iot-0-238,2000,88951761.424628,44475.9,494.176
iot-0-239,2000,88951480.408629,44475.7,494.175
iot-0-240,2000,88951901.932629,44476,494.177
iot-0-241,2000,88951339.986062,44475.7,494.174
iot-0-242,2000,88950731.032628,44475.4,494.171
iot-0-243,2000,88950543.688629,44475.3,494.169
iot-0-244,2000,88952323.456629,44476.2,494.179
iot-0-245,2000,88951058.884629,44475.5,494.172
iot-0-246,2000,88953962.716629,44477,494.188
iot-0-247,2000,88952885.488629,44476.4,494.182
iot-0-248,2000,88953775.372629,44476.9,494.187
iot-0-249,2000,88952510.886062,44476.3,494.18
iot-0-250,2000,88953822.208629,44476.9,494.188
iot-0-251,2000,88951246.228629,44475.6,494.173
iot-0-252,2000,88954431.076629,44477.2,494.191
iot-0-253,2000,88953869.044629,44476.9,494.188
iot-0-254,2000,88952463.964629,44476.2,494.18
iot-0-255,2000,88948248.724628,44474.1,494.157
iot-0-256,2000,88951433.572628,44475.7,494.174
iot-0-257,2000,88950590.524629,44475.3,494.17
iot-0-258,2000,88951995.604629,44476,494.178
iot-0-259,2000,88953400.684629,44476.7,494.185
iot-0-260,2000,88952229.784629,44476.1,494.179
iot-0-261,2000,88952698.144629,44476.3,494.181
iot-0-262,2000,88954618.420629,44477.3,494.192
iot-0-263,2000,88953447.520629,44476.7,494.186
iot-0-264,2000,88951199.563496,44475.6,494.173
iot-0-265,2000,88952604.472629,44476.3,494.181
iot-0-266,2000,88951667.752629,44475.8,494.176
iot-0-267,2000,88954243.732629,44477.1,494.19
iot-0-268,2000,88954712.092629,44477.4,494.193
iot-0-269,2000,88953025.996629,44476.5,494.183
iot-0-270,2000,88955742.484629,44477.9,494.198
iot-0-271,2000,88952932.410062,44476.5,494.183
iot-0-272,2000,88952838.652629,44476.4,494.182
iot-0-273,2000,88953213.340629,44476.6,494.184
iot-0-274,2000,88952791.816629,44476.4,494.182
iot-0-275,2000,88952979.160629,44476.5,494.183
iot-0-276,2000,88953962.802063,44477,494.188
iot-0-277,2000,88953588.028629,44476.8,494.186
iot-0-278,2000,88955367.796629,44477.7,494.196
iot-0-279,2000,88954852.600629,44477.4,494.193
iot-0-280,2000,88952089.276629,44476,494.178
iot-0-281,2000,88951855.096629,44475.9,494.177
iot-0-282,2000,88952417.128628,44476.2,494.18
iot-0-283,2000,88953353.848629,44476.7,494.185
iot-0-284,2000,88953307.012629,44476.7,494.185
iot-0-285,2000,88954196.896629,44477.1,494.19
iot-0-286,2000,88951152.642062,44475.6,494.173
iot-0-287,2000,88954337.404629,44477.2,494.191
iot-0-288,2000,88956070.422063,44478,494.2
iot-0-289,2000,88952744.980629,44476.4,494.182
iot-0-290,2000,88954056.388629,44477,494.189
iot-0-291,2000,88954899.522062,44477.4,494.194
iot-0-292,2000,88955133.702062,44477.6,494.195
iot-0-293,2000,88953353.934063,44476.7,494.185
iot-0-294,2000,88951574.080628,44475.8,494.175
iot-0-295,2000,88954150.060629,44477.1,494.19
iot-0-296,2000,88953634.864629,44476.8,494.187
iot-0-297,2000,88954337.490063,44477.2,494.191
iot-0-298,2000,88955508.304629,44477.8,494.197
iot-0-299,2000,88953541.192629,44476.8,494.186
iot-0-300,2000,88953119.754062,44476.6,494.184
iot-0-301,2000,88953026.082062,44476.5,494.183
iot-0-302,2000,88954665.256629,44477.3,494.192
iot-0-303,2000,88955648.812629,44477.8,494.198
iot-0-304,2000,88955227.288629,44477.6,494.196
iot-0-305,2000,88957803.268629,44478.9,494.21
iot-0-306,2000,88953494.356629,44476.7,494.186
iot-0-307,2000,88955180.452629,44477.6,494.195
iot-0-308,2000,88955836.156629,44477.9,494.199
iot-0-309,2000,88953915.880629,44477,494.188
iot-0-310,2000,88954103.224629,44477.1,494.189
iot-0-311,2000,88956491.946063,44478.2,494.203
iot-0-312,2000,88953728.536629,44476.9,494.187
iot-0-313,2000,88954758.928629,44477.4,494.193
iot-0-314,2000,88954477.912629,44477.2,494.191
iot-0-315,2000,88954805.764629,44477.4,494.193
iot-0-316,2000,88954524.748629,44477.3,494.192
iot-0-317,2000,88954993.279496,44477.5,494.194
iot-0-318,2000,88955601.976629,44477.8,494.198
iot-0-319,2000,88953260.176629,44476.6,494.185
iot-0-320,2000,88953119.839496,44476.6,494.184
iot-0-321,2000,88954571.584629,44477.3,494.192
iot-0-322,2000,88953166.504629,44476.6,494.184
iot-0-323,2000,88955461.468629,44477.7,494.197
iot-0-324,2000,88954946.272629,44477.5,494.194
iot-0-325,2000,88956351.352629,44478.2,494.202
iot-0-326,2000,88955039.944629,44477.5,494.194
iot-0-327,2000,88956632.368629,44478.3,494.203
iot-0-328,2000,88956117.172629,44478.1,494.2
iot-0-329,2000,88955789.320629,44477.9,494.199
iot-0-330,2000,88955882.992629,44477.9,494.199
iot-0-331,2000,88955929.828629,44478,494.199
iot-0-332,2000,88956257.680629,44478.1,494.201
iot-0-333,2000,88955695.734062,44477.8,494.198
iot-0-334,2000,88954009.552629,44477,494.189
iot-0-335,2000,88955976.664629,44478,494.2
iot-0-336,2000,88955555.140629,44477.8,494.197
iot-0-337,2000,88955086.866063,44477.5,494.195
iot-0-338,2000,88957803.354063,44478.9,494.21
iot-0-339,2000,88956538.696629,44478.3,494.203
iot-0-340,2000,88954993.108629,44477.5,494.194
iot-0-341,2000,88957053.892629,44478.5,494.206
iot-0-342,2000,88954384.240629,44477.2,494.191
iot-0-343,2000,88955274.124629,44477.6,494.196
iot-0-344,2000,88957147.564629,44478.6,494.206
iot-0-345,2000,88957897.111496,44478.9,494.21
iot-0-346,2000,88956070.336629,44478,494.2
iot-0-347,2000,88956398.188629,44478.2,494.202
iot-0-348,2000,88955320.960629,44477.7,494.196
iot-0-349,2000,88954290.568629,44477.1,494.19
iot-0-350,2000,88957288.072629,44478.6,494.207
iot-0-351,2000,88955414.632629,44477.7,494.197
iot-0-352,2000,88955695.648629,44477.8,494.198
iot-0-353,2000,88956585.532629,44478.3,494.203
iot-0-354,2000,88956445.024629,44478.2,494.202
iot-0-355,2000,88957522.338063,44478.8,494.208
iot-0-356,2000,88956679.204629,44478.3,494.204
iot-0-357,2000,88956960.220629,44478.5,494.205
iot-0-358,2000,88956304.516629,44478.2,494.201
iot-0-359,2000,88956164.179496,44478.1,494.201
iot-0-360,2000,88959067.840629,44479.5,494.217
iot-0-361,2000,88959536.200629,44479.8,494.219
iot-0-362,2000,88956023.500629,44478,494.2
iot-0-363,2000,88958552.644629,44479.3,494.214
iot-0-364,2000,88956210.930062,44478.1,494.201
iot-0-365,2000,88956726.040629,44478.4,494.204
iot-0-366,2000,88958271.628629,44479.1,494.212
iot-0-367,2000,88957756.432629,44478.9,494.21
iot-0-368,2000,88957334.908629,44478.7,494.207
iot-0-369,2000,88957100.728629,44478.6,494.206
iot-0-370,2000,88956866.548629,44478.4,494.205
iot-0-371,2000,88956772.876629,44478.4,494.204
iot-0-372,2000,88958224.792629,44479.1,494.212
iot-0-373,2000,88957475.416629,44478.7,494.208
iot-0-374,2000,88956819.712629,44478.4,494.204
iot-0-375,2000,88959114.676629,44479.6,494.217
iot-0-376,2000,88956538.782062,44478.3,494.203
iot-0-377,2000,88957194.400629,44478.6,494.206
iot-0-378,2000,88957381.744629,44478.7,494.207
iot-0-379,2000,88957007.056629,44478.5,494.205
iot-0-380,2000,88958177.956629,44479.1,494.212
iot-0-381,2000,88956913.384629,44478.5,494.205
iot-0-382,2000,88958084.370063,44479,494.211
iot-0-383,2000,88959208.348629,44479.6,494.218
iot-0-384,2000,88958693.152629,44479.3,494.215
iot-0-385,2000,88957616.095496,44478.8,494.209
iot-0-386,2000,88958037.448629,44479,494.211
iot-0-387,2000,88958084.284629,44479,494.211
iot-0-388,2000,88959161.512629,44479.6,494.217
iot-0-389,2000,88958365.300629,44479.2,494.213
iot-0-390,2000,88957709.596629,44478.9,494.209
iot-0-391,2000,88960800.772629,44480.4,494.226
iot-0-392,2000,88957569.088629,44478.8,494.209
iot-0-393,2000,88957897.026063,44478.9,494.21
iot-0-394,2000,88958880.496629,44479.4,494.216
iot-0-395,2000,88957428.580629,44478.7,494.208
iot-0-396,2000,88957662.760629,44478.8,494.209
iot-0-397,2000,88956164.008629,44478.1,494.201
iot-0-398,2000,88958318.464629,44479.2,494.213
iot-0-399,2000,88959348.856629,44479.7,494.218
iot-0-400,2000,88957241.236629,44478.6,494.207
iot-0-401,2000,88960472.920629,44480.2,494.225
iot-0-402,2000,88960332.412629,44480.2,494.224
iot-0-403,2000,88958505.808629,44479.3,494.214
iot-0-404,2000,88960707.100629,44480.4,494.226
iot-0-405,2000,88958599.480629,44479.3,494.214
iot-0-406,2000,88959442.614063,44479.7,494.219
iot-0-407,2000,88957147.650063,44478.6,494.206
iot-0-408,2000,88959629.872629,44479.8,494.22
iot-0-409,2000,88959302.020629,44479.7,494.218
iot-0-410,2000,88960519.842063,44480.3,494.225
iot-0-411,2000,88958131.120629,44479.1,494.212
iot-0-412,2000,88958646.316629,44479.3,494.215
iot-0-413,2000,88959489.364629,44479.7,494.219
iot-0-414,2000,88958786.824629,44479.4,494.215
iot-0-415,2000,88959255.184629,44479.6,494.218
iot-0-416,2000,88960285.576629,44480.1,494.224
iot-0-417,2000,88960238.740629,44480.1,494.223
iot-0-418,2000,88959583.036629,44479.8,494.22
iot-0-419,2000,88960051.396629,44480,494.222
iot-0-420,2000,88957943.776629,44479,494.211
iot-0-421,2000,88958974.168629,44479.5,494.216
iot-0-422,2000,88958739.988629,44479.4,494.215
iot-0-423,2000,88958833.660629,44479.4,494.216
iot-0-424,2000,88961315.968629,44480.7,494.229
iot-0-425,2000,88961081.788629,44480.5,494.228
iot-0-426,2000,88960519.756629,44480.3,494.225
iot-0-427,2000,88959395.692629,44479.7,494.219
iot-0-428,2000,88962018.508629,44481,494.233
iot-0-429,2000,88960941.280629,44480.5,494.227
iot-0-430,2000,88958927.332629,44479.5,494.216
iot-0-431,2000,88960004.560629,44480,494.222
iot-0-432,2000,88959021.004629,44479.5,494.217
iot-0-433,2000,88960988.116629,44480.5,494.228
iot-0-434,2000,88959770.551496,44479.9,494.221
iot-0-435,2000,88959957.724629,44480,494.222
iot-0-436,2000,88957990.612629,44479,494.211
iot-0-437,2000,88959676.708629,44479.8,494.22
iot-0-438,2000,88959676.794063,44479.8,494.22
iot-0-439,2000,88959910.888629,44480,494.222
iot-0-440,2000,88961175.460629,44480.6,494.229
iot-0-441,2000,88958412.136629,44479.2,494.213
iot-0-442,2000,88960145.068629,44480.1,494.223
iot-0-443,2000,88959817.216629,44479.9,494.221
iot-0-444,2000,88958458.972629,44479.2,494.213
iot-0-445,2000,88962674.212629,44481.3,494.237
iot-0-446,2000,88961034.952630,44480.5,494.228
iot-0-447,2000,88963048.900629,44481.5,494.239
iot-0-448,2000,88961503.312629,44480.8,494.23
iot-0-449,2000,88962252.688629,44481.1,494.235
iot-0-450,2000,88960098.232629,44480,494.223
iot-0-451,2000,88960753.936629,44480.4,494.226
iot-0-452,2000,88960566.592629,44480.3,494.225
iot-0-453,2000,88962299.610063,44481.1,494.235
iot-0-454,2000,88961269.132629,44480.6,494.229
iot-0-455,2000,88957615.924629,44478.8,494.209
iot-0-456,2000,88961690.656629,44480.8,494.231
iot-0-457,2000,88961362.804629,44480.7,494.23
iot-0-458,2000,88959723.544629,44479.9,494.22
iot-0-459,2000,88960660.264629,44480.3,494.226
iot-0-460,2000,88960379.248629,44480.2,494.224
iot-0-461,2000,88960847.608629,44480.4,494.227
iot-0-462,2000,88961409.640629,44480.7,494.23
iot-0-463,2000,88962393.196629,44481.2,494.235
iot-0-464,2000,88963002.064629,44481.5,494.239
iot-0-465,2000,88959864.052629,44479.9,494.221
iot-0-466,2000,88962205.852630,44481.1,494.234
iot-0-467,2000,88963095.736629,44481.5,494.239
iot-0-468,2000,88960426.084629,44480.2,494.224
iot-0-469,2000,88960191.904629,44480.1,494.223
iot-0-470,2000,88961924.922063,44481,494.233
iot-0-471,2000,88962346.360629,44481.2,494.235
iot-0-472,2000,88961831.164629,44480.9,494.232
iot-0-473,2000,88962814.720629,44481.4,494.238
iot-0-474,2000,88962721.048629,44481.4,494.237
iot-0-475,2000,88962112.180629,44481.1,494.234
iot-0-476,2000,88961784.328629,44480.9,494.232
iot-0-477,2000,88961737.492629,44480.9,494.232
iot-0-478,2000,88962533.704629,44481.3,494.236
iot-0-479,2000,88961643.820629,44480.8,494.231
iot-0-480,2000,88960894.444629,44480.4,494.227
iot-0-481,2000,88961456.476629,44480.7,494.23
iot-0-482,2000,88962861.556629,44481.4,494.238
iot-0-483,2000,88961128.624629,44480.6,494.228
iot-0-484,2000,88963236.330063,44481.6,494.24
iot-0-485,2000,88962955.228630,44481.5,494.238
iot-0-486,2000,88964032.456629,44482,494.244
iot-0-487,2000,88963610.932629,44481.8,494.242
iot-0-488,2000,88962627.376629,44481.3,494.237
iot-0-489,2000,88961971.672629,44481,494.233
iot-0-490,2000,88963751.440630,44481.9,494.243
iot-0-491,2000,88962440.032629,44481.2,494.236
iot-0-492,2000,88963657.854063,44481.8,494.242
iot-0-493,2000,88963845.112629,44481.9,494.243
iot-0-494,2000,88960613.428629,44480.3,494.225
iot-0-495,2000,88963985.620630,44482,494.244
iot-0-496,2000,88961596.984629,44480.8,494.231
iot-0-497,2000,88964453.980629,44482.2,494.247
iot-0-498,2000,88961222.296629,44480.6,494.229
iot-0-499,2000,88963376.752630,44481.7,494.241
iot-0-500,2000,88963564.096629,44481.8,494.242
iot-0-501,2000,88962580.540629,44481.3,494.236
iot-0-502,2000,88962159.016629,44481.1,494.234
iot-0-503,2000,88963938.784630,44482,494.244
iot-0-504,2000,88962065.430063,44481,494.233
iot-0-505,2000,88962486.868629,44481.2,494.236
iot-0-506,2000,88964079.292629,44482,494.245
iot-0-507,2000,88963891.948629,44481.9,494.244
iot-0-508,2000,88963704.604629,44481.9,494.243
iot-0-509,2000,88963142.572629,44481.6,494.239
iot-0-510,2000,88962908.392629,44481.5,494.238
iot-0-511,2000,88961878.000629,44480.9,494.232
iot-0-512,2000,88963189.408629,44481.6,494.24
iot-0-513,2000,88962767.970063,44481.4,494.237
iot-0-514,2000,88964500.816630,44482.3,494.247
iot-0-515,2000,88963329.916630,44481.7,494.241
iot-0-516,2000,88963517.260629,44481.8,494.242
iot-0-517,2000,88964641.324629,44482.3,494.248
