Server,Tasks Executed,Energy Consumed,Average Energy Consumed,Average Time Execution, Waiting Time
s-0-140,10049,345404534.11,34372.03,345.06,3432412.05
s-0-141,9896,345412587.13,34904.26,345.09,3432800.14
s-0-142,10087,345402580.14,34242.35,345.06,3432332.46
s-0-143,10074,345403283.16,34286.61,345.07,3432371.02
s-0-144,9890,345412963.68,34925.48,345.06,3432853.48
s-0-145,9890,345412984.19,34925.48,345.07,3432815.12
s-0-146,9886,345413214.71,34939.63,345.05,3432852.87
s-0-147,9908,345412080.23,34861.94,345.09,3432740.96
s-0-148,10104,345401810.74,34184.66,345.06,3431540.19
s-0-149,10219,345395793.76,33799.37,345.08,3431938.61
s-0-150,9883,345413454.28,34950.26,345.09,3432903.95
s-0-151,9992,345407752.30,34568.43,345.07,3431823.54
s-0-152,9944,345410292.81,34735.55,345.07,3432029.15
s-0-153,10050,345404748.33,34368.63,345.04,3432429.07
s-0-154,10123,345400936.35,34120.41,345.10,3431991.39
s-0-155,9953,345409881.86,34704.10,345.07,3432610.57
s-0-156,10029,345405912.38,34440.71,345.04,3432133.82
s-0-157,9914,345411970.40,34840.83,345.06,3432706.08
s-0-158,10016,345406635.91,34485.49,345.08,3432201.22
s-0-159,9977,345408703.93,34620.50,345.08,3431695.47
s-0-160,10101,345402214.45,34194.85,345.10,3432138.19
s-0-161,10025,345406224.96,34454.49,345.09,3431976.82
s-0-162,10164,345398947.98,33982.58,345.07,3432174.93
s-0-163,10126,345400963.50,34110.31,345.08,3432128.37
s-0-164,9964,345409489.01,34665.75,345.10,3432669.08
s-0-165,9896,345413079.53,34904.31,345.07,3432870.31
s-0-166,10059,345404542.55,34337.86,345.07,3432350.70
s-0-167,10078,345403565.56,34273.03,345.06,3432410.42
s-0-168,10168,345398861.08,33969.20,345.07,3431660.84
s-0-169,10136,345400561.60,34076.61,345.08,3432225.80
s-0-170,10048,345405202.11,34375.52,345.09,3431930.49
s-0-171,9847,345415775.13,35078.28,345.08,3432063.48
s-0-172,10139,345400465.65,34066.52,345.09,3431762.04
s-0-173,10154,345399698.66,34016.12,345.07,3432176.57
s-0-174,9875,345414366.68,34978.67,345.08,3432632.15
s-0-175,9899,345413127.20,34893.74,345.09,3432860.05
s-0-176,9961,345409892.71,34676.23,345.09,3432612.24
s-0-177,10084,345403455.73,34252.62,345.07,3432236.77
s-0-178,9867,345414868.75,35007.08,345.13,3432830.56
s-0-179,10001,345407854.26,34537.33,345.08,3432503.53
s-0-180,10091,345403149.78,34228.83,345.07,3432363.85
s-0-181,9999,345408000.30,34544.25,345.09,3432423.19
s-0-182,10002,345407863.31,34533.88,345.07,3432593.18
s-0-183,9879,345414341.33,34964.50,345.09,3432923.44
s-0-184,10068,345404439.35,34307.16,345.06,3432276.20
s-0-185,9789,345419107.37,35286.45,345.05,3433187.24
s-0-186,9969,345409677.88,34648.38,345.06,3432594.81
s-0-187,9905,345413058.40,34872.60,345.10,3432692.14
s-0-188,9958,345410296.42,34686.71,345.10,3432626.19
s-0-189,9857,345415619.43,35042.67,345.08,3432913.79
s-0-190,9988,345408762.45,34582.38,345.10,3432535.11
s-0-191,10125,345401590.47,34113.74,345.05,3431597.20
s-0-192,9959,345410325.98,34683.23,345.09,3432440.39
s-0-193,10218,345396749.00,33802.77,345.07,3431601.92
s-0-194,9806,345418399.52,35225.21,345.08,3433080.97
s-0-195,9906,345413170.03,34869.09,345.08,3431956.02
s-0-196,10140,345400905.55,34063.21,345.08,3431898.76
s-0-197,10004,345408066.07,34527.00,345.09,3432561.59
s-0-198,10012,345407666.58,34499.37,345.08,3432505.99
s-0-199,9980,345409367.10,34610.16,345.09,3431816.27
s-0-200,9987,345409020.12,34585.86,345.05,3432649.39
s-0-201,9822,345417703.13,35167.76,345.06,3432414.15
s-0-202,9857,345415886.15,35042.70,345.07,3432931.23
s-0-203,9932,345411969.17,34777.69,345.09,3432616.12
s-0-204,9981,345409417.18,34606.69,345.08,3432624.36
s-0-205,10007,345408072.70,34516.65,345.08,3432392.24
s-0-206,10006,345408145.72,34520.10,345.07,3432118.42
s-0-207,9936,345411841.23,34763.67,345.05,3432121.30
s-0-208,9964,345410391.75,34665.84,345.07,3432274.35
s-0-209,9961,345410569.77,34676.29,345.07,3432446.49
s-0-210,10049,345405970.28,34372.17,345.09,3432353.34
s-0-211,9854,345416228.30,35053.40,345.07,3432902.30
s-0-212,10005,345408321.32,34523.57,345.08,3432538.82
s-0-213,9984,345409444.33,34596.30,345.07,3431645.62
s-0-214,9754,345421539.85,35413.32,345.08,3432920.80
s-0-215,10029,345407122.87,34440.83,345.05,3432530.83
s-0-216,10080,345404465.88,34266.32,345.06,3432345.79
s-0-217,10077,345404643.90,34276.54,345.06,3432275.10
s-0-218,10008,345408286.92,34513.22,345.07,3432595.24
s-0-219,9877,345415184.94,34971.67,345.08,3432757.41
s-0-220,10032,345407067.95,34430.53,345.06,3432476.87
s-0-221,9938,345412023.47,34756.69,345.10,3432621.43
s-0-222,9989,345409366.49,34578.97,345.07,3432414.97
s-0-223,9975,345410122.00,34627.58,345.06,3431918.04
s-0-224,10134,345401795.02,34083.46,345.10,3432199.12
s-0-225,10090,345404125.54,34232.32,345.09,3432314.61
s-0-226,9904,345413911.05,34876.20,345.07,3432505.25
s-0-227,9905,345413879.07,34872.68,345.07,3431847.11
s-0-228,9963,345410854.59,34669.36,345.07,3432615.53
s-0-229,9945,345411820.10,34732.21,345.08,3432282.00
s-0-230,9962,345410948.12,34672.85,345.04,3431896.73
s-0-231,10059,345405876.14,34337.99,345.08,3432220.53
s-0-232,9888,345414874.15,34932.73,345.09,3432331.38
s-0-233,10020,345407964.67,34471.85,345.10,3432549.29
s-0-234,9932,345412605.19,34777.75,345.08,3432715.43
s-0-235,10036,345407165.70,34416.82,345.07,3432129.74
s-0-236,9969,345410703.72,34648.48,345.10,3432271.83
s-0-237,9977,345410304.24,34620.66,345.09,3432599.53
s-0-238,10113,345403184.75,34154.37,345.06,3431916.85
s-0-239,10140,345401787.77,34063.29,345.11,3431924.13
s-0-240,9941,345412255.79,34746.23,345.11,3432729.38
s-0-241,9938,345412433.80,34756.74,345.08,3432696.15
s-0-242,10005,345408936.82,34523.63,345.04,3431960.76
s-0-243,10063,345405912.34,34324.35,345.07,3432247.51
s-0-244,9971,345410762.85,34641.54,345.09,3431884.52
s-0-245,10045,345406898.37,34385.95,345.09,3431094.25
s-0-246,10133,345402298.89,34086.87,345.08,3432192.35
s-0-247,10198,345398906.90,33869.28,345.07,3431930.66
s-0-248,10257,345395829.92,33674.16,345.06,3431909.70
s-0-249,10159,345400995.44,33999.51,345.08,3431035.53
s-0-250,9988,345409993.45,34582.50,345.09,3431841.99
s-0-251,9944,345412323.97,34735.75,345.06,3432690.61
s-0-252,10036,345407514.49,34416.85,345.07,3432355.72
s-0-253,10222,345397770.01,33789.65,345.06,3432003.25
s-0-254,10086,345404930.52,34245.98,345.08,3432180.73
s-0-255,9990,345409991.04,34575.57,345.09,3431544.77
s-0-256,10011,345408909.06,34502.94,345.07,3432385.77
s-0-257,10161,345401054.57,33992.82,345.08,3432152.57
s-0-258,10073,345405695.09,34290.25,345.07,3432308.86
s-0-259,10045,345407185.61,34385.98,345.09,3432047.42
s-0-260,10117,345403426.12,34140.89,345.07,3431932.73
s-0-261,9970,345411164.14,34645.05,345.07,3432625.79
s-0-262,10058,345406564.66,34341.48,345.07,3431941.96
s-0-263,10077,345405587.67,34276.63,345.08,3432317.89
s-0-264,9842,345417945.69,35096.32,345.07,3433031.34
s-0-265,9853,345417388.71,35057.08,345.09,3432815.55
s-0-266,10112,345403811.72,34157.81,345.08,3431871.07
s-0-267,9931,345413334.74,34781.32,345.08,3432523.83
s-0-268,10070,345406057.76,34300.50,345.07,3432417.39
s-0-269,9887,345415685.77,34936.35,345.08,3432901.29
s-0-270,9916,345414183.79,34834.02,345.11,3432582.09
s-0-271,10000,345409794.31,34540.98,345.09,3432433.56
s-0-272,10019,345408817.32,34475.38,345.11,3432045.53
s-0-273,9980,345410885.34,34610.31,345.10,3432292.98
s-0-274,10170,345400930.86,33962.73,345.06,3432142.93
s-0-275,9923,345413918.87,34809.42,345.08,3432802.21
s-0-276,10012,345409266.89,34499.53,345.06,3432571.65
s-0-277,9936,345413277.41,34763.82,345.07,3432691.63
s-0-278,9995,345410200.42,34558.30,345.05,3432637.70
s-0-279,10011,345409380.94,34502.98,345.03,3432559.34
s-0-280,10021,345408876.46,34468.50,345.09,3432389.08
s-0-281,10045,345407636.97,34386.03,345.07,3432459.03
s-0-282,10098,345404874.99,34205.28,345.08,3431336.36
s-0-283,10042,345407835.51,34396.32,345.04,3432387.73
s-0-284,10176,345400821.03,33942.69,345.08,3431857.85
s-0-285,10022,345408926.54,34465.07,345.08,3432400.40
s-0-286,9901,345415299.56,34886.91,345.09,3432668.49
s-0-287,10155,345401985.08,34013.00,345.08,3432133.07
s-0-288,9923,345414185.59,34809.45,345.08,3432732.25
s-0-289,9941,345413261.11,34746.33,345.09,3432587.15
s-0-290,9977,345411391.63,34620.77,345.08,3431178.66
s-0-291,10061,345407002.14,34331.28,345.06,3432450.62
s-0-292,10134,345403190.16,34083.60,345.08,3432180.25
s-0-293,10222,345398590.68,33789.73,345.05,3431915.42
s-0-294,9950,345412891.19,34714.86,345.11,3432425.17
s-0-295,10152,345402306.71,34023.08,345.09,3432203.65
s-0-296,9964,345412197.23,34666.02,345.03,3432113.10
s-0-297,9857,345417835.24,35042.90,345.15,3432254.02
s-0-298,10099,345405150.76,34201.92,345.11,3432017.82
s-0-299,9767,345422601.28,35366.29,345.08,3433216.16
s-0-300,9904,345415429.29,34876.36,345.07,3432811.02
s-0-301,9944,345413349.81,34735.86,345.08,3432149.72
s-0-302,9877,345416887.83,34971.84,345.06,3432538.93
s-0-303,9995,345410713.34,34558.35,345.06,3432307.33
s-0-304,10004,345410261.36,34527.22,345.07,3432588.26
s-0-305,10206,345399676.88,33842.81,345.09,3431553.75
s-0-306,10109,345404789.89,34168.05,345.04,3432330.01
s-0-307,10178,345401187.91,33936.06,345.05,3432111.13
s-0-308,10037,345408610.93,34413.53,345.08,3432351.78
s-0-309,9938,345413828.94,34756.88,345.07,3432260.62
s-0-310,10096,345405554.46,34212.12,345.09,3431773.75
s-0-311,9933,345414132.48,34774.40,345.11,3432455.31
s-0-312,9957,345412892.99,34690.46,345.07,3432704.98
s-0-313,9899,345415958.51,34894.03,345.07,3432826.82
s-0-314,9912,345415296.53,34848.19,345.09,3432575.36
s-0-315,10029,345409174.55,34441.04,345.08,3432418.50
s-0-316,10075,345406780.06,34283.55,345.08,3432405.72
s-0-317,10107,345405120.58,34174.84,345.08,3432169.95
s-0-318,9867,345417741.10,35007.37,345.09,3432811.18
s-0-319,10121,345404426.61,34127.50,345.09,3432156.09
s-0-320,10167,345402032.13,33972.86,345.09,3431838.32
s-0-321,9895,345416332.65,34908.17,345.11,3432837.07
s-0-322,9902,345415985.66,34883.46,345.07,3432768.55
s-0-323,9900,345416111.18,34890.52,345.06,3432790.71
s-0-324,10166,345402166.70,33976.21,345.08,3432027.06
s-0-325,10011,345410324.71,34503.08,345.06,3432543.95
s-0-326,10098,345405777.73,34205.37,345.08,3432362.62
s-0-327,9917,345415300.75,34830.62,345.07,3432811.44
s-0-328,9967,345412696.26,34655.63,345.11,3432417.85
s-0-329,9987,345411666.78,34586.13,345.10,3432608.97
s-0-330,9978,345412159.80,34617.37,345.08,3432086.42
s-0-331,9811,345420947.81,35207.52,345.15,3433064.56
s-0-332,9975,345412358.33,34627.81,345.09,3432650.00
s-0-333,9970,345412641.35,34645.20,345.05,3432660.69
s-0-334,9993,345411454.36,34565.34,345.08,3432337.20
s-0-335,10162,345402602.38,33989.63,345.07,3432150.31
s-0-336,10149,345403305.40,34033.24,345.07,3432218.42
s-0-337,10088,345406528.41,34239.35,345.08,3432089.22
s-0-338,10019,345410171.43,34475.51,345.05,3432509.69
s-0-339,10015,345410401.95,34489.31,345.10,3432321.93
s-0-340,10026,345409844.96,34451.41,345.07,3432486.71
s-0-341,10037,345409287.98,34413.60,345.10,3431889.66
s-0-342,10055,345408363.50,34351.90,345.08,3432430.31
s-0-343,10091,345406494.01,34229.16,345.07,3432374.93
s-0-344,10140,345403942.03,34063.51,345.09,3431765.79
s-0-345,9919,345415565.05,34823.63,345.09,3432780.87
s-0-346,10161,345402880.57,33993.00,345.07,3431759.22
s-0-347,9973,345412771.08,34634.79,345.05,3432662.93
s-0-348,9980,345412424.10,34610.46,345.06,3432633.18
s-0-349,9972,345412864.62,34638.27,345.05,3432640.15
s-0-350,10122,345405010.13,34124.19,345.06,3432200.14
s-0-351,9907,345416318.15,34865.88,345.06,3432826.00
s-0-352,10195,345401218.67,33879.47,345.06,3432097.39
s-0-353,10025,345410164.18,34454.88,345.07,3432129.72
s-0-354,9947,345414279.70,34725.47,345.06,3432603.34
s-0-355,10070,345407842.72,34300.68,345.05,3432358.51
s-0-356,10009,345411065.73,34510.05,345.09,3432399.04
s-0-357,9758,345424263.75,35399.08,345.09,3433126.88
s-0-358,9916,345415989.27,34834.21,345.06,3432789.90
s-0-359,9885,345417637.28,34943.62,345.08,3432645.01
s-0-360,10075,345407682.80,34283.64,345.06,3432236.33
s-0-361,10196,345401350.82,33876.16,345.08,3431976.86
s-0-362,9923,345415703.83,34809.60,345.06,3432379.05
s-0-363,10176,345402441.85,33942.85,345.09,3430946.64
s-0-364,10118,345405507.37,34137.73,345.07,3432236.87
s-0-365,10194,345401537.88,33882.83,345.08,3432071.54
s-0-366,10014,345411008.40,34492.81,345.06,3432548.28
s-0-367,10299,345396066.42,33536.85,345.07,3431735.94
s-0-368,9889,345417611.93,34929.48,345.06,3432786.14
s-0-369,9973,345413222.45,34634.84,345.02,3432677.08
s-0-370,9808,345421905.47,35218.38,345.11,3432944.37
s-0-371,10046,345409430.98,34382.78,345.07,3432462.72
s-0-372,10052,345409136.50,34362.23,345.08,3432205.68
s-0-373,10094,345406952.02,34219.04,345.09,3432298.82
s-0-374,10090,345407182.53,34232.62,345.08,3432233.53
s-0-375,9674,345429043.05,35706.95,345.07,3433483.24
s-0-376,10015,345411161.07,34489.38,345.08,3432120.96
s-0-377,10111,345406141.58,34161.42,345.08,3432200.03
s-0-378,10164,345403379.60,33983.02,345.07,3431752.88
s-0-379,9721,345426657.62,35534.07,345.06,3432673.49
s-0-380,9936,345415390.64,34764.03,345.06,3431904.51
s-0-381,9845,345420188.65,35085.85,345.06,3432931.84
s-0-382,9999,345412124.17,34544.67,345.06,3431923.42
s-0-383,10020,345411042.19,34472.16,345.06,3432462.30
s-0-384,9915,345416575.20,34837.78,345.09,3432723.11
s-0-385,10019,345411135.72,34475.61,345.11,3431938.84
s-0-386,10094,345407218.74,34219.06,345.08,3431862.65
s-0-387,10071,345408446.75,34297.33,345.09,3432274.09
s-0-388,10133,345405212.27,34087.16,345.06,3432072.02
s-0-389,9810,345422190.29,35211.23,345.10,3432981.33
s-0-390,9998,345412340.80,34548.14,345.07,3432485.35
s-0-391,10120,345405956.32,34131.02,345.07,3432300.27
s-0-392,10015,345411489.34,34489.41,345.08,3432337.66
s-0-393,10145,345404684.85,34046.79,345.07,3432188.87
s-0-394,9884,345418407.87,34947.23,345.11,3432368.67
s-0-395,9988,345412968.39,34582.80,345.06,3432507.07
s-0-396,10174,345403223.90,33949.60,345.07,3432136.57
s-0-397,10009,345411906.92,34510.13,345.06,3432569.59
s-0-398,9862,345419644.94,35025.31,345.09,3432912.35
s-0-399,10002,345412315.45,34534.32,345.07,3432463.05
s-0-400,10036,345410550.97,34417.15,345.11,3432409.37
s-0-401,10068,345408891.49,34307.60,345.08,3432136.75
s-0-402,9996,345412692.00,34555.09,345.05,3432071.61
s-0-403,10139,345405205.02,34066.99,345.08,3432135.32
s-0-404,9835,345421185.54,35121.63,345.06,3433052.88
s-0-405,9930,345416218.55,34785.12,345.08,3432615.63
s-0-406,9989,345413141.57,34579.35,345.07,3432628.88
s-0-407,10116,345406494.59,34144.57,345.07,3432096.92
s-0-408,9961,345414652.60,34676.70,345.04,3432725.91
s-0-409,9935,345416038.12,34767.59,345.07,3432711.74
s-0-410,10121,345406293.64,34127.68,345.10,3432186.19
s-0-411,9981,345413664.15,34607.12,345.06,3431743.36
s-0-412,9851,345420509.67,35064.51,345.09,3432325.20
s-0-413,10050,345410082.69,34369.16,345.07,3432358.34
s-0-414,9970,345414303.21,34645.37,345.08,3432497.08
s-0-415,10085,345408286.22,34249.71,345.08,3432147.92
s-0-416,9970,345414344.24,34645.37,345.07,3432676.06
s-0-417,9828,345421819.76,35146.71,345.10,3432697.69
s-0-418,9926,345416695.27,34799.18,345.03,3431117.04
s-0-419,9808,345422910.79,35218.49,345.07,3433024.55
s-0-420,9945,345415738.81,34732.60,345.08,3432748.26
s-0-421,10065,345409459.32,34317.88,345.06,3431984.41
s-0-422,10089,345408219.84,34236.12,345.05,3432264.24
s-0-423,10074,345409027.86,34287.18,345.10,3432147.86
s-0-424,9895,345418445.87,34908.38,345.06,3432898.21
s-0-425,10082,345408648.89,34259.93,345.06,3432388.47
s-0-426,9949,345415651.91,34718.63,345.06,3432210.92
s-0-427,10135,345405907.42,34080.50,345.04,3432030.98
s-0-428,9991,345413487.94,34572.46,345.06,3432540.25
s-0-429,10025,345411723.46,34455.03,345.06,3432502.72
s-0-430,9945,345415943.97,34732.62,345.09,3432705.38
s-0-431,10106,345407511.99,34178.46,345.08,3432046.57
s-0-432,9914,345417612.51,34841.40,345.10,3432743.94
s-0-433,9766,345425403.02,35370.20,345.08,3433066.18
s-0-434,10050,345410513.54,34369.21,345.08,3431960.83
s-0-435,9898,345418514.06,34897.81,345.05,3432895.34
s-0-436,9749,345426357.07,35431.98,345.07,3432765.32
s-0-437,10028,345411730.09,34444.73,345.06,3432411.83
s-0-438,10167,345404453.11,33973.09,345.08,3431926.76
s-0-439,10084,345408831.12,34253.16,345.03,3432307.02
s-0-440,9988,345413891.64,34582.89,345.07,3432637.29
s-0-441,9959,345415434.66,34683.75,345.08,3432551.92
s-0-442,10014,345412567.67,34492.97,345.07,3432566.52
s-0-443,9940,345416473.19,34750.15,345.08,3432603.09
s-0-444,9952,345415863.71,34708.19,345.08,3431364.28
s-0-445,10182,345403809.23,33922.98,345.07,3432081.79
s-0-446,10009,345412912.24,34510.23,345.05,3431789.68
s-0-447,10008,345412985.26,34513.69,345.05,3432558.74
s-0-448,9947,345416208.28,34725.67,345.06,3431789.74
s-0-449,9927,345417278.79,34795.74,345.07,3432199.08
s-0-450,9962,345415461.81,34673.30,345.08,3431826.84
s-0-451,9913,345418054.83,34844.96,345.08,3432772.04
s-0-452,9972,345414977.84,34638.49,345.06,3432653.90
s-0-453,10006,345413213.36,34520.61,345.09,3432528.56
s-0-454,10032,345411868.88,34431.01,345.08,3432375.85
s-0-455,10036,345411679.39,34417.27,345.08,3432454.30
s-0-456,10012,345412959.91,34499.90,345.09,3432579.03
s-0-457,9979,345414712.93,34614.16,345.08,3432626.00
s-0-458,9982,345414575.94,34603.74,345.07,3432652.88
s-0-459,10119,345407403.96,34134.54,345.08,3432182.80
s-0-460,9956,345415981.98,34694.25,345.08,3432220.21
s-0-461,10053,345410909.99,34358.99,345.07,3432390.91
s-0-462,10226,345401848.01,33776.83,345.08,3431313.92
