Server,Tasks Executed,Energy Consumed,Average Energy Consumed,Average Time Execution, Waiting Time
s-0-463,10298,345398088.53,33540.31,345.06,3431310.66
s-0-464,9932,345417324.04,34778.22,345.11,3432733.07
s-0-465,10021,345412672.06,34468.88,345.09,3432531.44
s-0-466,9964,345415685.08,34666.37,345.08,3432507.73
s-0-467,10153,345405783.09,34020.07,345.10,3432140.25
s-0-468,9965,345415673.61,34662.89,345.10,3432591.42
s-0-469,9910,345418581.63,34855.56,345.08,3432834.21
s-0-470,9863,345421069.64,35021.91,345.08,3432926.30
s-0-471,9987,345414580.16,34586.42,345.08,3432609.59
s-0-472,9833,345422685.68,35128.92,345.06,3432804.36
s-0-473,10040,345411838.69,34403.57,345.09,3432384.59
s-0-474,9813,345423776.71,35200.63,345.08,3432897.97
s-0-475,9952,345416499.73,34708.25,345.08,3432646.71
s-0-476,9802,345424395.25,35240.20,345.09,3433141.70
s-0-477,9874,345420635.76,34982.85,345.07,3432938.83
s-0-478,10060,345410891.28,34335.08,345.08,3432283.50
s-0-479,10072,345410281.80,34294.11,345.06,3432432.16
s-0-480,9908,345418912.31,34862.63,345.08,3432839.75
s-0-481,9919,345418355.33,34823.91,345.06,3432798.92
s-0-482,10114,345408138.35,34151.49,345.09,3432221.07
s-0-483,9994,345414458.86,34562.18,345.08,3432322.90
s-0-484,10030,345412589.38,34437.95,345.06,3432429.47
s-0-485,10066,345410719.90,34314.60,345.07,3432399.33
s-0-486,10078,345410110.41,34273.68,345.11,3432031.44
s-0-487,10220,345402675.93,33796.74,345.12,3431963.84
s-0-488,9864,345421386.45,35018.39,345.06,3432910.71
s-0-489,10056,345411326.96,34348.78,345.07,3432067.59
s-0-490,9923,345418329.98,34809.87,345.07,3432774.31
s-0-491,10026,345412943.00,34451.72,345.09,3432451.43
s-0-492,10044,345412018.51,34389.89,345.07,3432421.69
s-0-493,9961,345416396.53,34676.88,345.05,3432231.24
s-0-494,9982,345415314.55,34603.82,345.04,3432668.28
s-0-495,9998,345414495.06,34548.36,345.08,3432623.14
s-0-496,9994,345414725.58,34562.21,345.10,3432483.68
s-0-497,9950,345417056.10,34715.28,345.11,3432611.23
s-0-498,10045,345412089.11,34386.47,345.05,3432349.93
s-0-499,9980,345415522.13,34610.77,345.07,3432308.93
s-0-500,10014,345413757.65,34493.09,345.11,3431880.08
s-0-501,9927,345418345.66,34795.84,345.08,3432724.45
s-0-502,10078,345410438.68,34273.71,345.09,3431820.76
s-0-503,9864,345421694.20,35018.42,345.07,3432813.32
s-0-504,9895,345420087.21,34908.55,345.08,3432718.08
s-0-505,9942,345417640.23,34743.28,345.05,3432223.85
s-0-506,10084,345410205.75,34253.29,345.08,3432319.12
s-0-507,9975,345415948.77,34628.17,345.08,3432065.10
s-0-508,10013,345413974.28,34496.55,345.08,3432110.97
s-0-509,9881,345420924.80,34958.09,345.08,3431928.23
s-0-510,10037,345412755.32,34413.94,345.09,3432518.52
s-0-511,9858,345422173.33,35039.78,345.06,3432988.26
s-0-512,9961,345416786.35,34676.92,345.07,3431451.96
s-0-513,9895,345420271.87,34908.57,345.07,3432866.00
s-0-514,10149,345406957.38,34033.60,345.08,3432088.54
s-0-515,10008,345414380.40,34513.83,345.10,3432552.15
s-0-516,9862,345422065.92,35025.56,345.08,3432348.05
s-0-517,10026,345413476.43,34451.77,345.08,3432291.32
s-0-518,9991,345415334.45,34572.65,345.08,3432459.70
s-0-519,10009,345414409.97,34510.38,345.05,3432597.29
s-0-520,10283,345400045.48,33589.42,345.08,3430721.48
s-0-521,10310,345398648.50,33501.32,345.08,3431619.86
s-0-522,10025,345413631.52,34455.23,345.10,3432462.91
s-0-523,9912,345419584.53,34848.63,345.08,3432521.46
s-0-524,9982,345415930.05,34603.88,345.10,3432607.54
s-0-525,9840,345423405.57,35104.00,345.05,3433016.16
s-0-526,10022,345413871.08,34465.56,345.10,3432500.25
s-0-527,10035,345413209.10,34420.85,345.10,3431167.57
s-0-528,9953,345417534.62,34704.87,345.07,3432521.91
s-0-529,9893,345420705.13,34915.67,345.07,3432901.50
s-0-530,10274,345400723.15,33618.91,345.07,3431429.36
s-0-531,9948,345417858.67,34722.34,345.07,3432689.79
s-0-532,9984,345415989.18,34596.95,345.09,3432137.08
s-0-533,10075,345411232.20,34283.99,345.05,3432275.48
s-0-534,10012,345414560.22,34500.06,345.06,3432227.47
s-0-535,10117,345409068.23,34141.45,345.10,3431240.04
s-0-536,10093,345410348.75,34222.76,345.07,3432337.59
s-0-537,9957,345417509.27,34690.92,345.09,3431698.55
s-0-538,10022,345414117.28,34465.59,345.08,3432531.03
s-0-539,10023,345414085.30,34462.15,345.06,3432222.01
s-0-540,10011,345414735.82,34503.52,345.08,3432001.90
s-0-541,10109,345409611.34,34168.52,345.12,3432328.98
s-0-542,10012,345414724.35,34500.07,345.07,3432434.58
s-0-543,9954,345417789.87,34701.41,345.05,3432664.97
s-0-544,10153,345407362.89,34020.23,345.10,3431489.11
s-0-545,10030,345413840.90,34438.07,345.06,3431975.48
s-0-546,10075,345411498.92,34284.02,345.08,3432065.09
s-0-547,10040,345413356.94,34403.72,345.08,3432514.42
s-0-548,9863,345422669.95,35022.07,345.07,3432962.62
s-0-549,9888,345421377.97,34933.39,345.06,3432886.31
s-0-550,9989,345416095.99,34579.65,345.08,3432456.27
s-0-551,9972,345417009.00,34638.69,345.09,3432206.51
s-0-552,9939,345418762.02,34753.87,345.08,3432640.77
s-0-553,9878,345421985.04,34968.82,345.03,3432808.31
s-0-554,10016,345414760.55,34486.30,345.09,3432160.08
s-0-555,9815,345425333.57,35193.62,345.09,3432663.28
s-0-556,9995,345415904.09,34558.87,345.07,3432605.70
s-0-557,9827,345424744.60,35150.58,345.08,3433019.02
s-0-558,10012,345415052.62,34500.11,345.07,3431928.45
s-0-559,9940,345418853.14,34750.39,345.07,3432717.28
s-0-560,10042,345413518.65,34396.88,345.07,3432456.77
s-0-561,9922,345419839.17,34813.53,345.07,3432805.70
s-0-562,10090,345411039.69,34233.01,345.08,3431115.96
s-0-563,10126,345409170.20,34111.12,345.05,3432235.85
s-0-564,9986,345416540.72,34590.08,345.07,3432636.06
s-0-565,9960,345417926.24,34680.51,345.07,3432714.42
s-0-566,10077,345411804.25,34277.25,345.09,3432394.00
s-0-567,9991,345416339.77,34572.75,345.06,3432613.08
s-0-568,9997,345416045.29,34551.97,345.08,3432551.94
s-0-569,9873,345422575.81,34986.59,345.07,3432934.11
s-0-570,9790,345426953.82,35283.65,345.05,3432653.11
s-0-571,10118,345409754.34,34138.15,345.09,3431803.74
s-0-572,10011,345415392.36,34503.59,345.09,3431968.65
s-0-573,9911,345420662.87,34852.25,345.08,3432388.46
s-0-574,9943,345419003.39,34739.92,345.09,3431547.07
s-0-575,10070,345412356.41,34301.13,345.07,3432421.29
s-0-576,10058,345413006.92,34342.12,345.07,3432412.05
s-0-577,9966,345417857.44,34659.63,345.08,3432677.08
s-0-578,9936,345419452.96,34764.44,345.07,3432776.78
s-0-579,10059,345413015.97,34338.70,345.06,3432367.32
s-0-580,9870,345422958.99,34997.26,345.08,3431445.14
s-0-581,10181,345406652.01,33926.59,345.06,3432080.77
s-0-582,9992,345416595.02,34569.31,345.07,3432641.80
s-0-583,9848,345424175.54,35075.57,345.08,3432899.93
s-0-584,9806,345426401.06,35226.02,345.09,3433027.01
s-0-585,9984,345417076.57,34597.06,345.07,3431963.62
s-0-586,10006,345415942.09,34520.88,345.09,3432519.94
s-0-587,9914,345420792.61,34841.72,345.08,3432759.32
s-0-588,9775,345428110.62,35337.91,345.07,3433191.79
s-0-589,10055,345413431.14,34352.40,345.07,3432257.59
s-0-590,9821,345425736.66,35172.16,345.06,3433030.92
s-0-591,10052,345413629.67,34362.68,345.08,3432121.02
s-0-592,10098,345411235.19,34205.91,345.08,3432164.14
s-0-593,9933,345419918.21,34774.98,345.11,3432530.44
s-0-594,9967,345418153.72,34656.18,345.09,3432011.89
s-0-595,10065,345413029.24,34318.23,345.07,3432168.51
s-0-596,9961,345418509.76,34677.09,345.10,3432625.58
s-0-597,10140,345409132.77,34064.02,345.03,3432114.22
s-0-598,10053,345413720.79,34359.27,345.06,3432475.65
s-0-599,9894,345422088.81,34912.28,345.05,3432893.29
s-0-600,10065,345413131.82,34318.24,345.09,3431355.27
s-0-601,9937,345419872.34,34760.98,345.08,3432290.55
s-0-602,10031,345414957.86,34434.75,345.10,3432257.78
s-0-603,10121,345410253.38,34128.08,345.06,3431772.83
s-0-604,10029,345415103.89,34441.63,345.09,3432109.76
s-0-605,9895,345422159.41,34908.76,345.07,3432806.30
s-0-606,9834,345425382.43,35125.62,345.07,3432975.53
s-0-607,9903,345421780.44,34880.52,345.09,3432333.83
s-0-608,10089,345412035.96,34236.50,345.07,3432085.53
s-0-609,10189,345406806.48,33899.97,345.11,3432067.02
s-0-610,9820,345426199.49,35175.78,345.11,3432791.66
s-0-611,10162,345408265.01,33990.19,345.06,3432115.43
s-0-612,10071,345413063.03,34297.79,345.08,3432147.52
s-0-613,10006,345416496.04,34520.94,345.06,3432562.82
s-0-614,9788,345427961.56,35290.96,345.12,3432880.81
s-0-615,10004,345416642.08,34527.85,345.06,3432592.36
s-0-616,9970,345418447.59,34645.78,345.06,3432671.34
s-0-617,10015,345416105.61,34489.88,345.07,3432479.32
s-0-618,10042,345414708.63,34397.00,345.10,3432408.35
s-0-619,10126,345410319.14,34111.23,345.09,3432040.43
s-0-620,10091,345412177.16,34229.73,345.10,3432106.16
s-0-621,10139,345409677.68,34067.43,345.08,3432122.06
s-0-622,9979,345418098.19,34614.50,345.09,3432618.00
s-0-623,10040,345414916.21,34403.88,345.09,3432411.01
s-0-624,10051,345414359.23,34366.17,345.07,3431835.95
s-0-625,10154,345408972.24,34017.03,345.05,3431642.04
s-0-626,10076,345413087.76,34280.77,345.05,3432231.46
s-0-627,9966,345418883.28,34659.73,345.06,3432034.03
s-0-628,9977,345418326.29,34621.46,345.08,3432610.41
s-0-629,10250,345404014.31,33697.95,345.10,3431796.42
s-0-630,9897,345422567.33,34901.74,345.07,3432836.05
s-0-631,10006,345416865.34,34520.97,345.07,3431986.65
s-0-632,9955,345419563.36,34698.10,345.08,3432721.39
s-0-633,9895,345422733.88,34908.82,345.07,3432576.78
s-0-634,10029,345415719.40,34441.69,345.09,3432476.87
s-0-635,10107,345411644.91,34175.49,345.09,3432061.99
s-0-636,9914,345421797.93,34841.82,345.07,3432635.30
s-0-637,9973,345418720.95,34635.39,345.06,3432523.98
s-0-638,9914,345421838.96,34841.82,345.08,3432851.86
s-0-639,10016,345416504.48,34486.47,345.09,3432419.55
s-0-640,9979,345418467.50,34614.54,345.07,3432206.92
s-0-641,10193,345407253.01,33886.71,345.07,3431971.21
s-0-642,10094,345412471.03,34219.58,345.07,3432009.86
s-0-643,10203,345406769.05,33853.45,345.08,3431862.14
s-0-644,10256,345404007.06,33678.24,345.11,3431221.87
s-0-645,10109,345411745.08,34168.74,345.08,3431690.61
s-0-646,10014,345416753.10,34493.38,345.11,3431979.56
s-0-647,10044,345415198.61,34390.20,345.10,3432232.42
s-0-648,9950,345420154.13,34715.59,345.13,3432742.11
s-0-649,10114,345411564.65,34151.83,345.06,3432245.28
s-0-650,9947,345420352.66,34726.08,345.09,3432296.62
s-0-651,9923,345421633.18,34810.20,345.07,3432409.88
s-0-652,9936,345420971.20,34764.59,345.08,3432783.75
s-0-653,10065,345414219.21,34318.35,345.07,3432218.34
s-0-654,10006,345417337.23,34521.02,345.06,3432266.11
s-0-655,9862,345424917.75,35025.85,345.08,3432861.34
s-0-656,9944,345420633.26,34736.59,345.07,3432675.22
s-0-657,10189,345407791.28,33900.07,345.09,3432000.14
s-0-658,10038,345415739.30,34410.81,345.12,3431977.65
s-0-659,9997,345417912.31,34552.16,345.05,3432623.96
s-0-660,10005,345417512.83,34524.49,345.08,3432185.31
s-0-661,9949,345420473.35,34719.11,345.07,3432739.24
s-0-662,10037,345415873.86,34414.25,345.08,3432184.47
s-0-663,9974,345419201.88,34631.96,345.09,3431720.66
s-0-664,10058,345414812.40,34342.30,345.07,3432042.83
s-0-665,10194,345407692.91,33883.43,345.10,3431350.52
s-0-666,9926,345421783.43,34799.70,345.07,3432668.26
s-0-667,9944,345420858.95,34736.61,345.08,3432555.79
s-0-668,9943,345420931.96,34740.11,345.07,3430462.68
s-0-669,9955,345420322.48,34698.17,345.06,3432687.95
s-0-670,9819,345427483.00,35179.50,345.08,3432899.96
s-0-671,10053,345415218.52,34359.42,345.06,3432324.19
s-0-672,9997,345418179.03,34552.18,345.09,3432419.32
s-0-673,9941,345421139.55,34747.12,345.06,3432724.87
s-0-674,9891,345423785.07,34923.04,345.07,3432912.16
s-0-675,10040,345415983.08,34403.98,345.10,3432491.65
s-0-676,9929,345421831.10,34789.19,345.09,3431818.33
s-0-677,10070,345414449.12,34301.34,345.04,3431938.98
s-0-678,10074,345414259.63,34287.70,345.06,3432370.82
s-0-679,9983,345419057.65,34600.73,345.10,3432536.05
s-0-680,9933,345421703.17,34775.16,345.07,3432684.45
s-0-681,10171,345409228.68,33960.20,345.09,3431908.29
s-0-682,9972,345419696.70,34638.96,345.06,3432670.52
s-0-683,10155,345410109.72,34013.80,345.07,3432170.62
s-0-684,10204,345407557.73,33850.21,345.04,3431980.45
s-0-685,10035,345416450.75,34421.17,345.08,3432522.01
s-0-686,10105,345412796.27,34182.36,345.04,3432327.54
s-0-687,9823,345427621.78,35165.19,345.08,3433012.25
s-0-688,9856,345425909.80,35047.27,345.08,3432675.28
s-0-689,10004,345418160.32,34528.00,345.05,3432484.75
s-0-690,10123,345411933.33,34121.50,345.06,3432250.21
s-0-691,9885,345424448.85,34944.30,345.06,3432844.88
s-0-692,9970,345420006.87,34645.94,345.07,3432493.44
s-0-693,10025,345417139.88,34455.58,345.08,3432073.08
s-0-694,9949,345421150.40,34719.18,345.08,3432706.20
s-0-695,10154,345410408.42,34017.18,345.09,3430884.17
s-0-696,10123,345412056.43,34121.51,345.07,3432086.00
s-0-697,9849,345426461.95,35072.24,345.09,3432891.25
s-0-698,10104,345413094.97,34185.78,345.09,3432235.01
s-0-699,10151,345410647.98,34027.25,345.06,3432024.48
s-0-700,10137,345411403.50,34074.32,345.07,3432215.13
s-0-701,10101,345413314.02,34195.95,345.09,3432262.09
s-0-702,9973,345420054.54,34635.52,345.08,3431900.42
s-0-703,9945,345421545.05,34733.19,345.08,3432682.40
s-0-704,9929,345422405.57,34789.24,345.10,3432580.53
s-0-705,9939,345421901.09,34754.19,345.06,3432575.22
s-0-706,10011,345418141.60,34503.86,345.06,3432563.44
s-0-707,10129,345411967.12,34101.29,345.09,3431070.44
s-0-708,10109,345413037.64,34168.86,345.08,3431523.65
s-0-709,10099,345413583.15,34202.75,345.09,3431684.31
s-0-710,9897,345424208.67,34901.91,345.08,3432578.01
s-0-711,9988,345419451.69,34583.45,345.07,3432579.23
s-0-712,9911,345423514.70,34852.54,345.05,3432828.46
s-0-713,9932,345422432.72,34778.74,345.05,3432747.43
s-0-714,9999,345418935.74,34545.35,345.07,3431961.23
s-0-715,9911,345423576.25,34852.55,345.08,3432807.74
s-0-716,9770,345430999.27,35356.29,345.05,3433031.11
s-0-717,9965,345420782.29,34663.40,345.08,3432371.62
s-0-718,9863,345426157.80,35022.42,345.07,3432978.83
s-0-719,9914,345423500.82,34841.99,345.08,3432696.12
s-0-720,9907,345423888.84,34866.65,345.07,3432784.76
s-0-721,9959,345421179.35,34684.32,345.06,3432663.12
s-0-722,10044,345416737.37,34390.36,345.08,3432196.05
s-0-723,9911,345423740.39,34852.56,345.07,3432288.80
s-0-724,10090,345414363.40,34233.34,345.08,3432021.20
s-0-725,10177,345409816.42,33940.24,345.10,3431452.11
s-0-726,9906,345424064.44,34870.19,345.06,3432825.38
s-0-727,9932,345422719.95,34778.77,345.08,3432791.13
s-0-728,10046,345416755.47,34383.51,345.09,3432051.47
s-0-729,9888,345425070.99,34933.77,345.10,3432628.11
s-0-730,9972,345420681.50,34639.06,345.05,3432659.85
s-0-731,9825,345428419.52,35158.11,345.06,3433008.76
s-0-732,9951,345421825.04,34712.27,345.07,3432598.76
s-0-733,9860,345426623.06,35033.13,345.06,3432923.43
s-0-734,10030,345417718.57,34438.46,345.08,3432026.24
s-0-735,9975,345420626.59,34628.63,345.10,3432389.32
s-0-736,9851,345427157.11,35065.19,345.09,3432173.56
s-0-737,9874,345425970.12,34983.39,345.06,3432778.38
s-0-738,9833,345428143.14,35129.48,345.09,3432366.70
s-0-739,9976,345420656.16,34625.17,345.07,3432669.49
s-0-740,10140,345412066.67,34064.31,345.08,3431640.79
s-0-741,9925,345423374.69,34803.36,345.09,3432624.92
s-0-742,10047,345416990.21,34380.11,345.06,3432003.01
s-0-743,9997,345419635.72,34552.33,345.07,3432609.18
s-0-744,9980,345420548.74,34611.28,345.11,3431996.92
s-0-745,9912,345424139.26,34849.09,345.07,3432797.48
s-0-746,9914,345424054.77,34842.05,345.07,3432041.37
s-0-747,10019,345418562.79,34476.35,345.11,3432391.10
s-0-748,9925,345423518.31,34803.38,345.07,3432590.10
s-0-749,10048,345417081.32,34376.70,345.04,3432406.92
s-0-750,9885,345425659.34,34944.43,345.11,3432791.29
s-0-751,10093,345414759.86,34223.20,345.08,3432224.36
s-0-752,9897,345425070.37,34902.00,345.05,3432883.03
s-0-753,9936,345423043.39,34764.80,345.07,3432530.45
s-0-754,10031,345418076.41,34435.06,345.10,3432389.29
s-0-755,10069,345416101.92,34304.91,345.08,3432428.67
s-0-756,9945,345422632.44,34733.30,345.10,3432083.88
s-0-757,10166,345411050.46,33977.09,345.07,3431898.62
s-0-758,9792,345430705.97,35276.83,345.09,3432872.96
s-0-759,9967,345421538.99,34656.52,345.07,3432622.50
s-0-760,10000,345419827.01,34541.98,345.08,3431843.75
s-0-761,10011,345419270.02,34503.97,345.06,3432564.05
s-0-762,9882,345426063.04,34955.08,345.04,3432933.29
s-0-763,9977,345421096.06,34621.74,345.08,3432079.12
s-0-764,10023,345418701.57,34462.61,345.08,3432479.12
s-0-765,10029,345418407.09,34441.96,345.06,3432065.14
s-0-766,9935,345423362.61,34768.33,345.07,3432674.09
s-0-767,10004,345419760.63,34528.16,345.07,3432551.95
s-0-768,9935,345423403.64,34768.33,345.10,3432656.93
s-0-769,10154,345411926.66,34017.33,345.05,3432131.22
s-0-770,10114,345414047.18,34152.07,345.08,3432154.45
s-0-771,9994,345420367.69,34562.77,345.06,3432276.28
s-0-772,10054,345417238.21,34356.20,345.07,3432348.29
s-0-773,9933,345423611.23,34775.36,345.07,3432800.98
s-0-774,9900,345425364.24,34891.45,345.08,3432630.14
s-0-775,10105,345414622.26,34182.55,345.06,3431673.59
s-0-776,10037,345418212.78,34414.49,345.11,3432159.89
s-0-777,10078,345416080.79,34274.27,345.04,3432412.88
s-0-778,9981,345421193.81,34607.87,345.06,3432572.04
s-0-779,9922,345424311.83,34813.98,345.06,3432664.31
s-0-780,10087,345415669.84,34243.65,345.06,3432155.27
s-0-781,10100,345415007.86,34199.51,345.06,3432325.49
s-0-782,10112,345414398.38,34158.86,345.06,3432261.28
s-0-783,9899,345425601.39,34895.00,345.06,3432812.66
s-0-784,9868,345427249.41,35004.79,345.08,3432972.06
s-0-785,10117,345414197.43,34141.96,345.10,3432183.01
s-0-786,10058,345417315.44,34342.54,345.07,3432467.03
s-0-787,10134,345413345.96,34084.60,345.10,3432166.09
s-0-788,9908,345425231.48,34863.27,345.08,3432747.52
s-0-789,9894,345425986.99,34912.67,345.07,3432318.47
s-0-790,10067,345416925.01,34311.80,345.08,3432138.98
s-0-791,9903,345425555.53,34880.90,345.09,3432854.31
s-0-792,9862,345427728.54,35026.13,345.08,3432473.60
s-0-793,10041,345418351.56,34400.79,345.11,3432176.88
s-0-794,9839,345428977.08,35108.14,345.08,3432847.52
s-0-795,9985,345421332.59,34594.02,345.06,3432609.18
s-0-796,9945,345423453.11,34733.38,345.08,3432769.39
s-0-797,10056,345417646.13,34349.41,345.06,3432381.07
s-0-798,9884,345426696.65,34948.07,345.08,3432929.19
s-0-799,10265,345406714.66,33648.97,345.07,3431820.86
s-0-800,9971,345422170.18,34642.68,345.07,3432148.94
s-0-801,10100,345415418.20,34199.55,345.11,3432087.62
s-0-802,9847,345428721.21,35079.59,345.06,3432945.79
s-0-803,10055,345417821.73,34352.84,345.06,3432360.14
s-0-804,10116,345414639.75,34145.38,345.11,3432266.82
s-0-805,10169,345411877.76,33967.14,345.09,3430846.63
s-0-806,9929,345424498.28,34789.45,345.07,3432803.65
s-0-807,9834,345429506.30,35126.04,345.07,3432820.12
s-0-808,9986,345421546.81,34590.58,345.06,3432475.42
s-0-809,10124,345414322.33,34118.36,345.07,3432268.47
s-0-810,9835,345429515.35,35122.47,345.10,3432592.35
s-0-811,9924,345424863.36,34807.02,345.04,3432676.71
s-0-812,10085,345416431.38,34250.51,345.08,3432270.80
s-0-813,10003,345420756.90,34531.72,345.06,3431904.20
s-0-814,9884,345427024.91,34948.10,345.06,3431234.08
s-0-815,10017,345420062.93,34483.38,345.04,3432243.42
s-0-816,10033,345419243.45,34428.31,345.08,3432364.23
s-0-817,10074,345417111.46,34287.98,345.08,3432324.86
s-0-818,9934,345424481.98,34771.94,345.07,3432128.92
s-0-819,10033,345419305.00,34428.32,345.05,3432454.92
s-0-820,9997,345421215.51,34552.49,345.08,3432239.18
s-0-821,10027,345419661.03,34448.95,345.07,3432531.44
s-0-822,9898,345426454.05,34898.61,345.08,3432854.72
s-0-823,10094,345416184.56,34219.95,345.05,3432290.81
s-0-824,10180,345411690.08,33930.42,345.08,3432106.21
s-0-825,9941,345424258.10,34747.44,345.08,3432437.04
s-0-826,10050,345418556.11,34370.01,345.10,3432353.78
s-0-827,9989,345421779.13,34580.22,345.07,3432539.22
s-0-828,10024,345419962.15,34459.29,345.10,3431945.76
s-0-829,10018,345420297.66,34479.97,345.09,3432008.70
s-0-830,10004,345421053.18,34528.29,345.08,3432497.17
s-0-831,10027,345419866.20,34448.97,345.08,3432492.66
s-0-832,9938,345424559.22,34757.96,345.08,3432746.21
s-0-833,10121,345414972.23,34128.54,345.10,3432214.51
s-0-834,10005,345421082.75,34524.85,345.07,3432584.16
s-0-835,9823,345430658.27,35165.50,345.08,3432818.92
s-0-836,9941,345424483.78,34747.46,345.05,3432724.67
s-0-837,9980,345422456.80,34611.47,345.13,3432415.49
s-0-838,9857,345428934.82,35044.02,345.06,3432969.20
s-0-839,9990,345421972.83,34576.77,345.10,3432590.72
s-0-840,10013,345420785.85,34497.23,345.08,3432029.62
s-0-841,9963,345423431.37,34670.62,345.08,3432399.83
s-0-842,9905,345426496.88,34873.95,345.10,3432831.95
s-0-843,10195,345411292.40,33880.46,345.07,3431866.68
s-0-844,10032,345419870.42,34431.81,345.07,3432265.40
s-0-845,9870,345428395.93,34997.81,345.09,3432828.42
s-0-846,10059,345418493.95,34339.25,345.08,3432347.42
s-0-847,10077,345417569.47,34277.82,345.07,3432403.24
s-0-848,9928,345425412.48,34793.05,345.08,3432623.52
s-0-849,10168,345412833.00,33970.58,345.08,3432083.22
s-0-850,10178,345412328.52,33937.15,345.03,3431928.20
s-0-851,10019,345420696.53,34476.56,345.11,3432377.38
s-0-852,9840,345430114.55,35104.69,345.08,3433023.34
s-0-853,10005,345421472.57,34524.88,345.09,3429651.21
s-0-854,9959,345423908.08,34684.60,345.07,3432638.30
s-0-855,9968,345423456.10,34653.24,345.08,3432643.64
s-0-856,9913,345426364.12,34845.79,345.09,3432470.10
s-0-857,10076,345417827.13,34281.25,345.07,3432336.76
s-0-858,9855,345429450.15,35051.19,345.09,3433009.60
s-0-859,9953,345424325.67,34705.55,345.07,3432714.62
s-0-860,9816,345431538.68,35190.66,345.07,3432999.32
s-0-861,9882,345428094.20,34955.28,345.07,3432864.35
s-0-862,10095,345416932.22,34216.64,345.09,3432224.35
s-0-863,9950,345424565.24,34716.04,345.08,3432728.57
s-0-864,10037,345420018.25,34414.67,345.07,3432174.18
s-0-865,10094,345417046.27,34220.04,345.10,3432175.26
s-0-866,10065,345418589.29,34318.79,345.11,3432216.32
s-0-867,10021,345420919.80,34469.71,345.07,3432510.31
s-0-868,9863,345429235.32,35022.74,345.08,3432673.48
s-0-869,10113,345416130.84,34155.65,345.10,3432195.93
s-0-870,9869,345428961.35,35001.41,345.07,3432973.09
s-0-871,10116,345416014.37,34145.51,345.08,3432297.39
s-0-872,10118,345415929.89,34138.76,345.07,3432303.34
s-0-873,10077,345418102.90,34277.87,345.08,3432248.45
s-0-874,10037,345420223.42,34414.69,345.11,3432213.20
s-0-875,10125,345415623.94,34115.12,345.08,3432195.84
s-0-876,9960,345424306.95,34681.16,345.06,3432706.41
s-0-877,10116,345416137.47,34145.53,345.13,3432292.67
s-0-878,9990,345422772.99,34576.85,345.09,3432641.19
s-0-879,9968,345423948.50,34653.29,345.07,3432609.58
s-0-880,10108,345416619.02,34172.60,345.06,3432293.08
s-0-881,9883,345428452.04,34951.78,345.08,3432865.38
s-0-882,9972,345423800.05,34639.37,345.07,3432389.91
s-0-883,10035,345420513.07,34421.58,345.09,3431526.72
s-0-884,10137,345415178.59,34074.69,345.08,3431890.06
s-0-885,10124,345415881.60,34118.52,345.05,3432278.52
s-0-886,10037,345420469.62,34414.71,345.08,3432475.85
s-0-887,10124,345415922.64,34118.52,345.05,3431893.80
s-0-888,9984,345423293.15,34597.69,345.05,3432644.47
s-0-889,10017,345421581.17,34483.54,345.06,3432528.56
s-0-890,10010,345421969.19,34507.69,345.09,3432530.20
s-0-891,10002,345422409.70,34535.33,345.06,3432091.50
s-0-892,9981,345423532.72,34608.11,345.10,3432206.78
s-0-893,9966,345424340.74,34660.28,345.07,3432685.29
s-0-894,9940,345425726.25,34751.08,345.09,3431982.28
s-0-895,9998,345422701.77,34549.18,345.04,3432611.24
s-0-896,9970,345424192.29,34646.36,345.08,3432462.66
s-0-897,9959,345424790.31,34684.69,345.10,3432560.64
s-0-898,10034,345420873.32,34425.04,345.08,3432444.66
s-0-899,9955,345425041.34,34698.65,345.05,3432653.89
s-0-900,10090,345417974.36,34233.69,345.07,3432353.80
s-0-901,9982,345423664.87,34604.65,345.08,3431828.16
s-0-902,9843,345430982.89,35094.08,345.06,3432976.77
s-0-903,9922,345426855.91,34814.24,345.07,3432150.27
s-0-904,10187,345412963.92,33907.23,345.08,3432112.78
s-0-905,9876,345429311.94,34976.64,345.05,3432629.69
s-0-906,10053,345420039.96,34359.90,345.09,3432240.20
s-0-907,10043,345420585.47,34394.16,345.10,3432396.24
s-0-908,9955,345425225.99,34698.67,345.05,3432580.56
s-0-909,10075,345418946.51,34284.76,345.08,3432386.82
s-0-910,9771,345434927.02,35353.08,345.07,3433218.01
s-0-911,10044,345420615.04,34390.74,345.08,3431613.74
s-0-912,9958,345425150.56,34688.21,345.09,3432431.81
s-0-913,10033,345421233.57,34428.51,345.09,3431211.14
s-0-914,10091,345418209.09,34230.32,345.07,3432200.63
s-0-915,9938,345426262.11,34758.13,345.07,3432750.31
s-0-916,10107,345417410.12,34176.06,345.08,3432297.80
s-0-917,9922,345427143.14,34814.27,345.07,3432681.84
s-0-918,10040,345420968.66,34404.48,345.06,3432246.82
s-0-919,10056,345420149.17,34349.66,345.09,3432397.48
s-0-920,9982,345424054.69,34604.69,345.09,3432500.59
s-0-921,9988,345423760.21,34583.88,345.06,3432632.16
s-0-922,9974,345424515.72,34632.50,345.08,3432377.69
s-0-923,9851,345430993.74,35065.58,345.07,3432962.41
s-0-924,10128,345416471.76,34105.10,345.11,3432086.03
s-0-925,10097,345418119.77,34209.98,345.06,3432138.32
s-0-926,9895,345428745.29,34909.42,345.07,3432671.40
s-0-927,10167,345414485.81,33974.08,345.08,3432125.28
